"","ZEB","OVOL2","miR145","GRHL2","OCT4","miR200"
"ZEB",-0.0960138595731923,-0.021040222670332,-0.0149992956366295,-0.0035387246386874,0.0151166512240594,0.0748687365597915
"miR145",-0.0219856711018616,0.0263882939329792,0.0392159163221579,0.0219973084811238,-0.139158543975629,0.0114446735820797
"miR200",-0.0035387246386874,0.0209439021155256,0.0151166512240594,0.00379076318575931,-0.0158169829601449,-0.0753286693388469
"GRHL2",0.0035387246386874,-0.0209439021155256,-0.0151166512240594,-0.00379076318575931,0.0158169829601449,0.0753286693388469
"OCT4",0.0151166512240594,-0.0245270858779394,-0.130632662771522,-0.0158169829601449,0.130441458182612,-0.0827093774055972
"OVOL2",0.0659572652182963,-0.0849063342172873,-0.0732837764485633,-0.066078529217155,0.0736244614046328,-0.0301982308458372
