"","OCT4","GRHL2","OVOL2","miR200","ZEB","miR145"
"GRHL2",0.261352414387405,0.233330605779422,0.116356110393362,0.0911735018348862,-0.233345431576308,-0.26153671221269
"miR145",0.0320962880903765,0.225238739887962,0.112716184674701,0.103401421036306,-0.225250377267224,-0.132211032783434
"OVOL2",0.166161664913325,0.150543975125294,-0.00659936356181965,-0.0192243437260619,-0.150551108301698,-0.166251318849132
"OCT4",0.141119465115981,0,0,-0.139395236600998,0,-0.141119465115981
"ZEB",-0.26153671221269,-0.233345431576308,-0.116356110393362,-0.0911381223903435,0.133350574286517,0.261601909761263
"miR200",-0.261352414387405,-0.233330605779422,-0.116356110393362,-0.0911735018348862,0.233345431576308,0.26153671221269
