"","ZEB","OVOL2","OCT4","GRHL2","miR145","miR200"
"ZEB",-0.0992053824297205,-0.020505221913923,-0.0097190414134348,0.000197925499918505,0.00777615446598403,0.0955799561618283
"OVOL2",-0.0326656731595295,-0.0557364652755647,0.0306916680788971,0.0351979507827551,-0.035586772974002,-0.0841638408021787
"miR145",-0.0125726129319319,0.027036256500232,-0.202880689523287,0.0148186271295346,0.0986351358801435,-0.00613816971803538
"miR200",0.000197925499918505,0.0227205946744701,0.00673341664380709,0.00135878317317267,-0.0097190414134348,-0.0957922328290846
"GRHL2",0.000197925499918505,0.0227205946744701,0.00673341664380709,0.00135878317317267,-0.0097190414134348,-0.0957922328290846
"OCT4",0.0097190414134348,-0.0210627638999977,0.159069559860035,-0.00673341664380709,-0.164996902116249,-0.065318095562
