"","miR200","ZEB","GRHL2","miR145","OCT4","OVOL2"
"ZEB",-0.133650104835357,-0.0548557563990474,-0.0463630659203149,-0.0245350219735136,-0.0230354783563536,0.0448430291769047
"miR200",0.13290713649996,-0.0463630659203149,0.0442429769655336,0.0230354783563536,0.0252101926947244,-0.0426276564163576
"GRHL2",0.13290713649996,-0.0463630659203149,0.0442429769655336,0.0230354783563536,0.0252101926947244,-0.0426276564163576
"OVOL2",-0.0380985258434417,-0.0460753860983382,0.0438141691784438,0.0356816899228778,0.0377437304464568,-0.0762589180876006
"miR145",0.116772165874507,-0.0301126545804663,0.0284485093459731,-0.0776891051350834,0.0240320652607858,-0.0311634151655725
"OCT4",0.0713101302180192,0,0,-0.0724726004295126,-0.0724726004295126,0
