"","miR200","ZEB","GRHL2","OCT4","miR145","OVOL2"
"OVOL2",-0.115836159197821,-0.0867331949022332,0.0881098979480996,0.0765441429546869,0.0779965367147729,0.109821499354651
"ZEB",-0.125888877318874,-0.0716880384813842,-0.0264862993946765,-0.0097190414134348,-0.00777615446598403,0.140459108487338
"miR200",0.126596466209728,-0.0264862993946765,0.0293476781937869,0.00673341664380709,0.0097190414134348,-0.141653483366937
"GRHL2",0.126596466209728,-0.0264862993946765,0.0293476781937869,0.00673341664380709,0.0097190414134348,-0.141653483366937
"miR145",0.00613816971803538,0.00389308303908197,-0.002671158216552,-0.000543202780912332,-0.0992810111572749,-0.104595302075055
"OCT4",-0.147344473211933,0.0097190414134348,-0.00673341664380709,-0.0377373239788134,-0.0344868459673411,0.119479644182453
