"","miR145","OCT4","OVOL2","miR200","ZEB","GRHL2"
"miR200",0.268563342330017,0.267789291463817,0.158422502758205,0.127784223973948,-0.31870292889553,-0.318628799911097
"GRHL2",0.268563342330017,0.267789291463817,0.158422502758205,0.127784223973948,-0.31870292889553,-0.318628799911097
"miR145",0.116216115955872,0.215986626569756,0.1155120068433,0.00693964070331257,-0.230668845759913,-0.2307037578977
"OVOL2",0.0842605173244342,0.0835970781994566,-0.0300536808028038,-0.0378867159213275,-0.095332416229146,-0.0958816708122119
"ZEB",-0.268576381839731,-0.268563342330017,-0.158075748760902,-0.127430429528521,0.219047490479485,0.31870292889553
"OCT4",-0.271468642325196,-0.271277437736286,-0.133577262745366,-0.148582252748728,0.268563342330017,0.267789291463817
