"","ZEB","miR200","OVOL2","miR145","GRHL2","OCT4"
"OVOL2",-0.0882004291215188,-0.0266577481192952,-0.0317712509327809,0.0986833888410077,0.090632842275096,-0.0945772385810113
"ZEB",-0.0674771639180134,-0.0379422836524521,-0.0348391125977473,-0.0344543805332014,-0.0290103650097315,0.0403612784338403
"GRHL2",-0.0290103650097315,0.0449651033941822,0.0414081744355434,0.0403612784338403,0.0340659617480562,-0.031920438035757
"miR145",-0.014246447597872,0.0375967360530848,0.0294197409735073,0.0307945425146656,0.0182147939262789,-0.124196722663834
"OCT4",0,-0.139395236600998,0,-0.141119465115981,0,0.141119465115981
"miR200",0.0290103650097315,-0.0449651033941822,-0.0414081744355434,-0.0403612784338403,-0.0340659617480562,0.031920438035757
