"","OCT4","GRHL2","OVOL2","miR200","ZEB","miR145"
"miR145",0.0754971946397683,0.269485288542332,0.135045810674502,0.117404530680124,-0.269077980268155,-0.174808726481421
"miR200",0.248323734618273,0.219009743266165,0.109359490693646,0.0857598767396495,-0.218846659500413,-0.247623402882187
"GRHL2",0.248323734618273,0.219009743266165,0.109359490693646,0.0857598767396495,-0.218846659500413,-0.247623402882187
"ZEB",-0.247623402882187,-0.218846659500413,-0.109320962471723,-0.0858306356287349,0.118851802210621,0.247323494158755
"OVOL2",-0.159754568196198,-0.143542146810593,-0.119512708658038,-0.108324938577319,0.143463681870155,0.159413883240128
"OCT4",-0.0976667965447907,-0.248323734618273,-0.124078450096947,-0.204210823280059,0.247623402882187,0.0967107736002401
