"","miR200","ZEB","OVOL2","GRHL2","OCT4","miR145"
"ZEB",-0.10987017356721,-0.0793906826959305,-0.0216288241271711,-0.00701713422358613,0.00346273925762065,0.00896391350023566
"OVOL2",0.0910073741643495,-0.0299663495217109,-0.0430000738481671,0.0498750448637467,-0.0216959289100197,0.0397163700073838
"GRHL2",0.113974189134165,-0.00701713422358613,0.0404883887582634,0.0236961557209916,0.0114653845905179,0.00346273925762065
"OCT4",-0.00853100176848699,-0.00346273925762065,0.00935971739403693,-0.0114653845905179,-0.0325033599497074,0.0185454249592677
"miR200",-0.113974189134165,0.00701713422358613,-0.0404883887582634,-0.0236961557209916,-0.0114653845905179,-0.00346273925762065
"miR145",0.0816979314046307,0.0181753540140909,0.0162663286851964,-0.0090865608103204,0.0143779857590688,-0.106345857245013
