"","miR200","ZEB","miR145","GRHL2","OCT4","OVOL2"
"OVOL2",-0.0984577969751832,-0.0899758963222689,0.102127797348463,0.0940917391070609,-0.09586995262908,0.104707456531699
"ZEB",-0.153660478002795,-0.0613151772709949,-0.0372882002070673,-0.0321278672134484,0.0467940027888902,0.148372489969797
"miR145",0.186653673073353,-0.0403703798183789,0.0594083392131117,0.0506229109483684,-0.143745688610702,-0.177064702841456
"miR200",0.158365944126977,-0.0321278672134484,0.0467940027888902,0.0406823520170066,-0.033930014583951,-0.15203267105244
"GRHL2",0.158365944126977,-0.0321278672134484,0.0467940027888902,0.0406823520170066,-0.033930014583951,-0.15203267105244
"OCT4",-0.266660805880179,0.0467940027888902,-0.140214780900456,-0.033930014583951,0.158379216846918,0.159893640844589
