"","OVOL2","ZEB","OCT4","miR145","miR200","GRHL2"
"OVOL2",0.252326343777032,-0.0867331949022332,0.0765441429546869,0.0779965367147729,-0.169468090333829,-0.0881098979480996
"ZEB",-0.140459108487338,-0.0716880384813842,-0.0097190414134348,-0.00777615446598403,0.00604720877502306,0.0264862993946765
"miR200",0.141653483366937,-0.0264862993946765,0.00673341664380709,0.0097190414134348,-0.00411902904744479,-0.0293476781937869
"GRHL2",0.141653483366937,-0.0264862993946765,0.00673341664380709,0.0097190414134348,-0.00411902904744479,-0.0293476781937869
"miR145",0.104595302075055,0.00389308303908197,-0.000543202780912332,-0.0992810111572749,-0.099041553937237,0.002671158216552
"OCT4",-0.119479644182453,0.0097190414134348,-0.0377373239788134,-0.0344868459673411,-0.0293708220376498,0.00673341664380709
