"","ZEB","OCT4","OVOL2","miR145","GRHL2","miR200"
"ZEB",-0.0808769923772522,-0.0276680992016142,-0.0217383677990528,-0.0109123292185656,-0.00664164994725278,-0.00345699087972317
"OVOL2",-0.0303141828010194,0.0249772334613753,-0.0436313890557587,0.0499548199774234,0.0490815699185028,-0.0521309848881914
"miR200",-0.00664164994725278,0.00728475972502002,0.0394420857724684,0.0276680992016142,0.0221346076937317,0.0175910789745401
"GRHL2",-0.00664164994725278,0.00728475972502002,0.0394420857724684,0.0276680992016142,0.0221346076937317,0.0175910789745401
"miR145",0.0134069510614802,0.209962231178845,-0.0430987235491717,0.0868985478741981,-0.0311539544363202,-0.0252354866010603
"OCT4",0.0276680992016142,0.141154184887925,-0.0181355770992443,0.169261259457714,-0.00728475972502002,-0.103587572126361
