"","OVOL2","miR145","GRHL2","miR200","ZEB","OCT4"
"miR145",0.495415287054444,0.479401816055904,0.454903027557975,0.187459635619314,-0.465155558687965,-0.563739165453494
"miR200",0.456296527445555,0.436575169634277,0.412831086212417,0.158686949797176,-0.421385571015975,-0.423711181429338
"OVOL2",0.395056168101374,0.253704688688461,0.239106543532805,-0.100690918879342,-0.243222386317597,-0.247446843969077
"ZEB",-0.466679883253684,-0.4460809722161,-0.421385571015975,-0.160703578136111,0.327942526531532,0.436575169634277
"GRHL2",-0.456296527445555,-0.436575169634277,-0.412831086212417,-0.158686949797176,0.421385571015975,0.423711181429338
"OCT4",-0.462798852348861,-0.546531042452902,-0.423711181429338,-0.271730860023529,0.436575169634277,0.528366606506439
