"","miR145","GRHL2","OCT4","OVOL2","miR200","ZEB"
"miR200",0.619618286184694,0.60321577334141,0.58213210852159,0.300879852695073,0.233145825130958,-0.628315847470395
"GRHL2",0.619618286184694,0.60321577334141,0.58213210852159,0.300879852695073,0.233145825130958,-0.628315847470395
"miR145",0.53230419595851,0.511275573598414,0.603101671575263,0.256939648758815,0.0904895284967998,-0.530977656689302
"OVOL2",0.176471018290872,0.169728296760087,0.164403598531144,0.00718642626755583,-0.0101064306725397,-0.172032312738402
"OCT4",0.141119465115981,0,0.141119465115981,0,-0.139395236600998,0
"ZEB",-0.646023293356424,-0.628315847470395,-0.619618286184694,-0.310588964619558,-0.239124951258678,0.552656294886183
