"","OVOL2","ZEB","miR145","GRHL2","miR200","OCT4"
"OVOL2",0.324824643959684,-0.165717046165764,0.181154398579427,0.165510184050064,-0.128858747683705,-0.180562682603096
"ZEB",-0.131957922480321,-0.0696697631577805,-0.0398623594883176,-0.030283952450345,-0.0188565684771205,0.0397710829203165
"miR145",0.125222915461133,-0.0230416977660909,0.0403196577595293,0.0230067856283044,0.023757873609121,-0.140032796026884
"OCT4",0,0,-0.141119465115981,0,-0.139395236600998,0.141119465115981
"miR200",-0.131803809592631,0.030283952450345,-0.0397710829203165,-0.0302394750596852,-0.0189096376439346,0.0394393468348023
"GRHL2",-0.131803809592631,0.030283952450345,-0.0397710829203165,-0.0302394750596852,-0.0189096376439346,0.0394393468348023
