"","ZEB","OVOL2","miR145","OCT4","GRHL2","miR200"
"ZEB",-0.0936012765664344,-0.0215549628068257,-0.00737971852761234,-0.00413288060871809,-0.00339023796172196,0.083873839654592
"OVOL2",-0.0324139337267054,-0.0530406775337449,-0.0310443974777112,-0.0253603379474978,0.0383701360235882,-0.0805035085967381
"OCT4",-0.00413288060871809,-0.0121007591505914,-0.119168160316401,-0.115917682304929,0.00874032624085963,-0.0258124260314177
"miR200",-0.00339023796172196,0.0270067062088677,0.00413288060871809,0.00874032624085963,0.00779349963703701,-0.0836969424318784
"GRHL2",-0.00339023796172196,0.0270067062088677,0.00413288060871809,0.00874032624085963,0.00779349963703701,-0.0836969424318784
"miR145",0.0135420421002203,0.0106213868459258,0.021173735143582,0.124214469509618,-0.0112029288685201,-0.0680569706263141
