"","OVOL2","ZEB","miR145","GRHL2","OCT4","miR200"
"ZEB",-0.105928730929126,-0.0992053824297205,-0.00777615446598403,0.000197925499918505,0.0097190414134348,0.0955799561618283
"miR145",0.131809529378848,-0.0125726129319319,0.0275504004545669,0.0148186271295346,-0.123247474464894,-0.00613816971803538
"miR200",0.106583710701809,0.000197925499918505,0.0097190414134348,0.00135878317317267,-0.00673341664380709,-0.0957922328290846
"GRHL2",0.106583710701809,0.000197925499918505,0.0097190414134348,0.00135878317317267,-0.00673341664380709,-0.0957922328290846
"OCT4",-0.119479644182453,0.0097190414134348,-0.117242028115713,-0.00673341664380709,0.123169370371928,-0.065318095562
"OVOL2",0.0612724172290616,0.140800716644937,-0.156677378986221,-0.141021845113444,0.156229109307182,-0.0735426532940907
