"","OVOL2","miR145","GRHL2","miR200","ZEB","OCT4"
"miR145",0.41252463266745,0.391234023002532,0.363140461623068,0.150216058711414,-0.362826252382989,-0.488308033329555
"miR200",0.366558223613656,0.34217318512263,0.315104061699788,0.119600266451524,-0.314466552433665,-0.341251695996202
"GRHL2",0.366558223613656,0.34217318512263,0.315104061699788,0.119600266451524,-0.314466552433665,-0.341251695996202
"ZEB",-0.36646190305885,-0.341716802282625,-0.314466552433665,-0.118998815894298,0.214193988792626,0.34217318512263
"OCT4",-0.390201358404969,-0.468007989603858,-0.341251695996202,-0.237107706694115,0.34217318512263,0.465904739125846
"OVOL2",-0.182045451479293,-0.416626365936919,-0.391599767771006,-0.314431658185836,0.391763830828285,0.414026401798493
