"","OVOL2","ZEB","miR145","GRHL2","OCT4","miR200"
"ZEB",-0.119796090590452,-0.0839075319225795,-0.0244952716503426,0.0157581919138824,0.0252385237040654,0.107460893932008
"OVOL2",0.241029786739057,-0.0764227300114967,0.0842605173244342,-0.0766866575384245,-0.0835970781994566,-0.233775220828799
"miR145",0.145385765069411,-0.0298039651432315,0.0440655827106499,-0.0307000433464201,-0.141713316502962,-0.0180734981165862
"miR200",0.119988731700065,-0.0157581919138824,0.0252385237040654,-0.0163067463986859,-0.0238747197969515,-0.107460893932008
"GRHL2",0.119988731700065,-0.0157581919138824,0.0252385237040654,-0.0163067463986859,-0.0238747197969515,-0.107460893932008
"OCT4",-0.133577262745366,0.0252385237040654,-0.135178111386542,0.0238747197969515,0.138046180220194,-0.0532180251629143
