"","OVOL2","ZEB","miR145","miR200","GRHL2","OCT4"
"ZEB",-0.105928730929126,-0.0992053824297205,-0.00777615446598403,-0.00670923667095362,-0.000197925499918505,0.0097190414134348
"miR145",0.131809529378848,-0.0125726129319319,0.0275504004545669,0.0183513304050193,-0.0148186271295346,-0.123247474464894
"miR200",0.106583710701809,0.000197925499918505,0.0097190414134348,0.00835438084219014,-0.00135878317317267,-0.00673341664380709
"GRHL2",0.106583710701809,0.000197925499918505,0.0097190414134348,0.00835438084219014,-0.00135878317317267,-0.00673341664380709
"OCT4",-0.119479644182453,0.0097190414134348,-0.117242028115713,-0.111397199687583,0.00673341664380709,0.123169370371928
"OVOL2",0.0612724172290616,0.140800716644937,-0.156677378986221,-0.222809803701026,0.141021845113444,0.156229109307182
