"","miR200","ZEB","OCT4","OVOL2","GRHL2","miR145"
"ZEB",-0.0877799140610616,-0.0796797826466993,-0.0304956000289813,-0.0287814364751901,-0.0186694073764429,0.028865661314677
"miR145",0.123341509220104,-0.0351426085757564,-0.174079718188994,0.0340639623404751,0.0362714343641888,0.0755713991987471
"miR200",0.0895488862881976,-0.0186694073764429,0.0301638639434671,0.0300721319095958,0.0209377543000901,-0.0304956000289813
"GRHL2",0.0895488862881976,-0.0186694073764429,0.0301638639434671,0.0300721319095958,0.0209377543000901,-0.0304956000289813
"OCT4",-0.206710930574142,0.0304956000289813,0.142392058709973,-0.034081539632153,-0.0301638639434671,-0.13837676234286
"OVOL2",0.0476774324501361,0.036425083779333,-0.0394329238446225,-0.072326198098972,-0.0372453990657301,0.0370122675778124
