"","miR145","OVOL2","ZEB","miR200","GRHL2","OCT4"
"miR145",0.297489169421711,0.134795881331547,-0.267246939216127,-0.123632039932328,-0.267235301836865,-0.395710626679313
"miR200",0.246153326842798,0.109727747588086,-0.218525619250156,-0.193850914809041,-0.218629399828363,-0.245231837716369
"GRHL2",0.246153326842798,0.109727747588086,-0.218525619250156,-0.193850914809041,-0.218629399828363,-0.245231837716369
"OVOL2",0.0793613861591012,-0.0415490535737737,-0.0715174925083958,-0.103764500182828,-0.0718670181521649,-0.0784827775881849
"ZEB",-0.246114208313654,-0.109458050034628,0.11869532868703,0.193939363420398,0.218525619250156,0.246153326842798
"OCT4",-0.37422976544168,-0.122922544013556,0.246153326842798,0.0439418771045138,0.245231837716369,0.37365615167495
