"","CDH1","FOXC2","GSC","KLF8","SNAI1","SNAI2","TCF3","TGFbeta","TWIST1","TWIST2","VIM","ZEB1","ZEB2","miR101","miR141","miR200a","miR200b","miR200c","miR205","miR30c","miR34a","miR9"
"CDH1",1,-1,-0.862077854646196,-1,-1,-1,-1,-0.862077854646196,-1,-1,-1,-0.862077854646196,-0.862077854646196,1,0.862077854646196,0.862077854646196,0.862077854646196,0.862077854646196,0.0905839423045654,0.290361495947215,1,0.0203210237580617
"FOXC2",-1,1,0.862077854646196,1,1,1,1,0.862077854646196,1,1,1,0.862077854646196,0.862077854646196,-1,-0.862077854646196,-0.862077854646196,-0.862077854646196,-0.862077854646196,-0.0905839423045654,-0.290361495947215,-1,-0.0203210237580617
"GSC",-0.862077854646196,0.862077854646196,1,0.862077854646196,0.862077854646196,0.862077854646196,0.862077854646196,1,0.862077854646196,0.862077854646196,0.862077854646196,1,1,-0.862077854646196,-1,-1,-1,-1,-0.157255520876277,-0.152431886625389,-0.862077854646196,-0.061775705311104
"KLF8",-1,1,0.862077854646196,1,1,1,1,0.862077854646196,1,1,1,0.862077854646196,0.862077854646196,-1,-0.862077854646196,-0.862077854646196,-0.862077854646196,-0.862077854646196,-0.0905839423045654,-0.290361495947215,-1,-0.0203210237580617
"SNAI1",-1,1,0.862077854646196,1,1,1,1,0.862077854646196,1,1,1,0.862077854646196,0.862077854646196,-1,-0.862077854646196,-0.862077854646196,-0.862077854646196,-0.862077854646196,-0.0905839423045654,-0.290361495947215,-1,-0.0203210237580617
"SNAI2",-1,1,0.862077854646196,1,1,1,1,0.862077854646196,1,1,1,0.862077854646196,0.862077854646196,-1,-0.862077854646196,-0.862077854646196,-0.862077854646196,-0.862077854646196,-0.0905839423045654,-0.290361495947215,-1,-0.0203210237580617
"TCF3",-1,1,0.862077854646196,1,1,1,1,0.862077854646196,1,1,1,0.862077854646196,0.862077854646196,-1,-0.862077854646196,-0.862077854646196,-0.862077854646196,-0.862077854646196,-0.0905839423045654,-0.290361495947215,-1,-0.0203210237580617
"TGFbeta",-0.862077854646196,0.862077854646196,1,0.862077854646196,0.862077854646196,0.862077854646196,0.862077854646196,1,0.862077854646196,0.862077854646196,0.862077854646196,1,1,-0.862077854646196,-1,-1,-1,-1,-0.157255520876277,-0.152431886625389,-0.862077854646196,-0.061775705311104
"TWIST1",-1,1,0.862077854646196,1,1,1,1,0.862077854646196,1,1,1,0.862077854646196,0.862077854646196,-1,-0.862077854646196,-0.862077854646196,-0.862077854646196,-0.862077854646196,-0.0905839423045654,-0.290361495947215,-1,-0.0203210237580617
"TWIST2",-1,1,0.862077854646196,1,1,1,1,0.862077854646196,1,1,1,0.862077854646196,0.862077854646196,-1,-0.862077854646196,-0.862077854646196,-0.862077854646196,-0.862077854646196,-0.0905839423045654,-0.290361495947215,-1,-0.0203210237580617
"VIM",-1,1,0.862077854646196,1,1,1,1,0.862077854646196,1,1,1,0.862077854646196,0.862077854646196,-1,-0.862077854646196,-0.862077854646196,-0.862077854646196,-0.862077854646196,-0.0905839423045654,-0.290361495947215,-1,-0.0203210237580617
"ZEB1",-0.862077854646196,0.862077854646196,1,0.862077854646196,0.862077854646196,0.862077854646196,0.862077854646196,1,0.862077854646196,0.862077854646196,0.862077854646196,1,1,-0.862077854646196,-1,-1,-1,-1,-0.157255520876277,-0.152431886625389,-0.862077854646196,-0.061775705311104
"ZEB2",-0.862077854646196,0.862077854646196,1,0.862077854646196,0.862077854646196,0.862077854646196,0.862077854646196,1,0.862077854646196,0.862077854646196,0.862077854646196,1,1,-0.862077854646196,-1,-1,-1,-1,-0.157255520876277,-0.152431886625389,-0.862077854646196,-0.061775705311104
