"","CDH1","FOXC2","GSC","KLF8","SNAI1","SNAI2","TCF3","TGFbeta","TWIST1","TWIST2","VIM","ZEB1","ZEB2","miR101","miR141","miR200a","miR200b","miR200c","miR205","miR30c","miR34a","miR9"
"CDH1",1,-0.987179317918587,-0.69630827230376,-0.987179317918587,-0.987179317918587,-0.951922221480426,-0.987179317918587,-0.69630827230376,-0.987179317918587,-0.951922221480426,-0.951922221480426,-0.69630827230376,-0.873995623871266,0.987179317918587,0.69630827230376,0.873995623871266,0.69630827230376,0.69630827230376,0.0392734851690378,0.224531968119022,0.987179317918587,0.017974078872201
"FOXC2",-0.987179317918587,1,0.683487988562267,1,1,0.939101486406917,1,0.683487988562267,1,0.939101486406917,0.939101486406917,0.683487988562267,0.861175232442598,-1,-0.683487988562267,-0.861175232442598,-0.683487988562267,-0.683487988562267,-0.026451875604759,-0.237355819921393,-1,-0.00515735965781571
"GSC",-0.69630827230376,0.683487988562267,1,0.683487988562267,0.683487988562267,0.74438650215535,0.683487988562267,1,0.683487988562267,0.74438650215535,0.74438650215535,1,0.822312259946819,-0.683487988562267,-1,-0.822312259946819,-1,-1,-0.302096009429744,-0.152015786682355,-0.683487988562267,-0.0420194123363736
"KLF8",-0.987179317918587,1,0.683487988562267,1,1,0.939101486406917,1,0.683487988562267,1,0.939101486406917,0.939101486406917,0.683487988562267,0.861175232442598,-1,-0.683487988562267,-0.861175232442598,-0.683487988562267,-0.683487988562267,-0.026451875604759,-0.237355819921393,-1,-0.00515735965781571
"SNAI1",-0.987179317918587,1,0.683487988562267,1,1,0.939101486406917,1,0.683487988562267,1,0.939101486406917,0.939101486406917,0.683487988562267,0.861175232442598,-1,-0.683487988562267,-0.861175232442598,-0.683487988562267,-0.683487988562267,-0.026451875604759,-0.237355819921393,-1,-0.00515735965781571
"SNAI2",-0.951922221480426,0.939101486406917,0.74438650215535,0.939101486406917,0.939101486406917,1,0.939101486406917,0.74438650215535,0.939101486406917,1,1,0.74438650215535,0.825918102755706,-0.939101486406917,-0.74438650215535,-0.825918102755706,-0.74438650215535,-0.74438650215535,-0.0873499981939998,-0.176455890098229,-0.939101486406917,-0.00475668517217921
"TCF3",-0.987179317918587,1,0.683487988562267,1,1,0.939101486406917,1,0.683487988562267,1,0.939101486406917,0.939101486406917,0.683487988562267,0.861175232442598,-1,-0.683487988562267,-0.861175232442598,-0.683487988562267,-0.683487988562267,-0.026451875604759,-0.237355819921393,-1,-0.00515735965781571
"TGFbeta",-0.69630827230376,0.683487988562267,1,0.683487988562267,0.683487988562267,0.74438650215535,0.683487988562267,1,0.683487988562267,0.74438650215535,0.74438650215535,1,0.822312259946819,-0.683487988562267,-1,-0.822312259946819,-1,-1,-0.302096009429744,-0.152015786682355,-0.683487988562267,-0.0420194123363736
"TWIST1",-0.987179317918587,1,0.683487988562267,1,1,0.939101486406917,1,0.683487988562267,1,0.939101486406917,0.939101486406917,0.683487988562267,0.861175232442598,-1,-0.683487988562267,-0.861175232442598,-0.683487988562267,-0.683487988562267,-0.026451875604759,-0.237355819921393,-1,-0.00515735965781571
"TWIST2",-0.951922221480426,0.939101486406917,0.74438650215535,0.939101486406917,0.939101486406917,1,0.939101486406917,0.74438650215535,0.939101486406917,1,1,0.74438650215535,0.825918102755706,-0.939101486406917,-0.74438650215535,-0.825918102755706,-0.74438650215535,-0.74438650215535,-0.0873499981939998,-0.176455890098229,-0.939101486406917,-0.00475668517217921
