"","CDH1","FOXC2","GSC","KLF8","SNAI1","SNAI2","TCF3","TGFbeta","TWIST1","TWIST2","VIM","ZEB1","ZEB2","miR101","miR141","miR200a","miR200b","miR200c","miR205","miR30c","miR34a","miR9"
"CDH1",1,-0.611826941024553,-0.611826941024553,-1,-1,-1,-1,-0.611826941024553,-1,-1,-1,-0.804996275480355,-0.611826941024553,1,0.804996275480355,0.611826941024553,1,0.611826941024553,0.00571396293949803,0.435128954181369,0.804996275480355,0.0239936120950988
"FOXC2",-0.611826941024553,1,1,0.611826941024553,0.611826941024553,0.611826941024553,0.611826941024553,1,0.611826941024553,0.611826941024553,0.611826941024553,0.806802625208201,1,-0.611826941024553,-0.806802625208201,-1,-0.611826941024553,-1,-0.142854920816317,-0.208381081747465,-0.806802625208201,-0.268778019990783
"GSC",-0.611826941024553,1,1,0.611826941024553,0.611826941024553,0.611826941024553,0.611826941024553,1,0.611826941024553,0.611826941024553,0.611826941024553,0.806802625208201,1,-0.611826941024553,-0.806802625208201,-1,-0.611826941024553,-1,-0.142854920816317,-0.208381081747465,-0.806802625208201,-0.268778019990783
"KLF8",-1,0.611826941024553,0.611826941024553,1,1,1,1,0.611826941024553,1,1,1,0.804996275480355,0.611826941024553,-1,-0.804996275480355,-0.611826941024553,-1,-0.611826941024553,-0.00571396293949803,-0.435128954181369,-0.804996275480355,-0.0239936120950989
"SNAI1",-1,0.611826941024553,0.611826941024553,1,1,1,1,0.611826941024553,1,1,1,0.804996275480355,0.611826941024553,-1,-0.804996275480355,-0.611826941024553,-1,-0.611826941024553,-0.00571396293949803,-0.435128954181369,-0.804996275480355,-0.0239936120950989
"SNAI2",-1,0.611826941024553,0.611826941024553,1,1,1,1,0.611826941024553,1,1,1,0.804996275480355,0.611826941024553,-1,-0.804996275480355,-0.611826941024553,-1,-0.611826941024553,-0.00571396293949803,-0.435128954181369,-0.804996275480355,-0.0239936120950989
"TCF3",-1,0.611826941024553,0.611826941024553,1,1,1,1,0.611826941024553,1,1,1,0.804996275480355,0.611826941024553,-1,-0.804996275480355,-0.611826941024553,-1,-0.611826941024553,-0.00571396293949803,-0.435128954181369,-0.804996275480355,-0.0239936120950989
"TGFbeta",-0.611826941024553,1,1,0.611826941024553,0.611826941024553,0.611826941024553,0.611826941024553,1,0.611826941024553,0.611826941024553,0.611826941024553,0.806802625208201,1,-0.611826941024553,-0.806802625208201,-1,-0.611826941024553,-1,-0.142854920816317,-0.208381081747465,-0.806802625208201,-0.268778019990783
"TWIST1",-1,0.611826941024553,0.611826941024553,1,1,1,1,0.611826941024553,1,1,1,0.804996275480355,0.611826941024553,-1,-0.804996275480355,-0.611826941024553,-1,-0.611826941024553,-0.00571396293949803,-0.435128954181369,-0.804996275480355,-0.0239936120950989
"TWIST2",-1,0.611826941024553,0.611826941024553,1,1,1,1,0.611826941024553,1,1,1,0.804996275480355,0.611826941024553,-1,-0.804996275480355,-0.611826941024553,-1,-0.611826941024553,-0.00571396293949803,-0.435128954181369,-0.804996275480355,-0.0239936120950989
