"","CDH1","FOXC2","GSC","KLF8","SNAI1","SNAI2","TCF3","TGFbeta","TWIST1","TWIST2","VIM","ZEB1","ZEB2","miR101","miR141","miR200a","miR200b","miR200c","miR205","miR30c","miR34a","miR9"
"CDH1",1,-1,-0.816838161571144,-1,-1,-1,-1,-0.816838161571144,-1,-1,-1,-0.816838161571144,-0.816838161571144,1,0.816838161571144,0.816838161571144,0.816838161571144,0.816838161571144,0.0203256937682186,0.281976035359765,1,0.00270054930645912
"FOXC2",-1,1,0.816838161571144,1,1,1,1,0.816838161571144,1,1,1,0.816838161571144,0.816838161571144,-1,-0.816838161571144,-0.816838161571144,-0.816838161571144,-0.816838161571144,-0.0203256937682186,-0.281976035359765,-1,-0.00270054930645912
"GSC",-0.816838161571144,0.816838161571144,1,0.816838161571144,0.816838161571144,0.816838161571144,0.816838161571144,1,0.816838161571144,0.816838161571144,0.816838161571144,1,1,-0.816838161571144,-1,-1,-1,-1,-0.127402721304333,-0.191263049596024,-0.816838161571144,-0.0661650440852703
"KLF8",-1,1,0.816838161571144,1,1,1,1,0.816838161571144,1,1,1,0.816838161571144,0.816838161571144,-1,-0.816838161571144,-0.816838161571144,-0.816838161571144,-0.816838161571144,-0.0203256937682186,-0.281976035359765,-1,-0.00270054930645912
"SNAI1",-1,1,0.816838161571144,1,1,1,1,0.816838161571144,1,1,1,0.816838161571144,0.816838161571144,-1,-0.816838161571144,-0.816838161571144,-0.816838161571144,-0.816838161571144,-0.0203256937682186,-0.281976035359765,-1,-0.00270054930645912
"SNAI2",-1,1,0.816838161571144,1,1,1,1,0.816838161571144,1,1,1,0.816838161571144,0.816838161571144,-1,-0.816838161571144,-0.816838161571144,-0.816838161571144,-0.816838161571144,-0.0203256937682186,-0.281976035359765,-1,-0.00270054930645912
"TCF3",-1,1,0.816838161571144,1,1,1,1,0.816838161571144,1,1,1,0.816838161571144,0.816838161571144,-1,-0.816838161571144,-0.816838161571144,-0.816838161571144,-0.816838161571144,-0.0203256937682186,-0.281976035359765,-1,-0.00270054930645912
"TGFbeta",-0.816838161571144,0.816838161571144,1,0.816838161571144,0.816838161571144,0.816838161571144,0.816838161571144,1,0.816838161571144,0.816838161571144,0.816838161571144,1,1,-0.816838161571144,-1,-1,-1,-1,-0.127402721304333,-0.191263049596024,-0.816838161571144,-0.0661650440852703
"TWIST1",-1,1,0.816838161571144,1,1,1,1,0.816838161571144,1,1,1,0.816838161571144,0.816838161571144,-1,-0.816838161571144,-0.816838161571144,-0.816838161571144,-0.816838161571144,-0.0203256937682186,-0.281976035359765,-1,-0.00270054930645912
"TWIST2",-1,1,0.816838161571144,1,1,1,1,0.816838161571144,1,1,1,0.816838161571144,0.816838161571144,-1,-0.816838161571144,-0.816838161571144,-0.816838161571144,-0.816838161571144,-0.0203256937682186,-0.281976035359765,-1,-0.00270054930645912
"VIM",-1,1,0.816838161571144,1,1,1,1,0.816838161571144,1,1,1,0.816838161571144,0.816838161571144,-1,-0.816838161571144,-0.816838161571144,-0.816838161571144,-0.816838161571144,-0.0203256937682186,-0.281976035359765,-1,-0.00270054930645912
"ZEB1",-0.816838161571144,0.816838161571144,1,0.816838161571144,0.816838161571144,0.816838161571144,0.816838161571144,1,0.816838161571144,0.816838161571144,0.816838161571144,1,1,-0.816838161571144,-1,-1,-1,-1,-0.127402721304333,-0.191263049596024,-0.816838161571144,-0.0661650440852703
"ZEB2",-0.816838161571144,0.816838161571144,1,0.816838161571144,0.816838161571144,0.816838161571144,0.816838161571144,1,0.816838161571144,0.816838161571144,0.816838161571144,1,1,-0.816838161571144,-1,-1,-1,-1,-0.127402721304333,-0.191263049596024,-0.816838161571144,-0.0661650440852703
"miR101",1,-1,-0.816838161571144,-1,-1,-1,-1,-0.816838161571144,-1,-1,-1,-0.816838161571144,-0.816838161571144,1,0.816838161571144,0.816838161571144,0.816838161571144,0.816838161571144,0.0203256937682186,0.281976035359765,1,0.00270054930645912
"miR141",0.816838161571144,-0.816838161571144,-1,-0.816838161571144,-0.816838161571144,-0.816838161571144,-0.816838161571144,-1,-0.816838161571144,-0.816838161571144,-0.816838161571144,-1,-1,0.816838161571144,1,1,1,1,0.127402721304333,0.191263049596024,0.816838161571144,0.0661650440852703
"miR200a",0.816838161571144,-0.816838161571144,-1,-0.816838161571144,-0.816838161571144,-0.816838161571144,-0.816838161571144,-1,-0.816838161571144,-0.816838161571144,-0.816838161571144,-1,-1,0.816838161571144,1,1,1,1,0.127402721304333,0.191263049596024,0.816838161571144,0.0661650440852703
"miR200b",0.816838161571144,-0.816838161571144,-1,-0.816838161571144,-0.816838161571144,-0.816838161571144,-0.816838161571144,-1,-0.816838161571144,-0.816838161571144,-0.816838161571144,-1,-1,0.816838161571144,1,1,1,1,0.127402721304333,0.191263049596024,0.816838161571144,0.0661650440852703
"miR200c",0.816838161571144,-0.816838161571144,-1,-0.816838161571144,-0.816838161571144,-0.816838161571144,-0.816838161571144,-1,-0.816838161571144,-0.816838161571144,-0.816838161571144,-1,-1,0.816838161571144,1,1,1,1,0.127402721304333,0.191263049596024,0.816838161571144,0.0661650440852703
"miR205",0.0203256937682186,-0.0203256937682186,-0.127402721304333,-0.0203256937682186,-0.0203256937682186,-0.0203256937682186,-0.0203256937682186,-0.127402721304333,-0.0203256937682186,-0.0203256937682186,-0.0203256937682186,-0.127402721304333,-0.127402721304333,0.0203256937682186,0.127402721304333,0.127402721304333,0.127402721304333,0.127402721304333,1,-0.00480065955440315,0.0203256937682186,-0.000475317474456622
"miR30c",0.281976035359765,-0.281976035359765,-0.191263049596024,-0.281976035359765,-0.281976035359765,-0.281976035359765,-0.281976035359765,-0.191263049596024,-0.281976035359765,-0.281976035359765,-0.281976035359765,-0.191263049596024,-0.191263049596024,0.281976035359765,0.191263049596024,0.191263049596024,0.191263049596024,0.191263049596024,-0.00480065955440315,1,0.281976035359765,0.00333102198114638
