"","CDH1","FOXC2","GSC","KLF8","SNAI1","SNAI2","TCF3","TGFbeta","TWIST1","TWIST2","VIM","ZEB1","ZEB2","miR101","miR141","miR200a","miR200b","miR200c","miR205","miR30c","miR34a","miR9"
"CDH1",1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,1,0.0153319940210945,0.322798137994503,1,-0.00039136048906609
"FOXC2",-1,1,1,1,1,1,1,1,1,1,1,1,1,-1,-1,-1,-1,-1,-0.0153319940210945,-0.322798137994503,-1,0.00039136048906609
"GSC",-1,1,1,1,1,1,1,1,1,1,1,1,1,-1,-1,-1,-1,-1,-0.0153319940210945,-0.322798137994503,-1,0.00039136048906609
"KLF8",-1,1,1,1,1,1,1,1,1,1,1,1,1,-1,-1,-1,-1,-1,-0.0153319940210945,-0.322798137994503,-1,0.00039136048906609
"SNAI1",-1,1,1,1,1,1,1,1,1,1,1,1,1,-1,-1,-1,-1,-1,-0.0153319940210945,-0.322798137994503,-1,0.00039136048906609
"SNAI2",-1,1,1,1,1,1,1,1,1,1,1,1,1,-1,-1,-1,-1,-1,-0.0153319940210945,-0.322798137994503,-1,0.00039136048906609
"TCF3",-1,1,1,1,1,1,1,1,1,1,1,1,1,-1,-1,-1,-1,-1,-0.0153319940210945,-0.322798137994503,-1,0.00039136048906609
"TGFbeta",-1,1,1,1,1,1,1,1,1,1,1,1,1,-1,-1,-1,-1,-1,-0.0153319940210945,-0.322798137994503,-1,0.00039136048906609
"TWIST1",-1,1,1,1,1,1,1,1,1,1,1,1,1,-1,-1,-1,-1,-1,-0.0153319940210945,-0.322798137994503,-1,0.00039136048906609
"TWIST2",-1,1,1,1,1,1,1,1,1,1,1,1,1,-1,-1,-1,-1,-1,-0.0153319940210945,-0.322798137994503,-1,0.00039136048906609
"VIM",-1,1,1,1,1,1,1,1,1,1,1,1,1,-1,-1,-1,-1,-1,-0.0153319940210945,-0.322798137994503,-1,0.00039136048906609
"ZEB1",-1,1,1,1,1,1,1,1,1,1,1,1,1,-1,-1,-1,-1,-1,-0.0153319940210945,-0.322798137994503,-1,0.00039136048906609
"ZEB2",-1,1,1,1,1,1,1,1,1,1,1,1,1,-1,-1,-1,-1,-1,-0.0153319940210945,-0.322798137994503,-1,0.00039136048906609
"miR101",1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,1,0.0153319940210945,0.322798137994503,1,-0.00039136048906609
"miR141",1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,1,0.0153319940210945,0.322798137994503,1,-0.00039136048906609
"miR200a",1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,1,0.0153319940210945,0.322798137994503,1,-0.00039136048906609
"miR200b",1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,1,0.0153319940210945,0.322798137994503,1,-0.00039136048906609
"miR200c",1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,1,0.0153319940210945,0.322798137994503,1,-0.00039136048906609
"miR205",0.0153319940210945,-0.0153319940210945,-0.0153319940210945,-0.0153319940210945,-0.0153319940210945,-0.0153319940210945,-0.0153319940210945,-0.0153319940210945,-0.0153319940210945,-0.0153319940210945,-0.0153319940210945,-0.0153319940210945,-0.0153319940210945,0.0153319940210945,0.0153319940210945,0.0153319940210945,0.0153319940210945,0.0153319940210945,1,-0.0058101775921776,0.0153319940210945,-0.0063914711489994
"miR30c",0.322798137994503,-0.322798137994503,-0.322798137994503,-0.322798137994503,-0.322798137994503,-0.322798137994503,-0.322798137994503,-0.322798137994503,-0.322798137994503,-0.322798137994503,-0.322798137994503,-0.322798137994503,-0.322798137994503,0.322798137994503,0.322798137994503,0.322798137994503,0.322798137994503,0.322798137994503,-0.0058101775921776,1,0.322798137994503,0.00600432843646199
"miR34a",1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,1,0.0153319940210945,0.322798137994503,1,-0.00039136048906609
"miR9",-0.00039136048906609,0.00039136048906609,0.00039136048906609,0.00039136048906609,0.00039136048906609,0.00039136048906609,0.00039136048906609,0.00039136048906609,0.00039136048906609,0.00039136048906609,0.00039136048906609,0.00039136048906609,0.00039136048906609,-0.00039136048906609,-0.00039136048906609,-0.00039136048906609,-0.00039136048906609,-0.00039136048906609,-0.0063914711489994,0.00600432843646199,-0.00039136048906609,1
