"","CDH1","FOXC2","GSC","KLF8","SNAI1","SNAI2","TCF3","TGFbeta","TWIST1","TWIST2","VIM","ZEB1","ZEB2","miR101","miR141","miR200a","miR200b","miR200c","miR205","miR30c","miR34a","miR9"
"CDH1",1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,1,-0.00570354229981628,0.445212645384953,1,0.00590395332788701
"FOXC2",-1,1,1,1,1,1,1,1,1,1,1,1,1,-1,-1,-1,-1,-1,0.00570354229981628,-0.445212645384953,-1,-0.00590395332788701
"GSC",-1,1,1,1,1,1,1,1,1,1,1,1,1,-1,-1,-1,-1,-1,0.00570354229981628,-0.445212645384953,-1,-0.00590395332788701
"KLF8",-1,1,1,1,1,1,1,1,1,1,1,1,1,-1,-1,-1,-1,-1,0.00570354229981628,-0.445212645384953,-1,-0.00590395332788701
"SNAI1",-1,1,1,1,1,1,1,1,1,1,1,1,1,-1,-1,-1,-1,-1,0.00570354229981628,-0.445212645384953,-1,-0.00590395332788701
"SNAI2",-1,1,1,1,1,1,1,1,1,1,1,1,1,-1,-1,-1,-1,-1,0.00570354229981628,-0.445212645384953,-1,-0.00590395332788701
"TCF3",-1,1,1,1,1,1,1,1,1,1,1,1,1,-1,-1,-1,-1,-1,0.00570354229981628,-0.445212645384953,-1,-0.00590395332788701
"TGFbeta",-1,1,1,1,1,1,1,1,1,1,1,1,1,-1,-1,-1,-1,-1,0.00570354229981628,-0.445212645384953,-1,-0.00590395332788701
"TWIST1",-1,1,1,1,1,1,1,1,1,1,1,1,1,-1,-1,-1,-1,-1,0.00570354229981628,-0.445212645384953,-1,-0.00590395332788701
"TWIST2",-1,1,1,1,1,1,1,1,1,1,1,1,1,-1,-1,-1,-1,-1,0.00570354229981628,-0.445212645384953,-1,-0.00590395332788701
"VIM",-1,1,1,1,1,1,1,1,1,1,1,1,1,-1,-1,-1,-1,-1,0.00570354229981628,-0.445212645384953,-1,-0.00590395332788701
"ZEB1",-1,1,1,1,1,1,1,1,1,1,1,1,1,-1,-1,-1,-1,-1,0.00570354229981628,-0.445212645384953,-1,-0.00590395332788701
"ZEB2",-1,1,1,1,1,1,1,1,1,1,1,1,1,-1,-1,-1,-1,-1,0.00570354229981628,-0.445212645384953,-1,-0.00590395332788701
"miR101",1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,1,-0.00570354229981628,0.445212645384953,1,0.00590395332788701
"miR141",1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,1,-0.00570354229981628,0.445212645384953,1,0.00590395332788701
"miR200a",1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,1,-0.00570354229981628,0.445212645384953,1,0.00590395332788701
"miR200b",1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,1,-0.00570354229981628,0.445212645384953,1,0.00590395332788701
"miR200c",1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,1,-0.00570354229981628,0.445212645384953,1,0.00590395332788701
"miR205",-0.00570354229981628,0.00570354229981628,0.00570354229981628,0.00570354229981628,0.00570354229981628,0.00570354229981628,0.00570354229981628,0.00570354229981628,0.00570354229981628,0.00570354229981628,0.00570354229981628,0.00570354229981628,0.00570354229981628,-0.00570354229981628,-0.00570354229981628,-0.00570354229981628,-0.00570354229981628,-0.00570354229981628,1,-0.0117184658487027,-0.00570354229981628,0.000910729009479167
"miR30c",0.445212645384953,-0.445212645384953,-0.445212645384953,-0.445212645384953,-0.445212645384953,-0.445212645384953,-0.445212645384953,-0.445212645384953,-0.445212645384953,-0.445212645384953,-0.445212645384953,-0.445212645384953,-0.445212645384953,0.445212645384953,0.445212645384953,0.445212645384953,0.445212645384953,0.445212645384953,-0.0117184658487027,1,0.445212645384953,0.00550748766609404
"miR34a",1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,1,-0.00570354229981628,0.445212645384953,1,0.00590395332788701
"miR9",0.00590395332788701,-0.00590395332788701,-0.00590395332788701,-0.00590395332788701,-0.00590395332788701,-0.00590395332788701,-0.00590395332788701,-0.00590395332788701,-0.00590395332788701,-0.00590395332788701,-0.00590395332788701,-0.00590395332788701,-0.00590395332788701,0.00590395332788701,0.00590395332788701,0.00590395332788701,0.00590395332788701,0.00590395332788701,0.000910729009479167,0.00550748766609404,0.00590395332788701,1
