"","CDH1","FOXC2","GSC","KLF8","SNAI1","SNAI2","TCF3","TGFbeta","TWIST1","TWIST2","VIM","ZEB1","ZEB2","miR101","miR141","miR200a","miR200b","miR200c","miR205","miR30c","miR34a","miR9"
"CDH1",1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,1,0.0795357598378677,0.0671766856213604,1,0.0264528306373898
"FOXC2",-1,1,1,1,1,1,1,1,1,1,1,1,1,-1,-1,-1,-1,-1,-0.0795357598378677,-0.0671766856213604,-1,-0.0264528306373898
"GSC",-1,1,1,1,1,1,1,1,1,1,1,1,1,-1,-1,-1,-1,-1,-0.0795357598378677,-0.0671766856213604,-1,-0.0264528306373898
"KLF8",-1,1,1,1,1,1,1,1,1,1,1,1,1,-1,-1,-1,-1,-1,-0.0795357598378677,-0.0671766856213604,-1,-0.0264528306373898
"SNAI1",-1,1,1,1,1,1,1,1,1,1,1,1,1,-1,-1,-1,-1,-1,-0.0795357598378677,-0.0671766856213604,-1,-0.0264528306373898
"SNAI2",-1,1,1,1,1,1,1,1,1,1,1,1,1,-1,-1,-1,-1,-1,-0.0795357598378677,-0.0671766856213604,-1,-0.0264528306373898
"TCF3",-1,1,1,1,1,1,1,1,1,1,1,1,1,-1,-1,-1,-1,-1,-0.0795357598378677,-0.0671766856213604,-1,-0.0264528306373898
"TGFbeta",-1,1,1,1,1,1,1,1,1,1,1,1,1,-1,-1,-1,-1,-1,-0.0795357598378677,-0.0671766856213604,-1,-0.0264528306373898
"TWIST1",-1,1,1,1,1,1,1,1,1,1,1,1,1,-1,-1,-1,-1,-1,-0.0795357598378677,-0.0671766856213604,-1,-0.0264528306373898
"TWIST2",-1,1,1,1,1,1,1,1,1,1,1,1,1,-1,-1,-1,-1,-1,-0.0795357598378677,-0.0671766856213604,-1,-0.0264528306373898
"VIM",-1,1,1,1,1,1,1,1,1,1,1,1,1,-1,-1,-1,-1,-1,-0.0795357598378677,-0.0671766856213604,-1,-0.0264528306373898
"ZEB1",-1,1,1,1,1,1,1,1,1,1,1,1,1,-1,-1,-1,-1,-1,-0.0795357598378677,-0.0671766856213604,-1,-0.0264528306373898
"ZEB2",-1,1,1,1,1,1,1,1,1,1,1,1,1,-1,-1,-1,-1,-1,-0.0795357598378677,-0.0671766856213604,-1,-0.0264528306373898
"miR101",1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,1,0.0795357598378677,0.0671766856213604,1,0.0264528306373898
"miR141",1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,1,0.0795357598378677,0.0671766856213604,1,0.0264528306373898
"miR200a",1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,1,0.0795357598378677,0.0671766856213604,1,0.0264528306373898
"miR200b",1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,1,0.0795357598378677,0.0671766856213604,1,0.0264528306373898
"miR200c",1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,1,0.0795357598378677,0.0671766856213604,1,0.0264528306373898
"miR205",0.0795357598378677,-0.0795357598378677,-0.0795357598378677,-0.0795357598378677,-0.0795357598378677,-0.0795357598378677,-0.0795357598378677,-0.0795357598378677,-0.0795357598378677,-0.0795357598378677,-0.0795357598378677,-0.0795357598378677,-0.0795357598378677,0.0795357598378677,0.0795357598378677,0.0795357598378677,0.0795357598378677,0.0795357598378677,1,0.00812323387176158,0.0795357598378677,-0.00414578459219143
"miR30c",0.0671766856213604,-0.0671766856213604,-0.0671766856213604,-0.0671766856213604,-0.0671766856213604,-0.0671766856213604,-0.0671766856213604,-0.0671766856213604,-0.0671766856213604,-0.0671766856213604,-0.0671766856213604,-0.0671766856213604,-0.0671766856213604,0.0671766856213604,0.0671766856213604,0.0671766856213604,0.0671766856213604,0.0671766856213604,0.00812323387176158,1,0.0671766856213604,0.00355685233811404
"miR34a",1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,1,0.0795357598378677,0.0671766856213604,1,0.0264528306373898
"miR9",0.0264528306373898,-0.0264528306373898,-0.0264528306373898,-0.0264528306373898,-0.0264528306373898,-0.0264528306373898,-0.0264528306373898,-0.0264528306373898,-0.0264528306373898,-0.0264528306373898,-0.0264528306373898,-0.0264528306373898,-0.0264528306373898,0.0264528306373898,0.0264528306373898,0.0264528306373898,0.0264528306373898,0.0264528306373898,-0.00414578459219143,0.00355685233811404,0.0264528306373898,1
