"","CDH1","FOXC2","GSC","KLF8","SNAI1","SNAI2","TCF3","TGFbeta","TWIST1","TWIST2","VIM","ZEB1","ZEB2","miR101","miR141","miR200a","miR200b","miR200c","miR205","miR30c","miR34a","miR9"
"CDH1",1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,1,0.0391184111008555,0.196408312778099,1,0.0133892339327798
"FOXC2",-1,1,1,1,1,1,1,1,1,1,1,1,1,-1,-1,-1,-1,-1,-0.0391184111008555,-0.196408312778099,-1,-0.0133892339327798
"GSC",-1,1,1,1,1,1,1,1,1,1,1,1,1,-1,-1,-1,-1,-1,-0.0391184111008555,-0.196408312778099,-1,-0.0133892339327798
"KLF8",-1,1,1,1,1,1,1,1,1,1,1,1,1,-1,-1,-1,-1,-1,-0.0391184111008555,-0.196408312778099,-1,-0.0133892339327798
"SNAI1",-1,1,1,1,1,1,1,1,1,1,1,1,1,-1,-1,-1,-1,-1,-0.0391184111008555,-0.196408312778099,-1,-0.0133892339327798
"SNAI2",-1,1,1,1,1,1,1,1,1,1,1,1,1,-1,-1,-1,-1,-1,-0.0391184111008555,-0.196408312778099,-1,-0.0133892339327798
"TCF3",-1,1,1,1,1,1,1,1,1,1,1,1,1,-1,-1,-1,-1,-1,-0.0391184111008555,-0.196408312778099,-1,-0.0133892339327798
"TGFbeta",-1,1,1,1,1,1,1,1,1,1,1,1,1,-1,-1,-1,-1,-1,-0.0391184111008555,-0.196408312778099,-1,-0.0133892339327798
"TWIST1",-1,1,1,1,1,1,1,1,1,1,1,1,1,-1,-1,-1,-1,-1,-0.0391184111008555,-0.196408312778099,-1,-0.0133892339327798
"TWIST2",-1,1,1,1,1,1,1,1,1,1,1,1,1,-1,-1,-1,-1,-1,-0.0391184111008555,-0.196408312778099,-1,-0.0133892339327798
"VIM",-1,1,1,1,1,1,1,1,1,1,1,1,1,-1,-1,-1,-1,-1,-0.0391184111008555,-0.196408312778099,-1,-0.0133892339327798
"ZEB1",-1,1,1,1,1,1,1,1,1,1,1,1,1,-1,-1,-1,-1,-1,-0.0391184111008555,-0.196408312778099,-1,-0.0133892339327798
"ZEB2",-1,1,1,1,1,1,1,1,1,1,1,1,1,-1,-1,-1,-1,-1,-0.0391184111008555,-0.196408312778099,-1,-0.0133892339327798
"miR101",1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,1,0.0391184111008555,0.196408312778099,1,0.0133892339327798
"miR141",1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,1,0.0391184111008555,0.196408312778099,1,0.0133892339327798
"miR200a",1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,1,0.0391184111008555,0.196408312778099,1,0.0133892339327798
"miR200b",1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,1,0.0391184111008555,0.196408312778099,1,0.0133892339327798
"miR200c",1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,1,0.0391184111008555,0.196408312778099,1,0.0133892339327798
"miR205",0.0391184111008555,-0.0391184111008555,-0.0391184111008555,-0.0391184111008555,-0.0391184111008555,-0.0391184111008555,-0.0391184111008555,-0.0391184111008555,-0.0391184111008555,-0.0391184111008555,-0.0391184111008555,-0.0391184111008555,-0.0391184111008555,0.0391184111008555,0.0391184111008555,0.0391184111008555,0.0391184111008555,0.0391184111008555,1,0.0059031026303822,0.0391184111008555,-0.00590017194532645
"miR30c",0.196408312778099,-0.196408312778099,-0.196408312778099,-0.196408312778099,-0.196408312778099,-0.196408312778099,-0.196408312778099,-0.196408312778099,-0.196408312778099,-0.196408312778099,-0.196408312778099,-0.196408312778099,-0.196408312778099,0.196408312778099,0.196408312778099,0.196408312778099,0.196408312778099,0.196408312778099,0.0059031026303822,1,0.196408312778099,-0.00830974951310544
"miR34a",1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,1,0.0391184111008555,0.196408312778099,1,0.0133892339327798
"miR9",0.0133892339327798,-0.0133892339327798,-0.0133892339327798,-0.0133892339327798,-0.0133892339327798,-0.0133892339327798,-0.0133892339327798,-0.0133892339327798,-0.0133892339327798,-0.0133892339327798,-0.0133892339327798,-0.0133892339327798,-0.0133892339327798,0.0133892339327798,0.0133892339327798,0.0133892339327798,0.0133892339327798,0.0133892339327798,-0.00590017194532645,-0.00830974951310544,0.0133892339327798,1
