"","CDH1","FOXC2","GSC","KLF8","SNAI1","SNAI2","TCF3","TGFbeta","TWIST1","TWIST2","VIM","ZEB1","ZEB2","miR101","miR141","miR200a","miR200b","miR200c","miR205","miR30c","miR34a","miR9"
"CDH1",1,-1,-0.91112820525148,-0.830263181314729,-1,-0.830263181314729,-1,-0.91112820525148,-1,-0.830263181314729,-1,-0.91112820525148,-0.91112820525148,0.830263181314729,0.91112820525148,0.91112820525148,0.91112820525148,0.91112820525148,0.0636467650535565,0.330065914683526,1,0.00981975041976979
"FOXC2",-1,1,0.91112820525148,0.830263181314729,1,0.830263181314729,1,0.91112820525148,1,0.830263181314729,1,0.91112820525148,0.91112820525148,-0.830263181314729,-0.91112820525148,-0.91112820525148,-0.91112820525148,-0.91112820525148,-0.0636467650535565,-0.330065914683526,-1,-0.00981975041976979
"GSC",-0.91112820525148,0.91112820525148,1,0.741390873836182,0.91112820525148,0.741390873836182,0.91112820525148,1,0.91112820525148,0.741390873836182,0.91112820525148,1,1,-0.741390873836182,-1,-1,-1,-1,-0.15251832480378,-0.241194467090924,-0.91112820525148,-0.0138230040650194
"KLF8",-0.830263181314729,0.830263181314729,0.741390873836182,1,0.830263181314729,1,0.830263181314729,0.741390873836182,0.830263181314729,1,0.830263181314729,0.741390873836182,0.741390873836182,-1,-0.741390873836182,-0.741390873836182,-0.741390873836182,-0.741390873836182,-0.0416267123288684,-0.499805577185383,-0.830263181314729,0.000181653890563454
"SNAI1",-1,1,0.91112820525148,0.830263181314729,1,0.830263181314729,1,0.91112820525148,1,0.830263181314729,1,0.91112820525148,0.91112820525148,-0.830263181314729,-0.91112820525148,-0.91112820525148,-0.91112820525148,-0.91112820525148,-0.0636467650535565,-0.330065914683526,-1,-0.00981975041976979
"SNAI2",-0.830263181314729,0.830263181314729,0.741390873836182,1,0.830263181314729,1,0.830263181314729,0.741390873836182,0.830263181314729,1,0.830263181314729,0.741390873836182,0.741390873836182,-1,-0.741390873836182,-0.741390873836182,-0.741390873836182,-0.741390873836182,-0.0416267123288684,-0.499805577185383,-0.830263181314729,0.000181653890563454
"TCF3",-1,1,0.91112820525148,0.830263181314729,1,0.830263181314729,1,0.91112820525148,1,0.830263181314729,1,0.91112820525148,0.91112820525148,-0.830263181314729,-0.91112820525148,-0.91112820525148,-0.91112820525148,-0.91112820525148,-0.0636467650535565,-0.330065914683526,-1,-0.00981975041976979
"TGFbeta",-0.91112820525148,0.91112820525148,1,0.741390873836182,0.91112820525148,0.741390873836182,0.91112820525148,1,0.91112820525148,0.741390873836182,0.91112820525148,1,1,-0.741390873836182,-1,-1,-1,-1,-0.15251832480378,-0.241194467090924,-0.91112820525148,-0.0138230040650194
"TWIST1",-1,1,0.91112820525148,0.830263181314729,1,0.830263181314729,1,0.91112820525148,1,0.830263181314729,1,0.91112820525148,0.91112820525148,-0.830263181314729,-0.91112820525148,-0.91112820525148,-0.91112820525148,-0.91112820525148,-0.0636467650535565,-0.330065914683526,-1,-0.00981975041976979
"TWIST2",-0.830263181314729,0.830263181314729,0.741390873836182,1,0.830263181314729,1,0.830263181314729,0.741390873836182,0.830263181314729,1,0.830263181314729,0.741390873836182,0.741390873836182,-1,-0.741390873836182,-0.741390873836182,-0.741390873836182,-0.741390873836182,-0.0416267123288684,-0.499805577185383,-0.830263181314729,0.000181653890563454
