"","CDH1","FOXC2","GSC","KLF8","SNAI1","SNAI2","TCF3","TGFbeta","TWIST1","TWIST2","VIM","ZEB1","ZEB2","miR101","miR141","miR200a","miR200b","miR200c","miR205","miR30c","miR34a","miR9"
"CDH1",1,-1,-0.959578048002905,-1,-1,-1,-1,-0.959578048002905,-1,-1,-1,-0.959578048002905,-0.959578048002905,1,0.959578048002905,0.959578048002905,0.959578048002905,0.959578048002905,0.0537212419012325,0.328929182915616,1,0.03811469920386
"FOXC2",-1,1,0.959578048002905,1,1,1,1,0.959578048002905,1,1,1,0.959578048002905,0.959578048002905,-1,-0.959578048002905,-0.959578048002905,-0.959578048002905,-0.959578048002905,-0.0537212419012325,-0.328929182915617,-1,-0.03811469920386
"GSC",-0.959578048002905,0.959578048002905,1,0.959578048002905,0.959578048002905,0.959578048002905,0.959578048002905,1,0.959578048002905,0.959578048002905,0.959578048002905,1,1,-0.959578048002905,-1,-1,-1,-1,-0.0941792232523052,-0.288503484140473,-0.959578048002905,-0.078563404936441
"KLF8",-1,1,0.959578048002905,1,1,1,1,0.959578048002905,1,1,1,0.959578048002905,0.959578048002905,-1,-0.959578048002905,-0.959578048002905,-0.959578048002905,-0.959578048002905,-0.0537212419012325,-0.328929182915617,-1,-0.03811469920386
"SNAI1",-1,1,0.959578048002905,1,1,1,1,0.959578048002905,1,1,1,0.959578048002905,0.959578048002905,-1,-0.959578048002905,-0.959578048002905,-0.959578048002905,-0.959578048002905,-0.0537212419012325,-0.328929182915617,-1,-0.03811469920386
"SNAI2",-1,1,0.959578048002905,1,1,1,1,0.959578048002905,1,1,1,0.959578048002905,0.959578048002905,-1,-0.959578048002905,-0.959578048002905,-0.959578048002905,-0.959578048002905,-0.0537212419012325,-0.328929182915617,-1,-0.03811469920386
"TCF3",-1,1,0.959578048002905,1,1,1,1,0.959578048002905,1,1,1,0.959578048002905,0.959578048002905,-1,-0.959578048002905,-0.959578048002905,-0.959578048002905,-0.959578048002905,-0.0537212419012325,-0.328929182915617,-1,-0.03811469920386
"TGFbeta",-0.959578048002905,0.959578048002905,1,0.959578048002905,0.959578048002905,0.959578048002905,0.959578048002905,1,0.959578048002905,0.959578048002905,0.959578048002905,1,1,-0.959578048002905,-1,-1,-1,-1,-0.0941792232523052,-0.288503484140473,-0.959578048002905,-0.078563404936441
"TWIST1",-1,1,0.959578048002905,1,1,1,1,0.959578048002905,1,1,1,0.959578048002905,0.959578048002905,-1,-0.959578048002905,-0.959578048002905,-0.959578048002905,-0.959578048002905,-0.0537212419012325,-0.328929182915617,-1,-0.03811469920386
"TWIST2",-1,1,0.959578048002905,1,1,1,1,0.959578048002905,1,1,1,0.959578048002905,0.959578048002905,-1,-0.959578048002905,-0.959578048002905,-0.959578048002905,-0.959578048002905,-0.0537212419012325,-0.328929182915617,-1,-0.03811469920386
"VIM",-1,1,0.959578048002905,1,1,1,1,0.959578048002905,1,1,1,0.959578048002905,0.959578048002905,-1,-0.959578048002905,-0.959578048002905,-0.959578048002905,-0.959578048002905,-0.0537212419012325,-0.328929182915617,-1,-0.03811469920386
"ZEB1",-0.959578048002905,0.959578048002905,1,0.959578048002905,0.959578048002905,0.959578048002905,0.959578048002905,1,0.959578048002905,0.959578048002905,0.959578048002905,1,1,-0.959578048002905,-1,-1,-1,-1,-0.0941792232523052,-0.288503484140473,-0.959578048002905,-0.078563404936441
"ZEB2",-0.959578048002905,0.959578048002905,1,0.959578048002905,0.959578048002905,0.959578048002905,0.959578048002905,1,0.959578048002905,0.959578048002905,0.959578048002905,1,1,-0.959578048002905,-1,-1,-1,-1,-0.0941792232523052,-0.288503484140473,-0.959578048002905,-0.078563404936441
"miR101",1,-1,-0.959578048002905,-1,-1,-1,-1,-0.959578048002905,-1,-1,-1,-0.959578048002905,-0.959578048002905,1,0.959578048002905,0.959578048002905,0.959578048002905,0.959578048002905,0.0537212419012325,0.328929182915616,1,0.03811469920386
