"","CDH1","FOXC2","GSC","KLF8","SNAI1","SNAI2","TCF3","TGFbeta","TWIST1","TWIST2","VIM","ZEB1","ZEB2","miR101","miR141","miR200a","miR200b","miR200c","miR205","miR30c","miR34a","miR9"
"CDH1",1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,1,0.140485770751367,0.0388161787076044,1,0.00361450842696447
"FOXC2",-1,1,1,1,1,1,1,1,1,1,1,1,1,-1,-1,-1,-1,-1,-0.140485770751367,-0.0388161787076044,-1,-0.00361450842696447
"GSC",-1,1,1,1,1,1,1,1,1,1,1,1,1,-1,-1,-1,-1,-1,-0.140485770751367,-0.0388161787076044,-1,-0.00361450842696447
"KLF8",-1,1,1,1,1,1,1,1,1,1,1,1,1,-1,-1,-1,-1,-1,-0.140485770751367,-0.0388161787076044,-1,-0.00361450842696447
"SNAI1",-1,1,1,1,1,1,1,1,1,1,1,1,1,-1,-1,-1,-1,-1,-0.140485770751367,-0.0388161787076044,-1,-0.00361450842696447
"SNAI2",-1,1,1,1,1,1,1,1,1,1,1,1,1,-1,-1,-1,-1,-1,-0.140485770751367,-0.0388161787076044,-1,-0.00361450842696447
"TCF3",-1,1,1,1,1,1,1,1,1,1,1,1,1,-1,-1,-1,-1,-1,-0.140485770751367,-0.0388161787076044,-1,-0.00361450842696447
"TGFbeta",-1,1,1,1,1,1,1,1,1,1,1,1,1,-1,-1,-1,-1,-1,-0.140485770751367,-0.0388161787076044,-1,-0.00361450842696447
"TWIST1",-1,1,1,1,1,1,1,1,1,1,1,1,1,-1,-1,-1,-1,-1,-0.140485770751367,-0.0388161787076044,-1,-0.00361450842696447
"TWIST2",-1,1,1,1,1,1,1,1,1,1,1,1,1,-1,-1,-1,-1,-1,-0.140485770751367,-0.0388161787076044,-1,-0.00361450842696447
"VIM",-1,1,1,1,1,1,1,1,1,1,1,1,1,-1,-1,-1,-1,-1,-0.140485770751367,-0.0388161787076044,-1,-0.00361450842696447
"ZEB1",-1,1,1,1,1,1,1,1,1,1,1,1,1,-1,-1,-1,-1,-1,-0.140485770751367,-0.0388161787076044,-1,-0.00361450842696447
"ZEB2",-1,1,1,1,1,1,1,1,1,1,1,1,1,-1,-1,-1,-1,-1,-0.140485770751367,-0.0388161787076044,-1,-0.00361450842696447
"miR101",1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,1,0.140485770751367,0.0388161787076044,1,0.00361450842696447
"miR141",1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,1,0.140485770751367,0.0388161787076044,1,0.00361450842696447
"miR200a",1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,1,0.140485770751367,0.0388161787076044,1,0.00361450842696447
"miR200b",1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,1,0.140485770751367,0.0388161787076044,1,0.00361450842696447
"miR200c",1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,1,0.140485770751367,0.0388161787076044,1,0.00361450842696447
"miR205",0.140485770751367,-0.140485770751367,-0.140485770751367,-0.140485770751367,-0.140485770751367,-0.140485770751367,-0.140485770751367,-0.140485770751367,-0.140485770751367,-0.140485770751367,-0.140485770751367,-0.140485770751367,-0.140485770751367,0.140485770751367,0.140485770751367,0.140485770751367,0.140485770751367,0.140485770751367,1,0.00640101916571497,0.140485770751367,0.000755324170962309
"miR30c",0.0388161787076044,-0.0388161787076044,-0.0388161787076044,-0.0388161787076044,-0.0388161787076044,-0.0388161787076044,-0.0388161787076044,-0.0388161787076044,-0.0388161787076044,-0.0388161787076044,-0.0388161787076044,-0.0388161787076044,-0.0388161787076044,0.0388161787076044,0.0388161787076044,0.0388161787076044,0.0388161787076044,0.0388161787076044,0.00640101916571497,1,0.0388161787076044,-0.0104052928445061
"miR34a",1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,1,0.140485770751367,0.0388161787076044,1,0.00361450842696447
"miR9",0.00361450842696447,-0.00361450842696447,-0.00361450842696447,-0.00361450842696447,-0.00361450842696447,-0.00361450842696447,-0.00361450842696447,-0.00361450842696447,-0.00361450842696447,-0.00361450842696447,-0.00361450842696447,-0.00361450842696447,-0.00361450842696447,0.00361450842696447,0.00361450842696447,0.00361450842696447,0.00361450842696447,0.00361450842696447,0.000755324170962309,-0.0104052928445061,0.00361450842696447,1
