"","CDH1","FOXC2","GSC","KLF8","SNAI1","SNAI2","TCF3","TGFbeta","TWIST1","TWIST2","VIM","ZEB1","ZEB2","miR101","miR141","miR200a","miR200b","miR200c","miR205","miR30c","miR34a","miR9"
"CDH1",1,-1,-0.780073742266707,-1,-1,-1,-1,-0.780073742266707,-1,-1,-1,-0.780073742266707,-0.780073742266707,1,0.780073742266707,0.780073742266707,1,0.780073742266707,0.118191470849224,0.36215418269397,1,0.00410278356877394
"FOXC2",-1,1,0.780073742266707,1,1,1,1,0.780073742266707,1,1,1,0.780073742266707,0.780073742266707,-1,-0.780073742266707,-0.780073742266707,-1,-0.780073742266707,-0.118191470849224,-0.36215418269397,-1,-0.00410278356877394
"GSC",-0.780073742266707,0.780073742266707,1,0.780073742266707,0.780073742266707,0.780073742266707,0.780073742266707,1,0.780073742266707,0.780073742266707,0.780073742266707,1,1,-0.780073742266707,-1,-1,-0.780073742266707,-1,-0.338104337946936,-0.142245695886019,-0.780073742266707,-0.0059050215075716
"KLF8",-1,1,0.780073742266707,1,1,1,1,0.780073742266707,1,1,1,0.780073742266707,0.780073742266707,-1,-0.780073742266707,-0.780073742266707,-1,-0.780073742266707,-0.118191470849224,-0.36215418269397,-1,-0.00410278356877394
"SNAI1",-1,1,0.780073742266707,1,1,1,1,0.780073742266707,1,1,1,0.780073742266707,0.780073742266707,-1,-0.780073742266707,-0.780073742266707,-1,-0.780073742266707,-0.118191470849224,-0.36215418269397,-1,-0.00410278356877394
"SNAI2",-1,1,0.780073742266707,1,1,1,1,0.780073742266707,1,1,1,0.780073742266707,0.780073742266707,-1,-0.780073742266707,-0.780073742266707,-1,-0.780073742266707,-0.118191470849224,-0.36215418269397,-1,-0.00410278356877394
"TCF3",-1,1,0.780073742266707,1,1,1,1,0.780073742266707,1,1,1,0.780073742266707,0.780073742266707,-1,-0.780073742266707,-0.780073742266707,-1,-0.780073742266707,-0.118191470849224,-0.36215418269397,-1,-0.00410278356877394
"TGFbeta",-0.780073742266707,0.780073742266707,1,0.780073742266707,0.780073742266707,0.780073742266707,0.780073742266707,1,0.780073742266707,0.780073742266707,0.780073742266707,1,1,-0.780073742266707,-1,-1,-0.780073742266707,-1,-0.338104337946936,-0.142245695886019,-0.780073742266707,-0.0059050215075716
"TWIST1",-1,1,0.780073742266707,1,1,1,1,0.780073742266707,1,1,1,0.780073742266707,0.780073742266707,-1,-0.780073742266707,-0.780073742266707,-1,-0.780073742266707,-0.118191470849224,-0.36215418269397,-1,-0.00410278356877394
"TWIST2",-1,1,0.780073742266707,1,1,1,1,0.780073742266707,1,1,1,0.780073742266707,0.780073742266707,-1,-0.780073742266707,-0.780073742266707,-1,-0.780073742266707,-0.118191470849224,-0.36215418269397,-1,-0.00410278356877394
"VIM",-1,1,0.780073742266707,1,1,1,1,0.780073742266707,1,1,1,0.780073742266707,0.780073742266707,-1,-0.780073742266707,-0.780073742266707,-1,-0.780073742266707,-0.118191470849224,-0.36215418269397,-1,-0.00410278356877394
"ZEB1",-0.780073742266707,0.780073742266707,1,0.780073742266707,0.780073742266707,0.780073742266707,0.780073742266707,1,0.780073742266707,0.780073742266707,0.780073742266707,1,1,-0.780073742266707,-1,-1,-0.780073742266707,-1,-0.338104337946936,-0.142245695886019,-0.780073742266707,-0.0059050215075716
"ZEB2",-0.780073742266707,0.780073742266707,1,0.780073742266707,0.780073742266707,0.780073742266707,0.780073742266707,1,0.780073742266707,0.780073742266707,0.780073742266707,1,1,-0.780073742266707,-1,-1,-0.780073742266707,-1,-0.338104337946936,-0.142245695886019,-0.780073742266707,-0.0059050215075716
"miR101",1,-1,-0.780073742266707,-1,-1,-1,-1,-0.780073742266707,-1,-1,-1,-0.780073742266707,-0.780073742266707,1,0.780073742266707,0.780073742266707,1,0.780073742266707,0.118191470849224,0.36215418269397,1,0.00410278356877394
"miR141",0.780073742266707,-0.780073742266707,-1,-0.780073742266707,-0.780073742266707,-0.780073742266707,-0.780073742266707,-1,-0.780073742266707,-0.780073742266707,-0.780073742266707,-1,-1,0.780073742266707,1,1,0.780073742266707,1,0.338104337946936,0.142245695886019,0.780073742266707,0.0059050215075716
"miR200a",0.780073742266707,-0.780073742266707,-1,-0.780073742266707,-0.780073742266707,-0.780073742266707,-0.780073742266707,-1,-0.780073742266707,-0.780073742266707,-0.780073742266707,-1,-1,0.780073742266707,1,1,0.780073742266707,1,0.338104337946936,0.142245695886019,0.780073742266707,0.0059050215075716
"miR200b",1,-1,-0.780073742266707,-1,-1,-1,-1,-0.780073742266707,-1,-1,-1,-0.780073742266707,-0.780073742266707,1,0.780073742266707,0.780073742266707,1,0.780073742266707,0.118191470849224,0.36215418269397,1,0.00410278356877394
"miR200c",0.780073742266707,-0.780073742266707,-1,-0.780073742266707,-0.780073742266707,-0.780073742266707,-0.780073742266707,-1,-0.780073742266707,-0.780073742266707,-0.780073742266707,-1,-1,0.780073742266707,1,1,0.780073742266707,1,0.338104337946936,0.142245695886019,0.780073742266707,0.0059050215075716
"miR205",0.118191470849224,-0.118191470849224,-0.338104337946936,-0.118191470849224,-0.118191470849224,-0.118191470849224,-0.118191470849224,-0.338104337946936,-0.118191470849224,-0.118191470849224,-0.118191470849224,-0.338104337946936,-0.338104337946936,0.118191470849224,0.338104337946936,0.338104337946936,0.118191470849224,0.338104337946936,1,0.00554096280697932,0.118191470849224,-0.00390214870034982
"miR30c",0.36215418269397,-0.36215418269397,-0.142245695886019,-0.36215418269397,-0.36215418269397,-0.36215418269397,-0.36215418269397,-0.142245695886019,-0.36215418269397,-0.36215418269397,-0.36215418269397,-0.142245695886019,-0.142245695886019,0.36215418269397,0.142245695886019,0.142245695886019,0.36215418269397,0.142245695886019,0.00554096280697932,1,0.36215418269397,-0.00810634756444649
"miR34a",1,-1,-0.780073742266707,-1,-1,-1,-1,-0.780073742266707,-1,-1,-1,-0.780073742266707,-0.780073742266707,1,0.780073742266707,0.780073742266707,1,0.780073742266707,0.118191470849224,0.36215418269397,1,0.00410278356877394
"miR9",0.00410278356877394,-0.00410278356877394,-0.0059050215075716,-0.00410278356877394,-0.00410278356877394,-0.00410278356877394,-0.00410278356877394,-0.0059050215075716,-0.00410278356877394,-0.00410278356877394,-0.00410278356877394,-0.0059050215075716,-0.0059050215075716,0.00410278356877394,0.0059050215075716,0.0059050215075716,0.00410278356877394,0.0059050215075716,-0.00390214870034982,-0.00810634756444649,0.00410278356877394,1
