"","CDH1","FOXC2","GSC","KLF8","SNAI1","SNAI2","TCF3","TGFbeta","TWIST1","TWIST2","VIM","ZEB1","ZEB2","miR101","miR141","miR200a","miR200b","miR200c","miR205","miR30c","miR34a","miR9"
"CDH1",1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,1,0.14268712147787,0.0570391759041515,1,0.00740317298752296
"FOXC2",-1,1,1,1,1,1,1,1,1,1,1,1,1,-1,-1,-1,-1,-1,-0.14268712147787,-0.0570391759041515,-1,-0.00740317298752296
"GSC",-1,1,1,1,1,1,1,1,1,1,1,1,1,-1,-1,-1,-1,-1,-0.14268712147787,-0.0570391759041515,-1,-0.00740317298752296
"KLF8",-1,1,1,1,1,1,1,1,1,1,1,1,1,-1,-1,-1,-1,-1,-0.14268712147787,-0.0570391759041515,-1,-0.00740317298752296
"SNAI1",-1,1,1,1,1,1,1,1,1,1,1,1,1,-1,-1,-1,-1,-1,-0.14268712147787,-0.0570391759041515,-1,-0.00740317298752296
"SNAI2",-1,1,1,1,1,1,1,1,1,1,1,1,1,-1,-1,-1,-1,-1,-0.14268712147787,-0.0570391759041515,-1,-0.00740317298752296
"TCF3",-1,1,1,1,1,1,1,1,1,1,1,1,1,-1,-1,-1,-1,-1,-0.14268712147787,-0.0570391759041515,-1,-0.00740317298752296
"TGFbeta",-1,1,1,1,1,1,1,1,1,1,1,1,1,-1,-1,-1,-1,-1,-0.14268712147787,-0.0570391759041515,-1,-0.00740317298752296
"TWIST1",-1,1,1,1,1,1,1,1,1,1,1,1,1,-1,-1,-1,-1,-1,-0.14268712147787,-0.0570391759041515,-1,-0.00740317298752296
"TWIST2",-1,1,1,1,1,1,1,1,1,1,1,1,1,-1,-1,-1,-1,-1,-0.14268712147787,-0.0570391759041515,-1,-0.00740317298752296
"VIM",-1,1,1,1,1,1,1,1,1,1,1,1,1,-1,-1,-1,-1,-1,-0.14268712147787,-0.0570391759041515,-1,-0.00740317298752296
"ZEB1",-1,1,1,1,1,1,1,1,1,1,1,1,1,-1,-1,-1,-1,-1,-0.14268712147787,-0.0570391759041515,-1,-0.00740317298752296
"ZEB2",-1,1,1,1,1,1,1,1,1,1,1,1,1,-1,-1,-1,-1,-1,-0.14268712147787,-0.0570391759041515,-1,-0.00740317298752296
"miR101",1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,1,0.14268712147787,0.0570391759041515,1,0.00740317298752296
"miR141",1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,1,0.14268712147787,0.0570391759041515,1,0.00740317298752296
"miR200a",1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,1,0.14268712147787,0.0570391759041515,1,0.00740317298752296
"miR200b",1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,1,0.14268712147787,0.0570391759041515,1,0.00740317298752296
"miR200c",1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,1,0.14268712147787,0.0570391759041515,1,0.00740317298752296
"miR205",0.14268712147787,-0.14268712147787,-0.14268712147787,-0.14268712147787,-0.14268712147787,-0.14268712147787,-0.14268712147787,-0.14268712147787,-0.14268712147787,-0.14268712147787,-0.14268712147787,-0.14268712147787,-0.14268712147787,0.14268712147787,0.14268712147787,0.14268712147787,0.14268712147787,0.14268712147787,1,0.00579523796923396,0.14268712147787,0.00860774823492803
"miR30c",0.0570391759041515,-0.0570391759041515,-0.0570391759041515,-0.0570391759041515,-0.0570391759041515,-0.0570391759041515,-0.0570391759041515,-0.0570391759041515,-0.0570391759041515,-0.0570391759041515,-0.0570391759041515,-0.0570391759041515,-0.0570391759041515,0.0570391759041515,0.0570391759041515,0.0570391759041515,0.0570391759041515,0.0570391759041515,0.00579523796923396,1,0.0570391759041515,-0.000592038995882562
"miR34a",1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,1,0.14268712147787,0.0570391759041515,1,0.00740317298752296
"miR9",0.00740317298752296,-0.00740317298752296,-0.00740317298752296,-0.00740317298752296,-0.00740317298752296,-0.00740317298752296,-0.00740317298752296,-0.00740317298752296,-0.00740317298752296,-0.00740317298752296,-0.00740317298752296,-0.00740317298752296,-0.00740317298752296,0.00740317298752296,0.00740317298752296,0.00740317298752296,0.00740317298752296,0.00740317298752296,0.00860774823492803,-0.000592038995882562,0.00740317298752296,1
