"","CDH1","FOXC2","GSC","KLF8","SNAI1","SNAI2","TCF3","TGFbeta","TWIST1","TWIST2","VIM","ZEB1","ZEB2","miR101","miR141","miR200a","miR200b","miR200c","miR205","miR30c","miR34a","miR9"
"CDH1",1,-1,-0.902513220560959,-1,-1,-0.889690135425896,-1,-0.902513220560959,-1,-0.889690135425896,-1,-0.739143231867121,-0.902513220560959,1,0.739143231867121,0.739143231867121,0.902513220560959,0.902513220560959,0.120323929154991,0.303131791170259,0.739143231867121,0.0380304513695393
"FOXC2",-1,1,0.902513220560958,1,1,0.889690135425895,1,0.902513220560958,1,0.889690135425895,1,0.739143231867121,0.902513220560958,-1,-0.739143231867121,-0.739143231867121,-0.902513220560958,-0.902513220560958,-0.120323929154991,-0.303131791170259,-0.739143231867121,-0.0380304513695393
"GSC",-0.902513220560959,0.902513220560958,1,0.902513220560958,0.902513220560958,0.792206480599967,0.902513220560958,1,0.902513220560958,0.792206480599967,0.902513220560958,0.836632525828895,1,-0.902513220560959,-0.836632525828895,-0.836632525828895,-1,-1,-0.183405554344855,-0.205686264986993,-0.836632525828895,-0.0966472275973764
"KLF8",-1,1,0.902513220560958,1,1,0.889690135425895,1,0.902513220560958,1,0.889690135425895,1,0.739143231867121,0.902513220560958,-1,-0.739143231867121,-0.739143231867121,-0.902513220560958,-0.902513220560958,-0.120323929154991,-0.303131791170259,-0.739143231867121,-0.0380304513695393
"SNAI1",-1,1,0.902513220560958,1,1,0.889690135425895,1,0.902513220560958,1,0.889690135425895,1,0.739143231867121,0.902513220560958,-1,-0.739143231867121,-0.739143231867121,-0.902513220560958,-0.902513220560958,-0.120323929154991,-0.303131791170259,-0.739143231867121,-0.0380304513695393
"SNAI2",-0.889690135425896,0.889690135425895,0.792206480599967,0.889690135425895,0.889690135425895,1,0.889690135425895,0.792206480599967,0.889690135425895,1,0.889690135425895,0.628836087572597,0.792206480599967,-0.889690135425896,-0.628836087572597,-0.628836087572597,-0.792206480599967,-0.792206480599967,-0.0884888874869779,-0.413437574094482,-0.628836087572597,-0.0202210777084927
"TCF3",-1,1,0.902513220560958,1,1,0.889690135425895,1,0.902513220560958,1,0.889690135425895,1,0.739143231867121,0.902513220560958,-1,-0.739143231867121,-0.739143231867121,-0.902513220560958,-0.902513220560958,-0.120323929154991,-0.303131791170259,-0.739143231867121,-0.0380304513695393
"TGFbeta",-0.902513220560959,0.902513220560958,1,0.902513220560958,0.902513220560958,0.792206480599967,0.902513220560958,1,0.902513220560958,0.792206480599967,0.902513220560958,0.836632525828895,1,-0.902513220560959,-0.836632525828895,-0.836632525828895,-1,-1,-0.183405554344855,-0.205686264986993,-0.836632525828895,-0.0966472275973764
"TWIST1",-1,1,0.902513220560958,1,1,0.889690135425895,1,0.902513220560958,1,0.889690135425895,1,0.739143231867121,0.902513220560958,-1,-0.739143231867121,-0.739143231867121,-0.902513220560958,-0.902513220560958,-0.120323929154991,-0.303131791170259,-0.739143231867121,-0.0380304513695393
"TWIST2",-0.889690135425896,0.889690135425895,0.792206480599967,0.889690135425895,0.889690135425895,1,0.889690135425895,0.792206480599967,0.889690135425895,1,0.889690135425895,0.628836087572597,0.792206480599967,-0.889690135425896,-0.628836087572597,-0.628836087572597,-0.792206480599967,-0.792206480599967,-0.0884888874869779,-0.413437574094482,-0.628836087572597,-0.0202210777084927
"VIM",-1,1,0.902513220560958,1,1,0.889690135425895,1,0.902513220560958,1,0.889690135425895,1,0.739143231867121,0.902513220560958,-1,-0.739143231867121,-0.739143231867121,-0.902513220560958,-0.902513220560958,-0.120323929154991,-0.303131791170259,-0.739143231867121,-0.0380304513695393
"ZEB1",-0.739143231867121,0.739143231867121,0.836632525828895,0.739143231867121,0.739143231867121,0.628836087572597,0.739143231867121,0.836632525828895,0.739143231867121,0.628836087572597,0.739143231867121,1,0.836632525828895,-0.739143231867121,-1,-1,-0.836632525828895,-0.836632525828895,-0.346766741928883,-0.108367835832405,-1,-0.0361939403857844
"ZEB2",-0.902513220560959,0.902513220560958,1,0.902513220560958,0.902513220560958,0.792206480599967,0.902513220560958,1,0.902513220560958,0.792206480599967,0.902513220560958,0.836632525828895,1,-0.902513220560959,-0.836632525828895,-0.836632525828895,-1,-1,-0.183405554344855,-0.205686264986993,-0.836632525828895,-0.0966472275973764
"miR101",1,-1,-0.902513220560959,-1,-1,-0.889690135425896,-1,-0.902513220560959,-1,-0.889690135425896,-1,-0.739143231867121,-0.902513220560959,1,0.739143231867121,0.739143231867121,0.902513220560959,0.902513220560959,0.120323929154991,0.303131791170259,0.739143231867121,0.0380304513695393
"miR141",0.739143231867121,-0.739143231867121,-0.836632525828895,-0.739143231867121,-0.739143231867121,-0.628836087572597,-0.739143231867121,-0.836632525828895,-0.739143231867121,-0.628836087572597,-0.739143231867121,-1,-0.836632525828895,0.739143231867121,1,1,0.836632525828895,0.836632525828895,0.346766741928883,0.108367835832405,1,0.0361939403857844
"miR200a",0.739143231867121,-0.739143231867121,-0.836632525828895,-0.739143231867121,-0.739143231867121,-0.628836087572597,-0.739143231867121,-0.836632525828895,-0.739143231867121,-0.628836087572597,-0.739143231867121,-1,-0.836632525828895,0.739143231867121,1,1,0.836632525828895,0.836632525828895,0.346766741928883,0.108367835832405,1,0.0361939403857844
"miR200b",0.902513220560959,-0.902513220560958,-1,-0.902513220560958,-0.902513220560958,-0.792206480599967,-0.902513220560958,-1,-0.902513220560958,-0.792206480599967,-0.902513220560958,-0.836632525828895,-1,0.902513220560959,0.836632525828895,0.836632525828895,1,1,0.183405554344855,0.205686264986993,0.836632525828895,0.0966472275973764
"miR200c",0.902513220560959,-0.902513220560958,-1,-0.902513220560958,-0.902513220560958,-0.792206480599967,-0.902513220560958,-1,-0.902513220560958,-0.792206480599967,-0.902513220560958,-0.836632525828895,-1,0.902513220560959,0.836632525828895,0.836632525828895,1,1,0.183405554344855,0.205686264986993,0.836632525828895,0.0966472275973764
"miR205",0.120323929154991,-0.120323929154991,-0.183405554344855,-0.120323929154991,-0.120323929154991,-0.0884888874869779,-0.120323929154991,-0.183405554344855,-0.120323929154991,-0.0884888874869779,-0.120323929154991,-0.346766741928883,-0.183405554344855,0.120323929154991,0.346766741928883,0.346766741928883,0.183405554344855,0.183405554344855,1,-0.00643927663870445,0.346766741928883,-0.000372762605460638
"miR30c",0.303131791170259,-0.303131791170259,-0.205686264986993,-0.303131791170259,-0.303131791170259,-0.413437574094482,-0.303131791170259,-0.205686264986993,-0.303131791170259,-0.413437574094482,-0.303131791170259,-0.108367835832405,-0.205686264986993,0.303131791170259,0.108367835832405,0.108367835832405,0.205686264986993,0.205686264986993,-0.00643927663870445,1,0.108367835832405,0.00270243413916261
"miR34a",0.739143231867121,-0.739143231867121,-0.836632525828895,-0.739143231867121,-0.739143231867121,-0.628836087572597,-0.739143231867121,-0.836632525828895,-0.739143231867121,-0.628836087572597,-0.739143231867121,-1,-0.836632525828895,0.739143231867121,1,1,0.836632525828895,0.836632525828895,0.346766741928883,0.108367835832405,1,0.0361939403857844
"miR9",0.0380304513695393,-0.0380304513695393,-0.0966472275973764,-0.0380304513695393,-0.0380304513695393,-0.0202210777084927,-0.0380304513695393,-0.0966472275973764,-0.0380304513695393,-0.0202210777084927,-0.0380304513695393,-0.0361939403857844,-0.0966472275973764,0.0380304513695393,0.0361939403857844,0.0361939403857844,0.0966472275973764,0.0966472275973764,-0.000372762605460638,0.00270243413916261,0.0361939403857844,1
