"","CDH1","FOXC2","GSC","KLF8","SNAI1","SNAI2","TCF3","TGFbeta","TWIST1","TWIST2","VIM","ZEB1","ZEB2","miR101","miR141","miR200a","miR200b","miR200c","miR205","miR30c","miR34a","miR9"
"CDH1",1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,1,0.124582876104243,0.0763618160346313,1,0.0211393459764054
"FOXC2",-1,1,1,1,1,1,1,1,1,1,1,1,1,-1,-1,-1,-1,-1,-0.124582876104243,-0.0763618160346313,-1,-0.0211393459764054
"GSC",-1,1,1,1,1,1,1,1,1,1,1,1,1,-1,-1,-1,-1,-1,-0.124582876104243,-0.0763618160346313,-1,-0.0211393459764054
"KLF8",-1,1,1,1,1,1,1,1,1,1,1,1,1,-1,-1,-1,-1,-1,-0.124582876104243,-0.0763618160346313,-1,-0.0211393459764054
"SNAI1",-1,1,1,1,1,1,1,1,1,1,1,1,1,-1,-1,-1,-1,-1,-0.124582876104243,-0.0763618160346313,-1,-0.0211393459764054
"SNAI2",-1,1,1,1,1,1,1,1,1,1,1,1,1,-1,-1,-1,-1,-1,-0.124582876104243,-0.0763618160346313,-1,-0.0211393459764054
"TCF3",-1,1,1,1,1,1,1,1,1,1,1,1,1,-1,-1,-1,-1,-1,-0.124582876104243,-0.0763618160346313,-1,-0.0211393459764054
"TGFbeta",-1,1,1,1,1,1,1,1,1,1,1,1,1,-1,-1,-1,-1,-1,-0.124582876104243,-0.0763618160346313,-1,-0.0211393459764054
"TWIST1",-1,1,1,1,1,1,1,1,1,1,1,1,1,-1,-1,-1,-1,-1,-0.124582876104243,-0.0763618160346313,-1,-0.0211393459764054
"TWIST2",-1,1,1,1,1,1,1,1,1,1,1,1,1,-1,-1,-1,-1,-1,-0.124582876104243,-0.0763618160346313,-1,-0.0211393459764054
"VIM",-1,1,1,1,1,1,1,1,1,1,1,1,1,-1,-1,-1,-1,-1,-0.124582876104243,-0.0763618160346313,-1,-0.0211393459764054
"ZEB1",-1,1,1,1,1,1,1,1,1,1,1,1,1,-1,-1,-1,-1,-1,-0.124582876104243,-0.0763618160346313,-1,-0.0211393459764054
"ZEB2",-1,1,1,1,1,1,1,1,1,1,1,1,1,-1,-1,-1,-1,-1,-0.124582876104243,-0.0763618160346313,-1,-0.0211393459764054
"miR101",1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,1,0.124582876104243,0.0763618160346313,1,0.0211393459764054
"miR141",1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,1,0.124582876104243,0.0763618160346313,1,0.0211393459764054
"miR200a",1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,1,0.124582876104243,0.0763618160346313,1,0.0211393459764054
"miR200b",1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,1,0.124582876104243,0.0763618160346313,1,0.0211393459764054
"miR200c",1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,1,0.124582876104243,0.0763618160346313,1,0.0211393459764054
"miR205",0.124582876104243,-0.124582876104243,-0.124582876104243,-0.124582876104243,-0.124582876104243,-0.124582876104243,-0.124582876104243,-0.124582876104243,-0.124582876104243,-0.124582876104243,-0.124582876104243,-0.124582876104243,-0.124582876104243,0.124582876104243,0.124582876104243,0.124582876104243,0.124582876104243,0.124582876104243,1,-0.0104514097060087,0.124582876104243,-0.00123681124664351
"miR30c",0.0763618160346313,-0.0763618160346313,-0.0763618160346313,-0.0763618160346313,-0.0763618160346313,-0.0763618160346313,-0.0763618160346313,-0.0763618160346313,-0.0763618160346313,-0.0763618160346313,-0.0763618160346313,-0.0763618160346313,-0.0763618160346313,0.0763618160346313,0.0763618160346313,0.0763618160346313,0.0763618160346313,0.0763618160346313,-0.0104514097060087,1,0.0763618160346313,0.0113761681586811
"miR34a",1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,1,0.124582876104243,0.0763618160346313,1,0.0211393459764054
"miR9",0.0211393459764054,-0.0211393459764054,-0.0211393459764054,-0.0211393459764054,-0.0211393459764054,-0.0211393459764054,-0.0211393459764054,-0.0211393459764054,-0.0211393459764054,-0.0211393459764054,-0.0211393459764054,-0.0211393459764054,-0.0211393459764054,0.0211393459764054,0.0211393459764054,0.0211393459764054,0.0211393459764054,0.0211393459764054,-0.00123681124664351,0.0113761681586811,0.0211393459764054,1
