"","CDH1","FOXC2","GSC","KLF8","SNAI1","SNAI2","TCF3","TGFbeta","TWIST1","TWIST2","VIM","ZEB1","ZEB2","miR101","miR141","miR200a","miR200b","miR200c","miR205","miR30c","miR34a","miR9"
"CDH1",1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,1,0.0166270924440106,0.579329758401533,1,0.000204177062246232
"FOXC2",-1,1,1,1,1,1,1,1,1,1,1,1,1,-1,-1,-1,-1,-1,-0.0166270924440106,-0.579329758401533,-1,-0.000204177062246199
"GSC",-1,1,1,1,1,1,1,1,1,1,1,1,1,-1,-1,-1,-1,-1,-0.0166270924440106,-0.579329758401533,-1,-0.000204177062246199
"KLF8",-1,1,1,1,1,1,1,1,1,1,1,1,1,-1,-1,-1,-1,-1,-0.0166270924440106,-0.579329758401533,-1,-0.000204177062246199
"SNAI1",-1,1,1,1,1,1,1,1,1,1,1,1,1,-1,-1,-1,-1,-1,-0.0166270924440106,-0.579329758401533,-1,-0.000204177062246199
"SNAI2",-1,1,1,1,1,1,1,1,1,1,1,1,1,-1,-1,-1,-1,-1,-0.0166270924440106,-0.579329758401533,-1,-0.000204177062246199
"TCF3",-1,1,1,1,1,1,1,1,1,1,1,1,1,-1,-1,-1,-1,-1,-0.0166270924440106,-0.579329758401533,-1,-0.000204177062246199
"TGFbeta",-1,1,1,1,1,1,1,1,1,1,1,1,1,-1,-1,-1,-1,-1,-0.0166270924440106,-0.579329758401533,-1,-0.000204177062246199
"TWIST1",-1,1,1,1,1,1,1,1,1,1,1,1,1,-1,-1,-1,-1,-1,-0.0166270924440106,-0.579329758401533,-1,-0.000204177062246199
"TWIST2",-1,1,1,1,1,1,1,1,1,1,1,1,1,-1,-1,-1,-1,-1,-0.0166270924440106,-0.579329758401533,-1,-0.000204177062246199
"VIM",-1,1,1,1,1,1,1,1,1,1,1,1,1,-1,-1,-1,-1,-1,-0.0166270924440106,-0.579329758401533,-1,-0.000204177062246199
"ZEB1",-1,1,1,1,1,1,1,1,1,1,1,1,1,-1,-1,-1,-1,-1,-0.0166270924440106,-0.579329758401533,-1,-0.000204177062246199
"ZEB2",-1,1,1,1,1,1,1,1,1,1,1,1,1,-1,-1,-1,-1,-1,-0.0166270924440106,-0.579329758401533,-1,-0.000204177062246199
"miR101",1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,1,0.0166270924440106,0.579329758401533,1,0.000204177062246232
"miR141",1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,1,0.0166270924440106,0.579329758401533,1,0.000204177062246232
"miR200a",1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,1,0.0166270924440106,0.579329758401533,1,0.000204177062246232
"miR200b",1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,1,0.0166270924440106,0.579329758401533,1,0.000204177062246232
"miR200c",1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,1,0.0166270924440106,0.579329758401533,1,0.000204177062246232
"miR205",0.0166270924440106,-0.0166270924440106,-0.0166270924440106,-0.0166270924440106,-0.0166270924440106,-0.0166270924440106,-0.0166270924440106,-0.0166270924440106,-0.0166270924440106,-0.0166270924440106,-0.0166270924440106,-0.0166270924440106,-0.0166270924440106,0.0166270924440106,0.0166270924440106,0.0166270924440106,0.0166270924440106,0.0166270924440106,1,0.00620818731690154,0.0166270924440106,-5.13653058927036e-06
"miR30c",0.579329758401533,-0.579329758401533,-0.579329758401533,-0.579329758401533,-0.579329758401533,-0.579329758401533,-0.579329758401533,-0.579329758401533,-0.579329758401533,-0.579329758401533,-0.579329758401533,-0.579329758401533,-0.579329758401533,0.579329758401533,0.579329758401533,0.579329758401533,0.579329758401533,0.579329758401533,0.00620818731690154,1,0.579329758401533,-0.00502225336422065
"miR34a",1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,1,0.0166270924440106,0.579329758401533,1,0.000204177062246232
"miR9",0.000204177062246232,-0.000204177062246199,-0.000204177062246199,-0.000204177062246199,-0.000204177062246199,-0.000204177062246199,-0.000204177062246199,-0.000204177062246199,-0.000204177062246199,-0.000204177062246199,-0.000204177062246199,-0.000204177062246199,-0.000204177062246199,0.000204177062246232,0.000204177062246232,0.000204177062246232,0.000204177062246232,0.000204177062246232,-5.13653058927036e-06,-0.00502225336422065,0.000204177062246232,1
