"","CDH1","FOXC2","GSC","KLF8","SNAI1","SNAI2","TCF3","TGFbeta","TWIST1","TWIST2","VIM","ZEB1","ZEB2","miR101","miR141","miR200a","miR200b","miR200c","miR205","miR30c","miR34a","miR9"
"CDH1",1,-0.97598807948901,-0.97598807948901,-1,-1,-1,-1,-0.97598807948901,-1,-1,-1,-0.97598807948901,-0.97598807948901,1,0.97598807948901,0.97598807948901,1,0.97598807948901,0.0152681471410637,0.176583652521159,1,0.013891300240602
"FOXC2",-0.97598807948901,1,1,0.97598807948901,0.97598807948901,0.97598807948901,0.97598807948901,1,0.97598807948901,0.97598807948901,0.97598807948901,1,1,-0.97598807948901,-1,-1,-0.97598807948901,-1,-0.0392708983189917,-0.200594615421457,-0.97598807948901,-0.0378991814768352
"GSC",-0.97598807948901,1,1,0.97598807948901,0.97598807948901,0.97598807948901,0.97598807948901,1,0.97598807948901,0.97598807948901,0.97598807948901,1,1,-0.97598807948901,-1,-1,-0.97598807948901,-1,-0.0392708983189917,-0.200594615421457,-0.97598807948901,-0.0378991814768352
"KLF8",-1,0.97598807948901,0.97598807948901,1,1,1,1,0.97598807948901,1,1,1,0.97598807948901,0.97598807948901,-1,-0.97598807948901,-0.97598807948901,-1,-0.97598807948901,-0.0152681471410637,-0.176583652521159,-1,-0.013891300240602
"SNAI1",-1,0.97598807948901,0.97598807948901,1,1,1,1,0.97598807948901,1,1,1,0.97598807948901,0.97598807948901,-1,-0.97598807948901,-0.97598807948901,-1,-0.97598807948901,-0.0152681471410637,-0.176583652521159,-1,-0.013891300240602
"SNAI2",-1,0.97598807948901,0.97598807948901,1,1,1,1,0.97598807948901,1,1,1,0.97598807948901,0.97598807948901,-1,-0.97598807948901,-0.97598807948901,-1,-0.97598807948901,-0.0152681471410637,-0.176583652521159,-1,-0.013891300240602
"TCF3",-1,0.97598807948901,0.97598807948901,1,1,1,1,0.97598807948901,1,1,1,0.97598807948901,0.97598807948901,-1,-0.97598807948901,-0.97598807948901,-1,-0.97598807948901,-0.0152681471410637,-0.176583652521159,-1,-0.013891300240602
"TGFbeta",-0.97598807948901,1,1,0.97598807948901,0.97598807948901,0.97598807948901,0.97598807948901,1,0.97598807948901,0.97598807948901,0.97598807948901,1,1,-0.97598807948901,-1,-1,-0.97598807948901,-1,-0.0392708983189917,-0.200594615421457,-0.97598807948901,-0.0378991814768352
"TWIST1",-1,0.97598807948901,0.97598807948901,1,1,1,1,0.97598807948901,1,1,1,0.97598807948901,0.97598807948901,-1,-0.97598807948901,-0.97598807948901,-1,-0.97598807948901,-0.0152681471410637,-0.176583652521159,-1,-0.013891300240602
"TWIST2",-1,0.97598807948901,0.97598807948901,1,1,1,1,0.97598807948901,1,1,1,0.97598807948901,0.97598807948901,-1,-0.97598807948901,-0.97598807948901,-1,-0.97598807948901,-0.0152681471410637,-0.176583652521159,-1,-0.013891300240602
"VIM",-1,0.97598807948901,0.97598807948901,1,1,1,1,0.97598807948901,1,1,1,0.97598807948901,0.97598807948901,-1,-0.97598807948901,-0.97598807948901,-1,-0.97598807948901,-0.0152681471410637,-0.176583652521159,-1,-0.013891300240602
"ZEB1",-0.97598807948901,1,1,0.97598807948901,0.97598807948901,0.97598807948901,0.97598807948901,1,0.97598807948901,0.97598807948901,0.97598807948901,1,1,-0.97598807948901,-1,-1,-0.97598807948901,-1,-0.0392708983189917,-0.200594615421457,-0.97598807948901,-0.0378991814768352
"ZEB2",-0.97598807948901,1,1,0.97598807948901,0.97598807948901,0.97598807948901,0.97598807948901,1,0.97598807948901,0.97598807948901,0.97598807948901,1,1,-0.97598807948901,-1,-1,-0.97598807948901,-1,-0.0392708983189917,-0.200594615421457,-0.97598807948901,-0.0378991814768352
"miR101",1,-0.97598807948901,-0.97598807948901,-1,-1,-1,-1,-0.97598807948901,-1,-1,-1,-0.97598807948901,-0.97598807948901,1,0.97598807948901,0.97598807948901,1,0.97598807948901,0.0152681471410637,0.176583652521159,1,0.013891300240602
"miR141",0.97598807948901,-1,-1,-0.97598807948901,-0.97598807948901,-0.97598807948901,-0.97598807948901,-1,-0.97598807948901,-0.97598807948901,-0.97598807948901,-1,-1,0.97598807948901,1,1,0.97598807948901,1,0.0392708983189917,0.200594615421457,0.97598807948901,0.0378991814768352
"miR200a",0.97598807948901,-1,-1,-0.97598807948901,-0.97598807948901,-0.97598807948901,-0.97598807948901,-1,-0.97598807948901,-0.97598807948901,-0.97598807948901,-1,-1,0.97598807948901,1,1,0.97598807948901,1,0.0392708983189917,0.200594615421457,0.97598807948901,0.0378991814768352
"miR200b",1,-0.97598807948901,-0.97598807948901,-1,-1,-1,-1,-0.97598807948901,-1,-1,-1,-0.97598807948901,-0.97598807948901,1,0.97598807948901,0.97598807948901,1,0.97598807948901,0.0152681471410637,0.176583652521159,1,0.013891300240602
"miR200c",0.97598807948901,-1,-1,-0.97598807948901,-0.97598807948901,-0.97598807948901,-0.97598807948901,-1,-0.97598807948901,-0.97598807948901,-0.97598807948901,-1,-1,0.97598807948901,1,1,0.97598807948901,1,0.0392708983189917,0.200594615421457,0.97598807948901,0.0378991814768352
"miR205",0.0152681471410637,-0.0392708983189917,-0.0392708983189917,-0.0152681471410637,-0.0152681471410637,-0.0152681471410637,-0.0152681471410637,-0.0392708983189917,-0.0152681471410637,-0.0152681471410637,-0.0152681471410637,-0.0392708983189917,-0.0392708983189917,0.0152681471410637,0.0392708983189917,0.0392708983189917,0.0152681471410637,0.0392708983189917,1,-0.00733668980432419,0.0152681471410637,-0.00119107091855508
