"","CDH1","FOXC2","GSC","KLF8","SNAI1","SNAI2","TCF3","TGFbeta","TWIST1","TWIST2","VIM","ZEB1","ZEB2","miR101","miR141","miR200a","miR200b","miR200c","miR205","miR30c","miR34a","miR9"
"CDH1",1,-0.852471372425176,-0.852471372425176,-0.856480455196721,-0.856480455196721,-0.856480455196721,-0.852471372425176,-0.852471372425176,-0.852471372425176,-0.856480455196721,-0.852471372425176,-0.852471372425176,-0.852471372425176,0.856480455196721,0.852471372425176,0.852471372425176,0.852471372425176,0.852471372425176,0.120612036571793,0.467119421852308,0.856480455196721,-0.136221006726204
"FOXC2",-0.852471372425176,1,1,0.708937014263844,0.708937014263844,0.708937014263844,1,1,1,0.708937014263844,1,1,1,-0.708937014263844,-1,-1,-1,-1,-0.211286175484084,-0.319594513042559,-0.708937014263844,-0.0113069801533083
"GSC",-0.852471372425176,1,1,0.708937014263844,0.708937014263844,0.708937014263844,1,1,1,0.708937014263844,1,1,1,-0.708937014263844,-1,-1,-1,-1,-0.211286175484084,-0.319594513042559,-0.708937014263844,-0.0113069801533083
"KLF8",-0.856480455196721,0.708937014263844,0.708937014263844,1,1,1,0.708937014263844,0.708937014263844,0.708937014263844,1,0.708937014263844,0.708937014263844,0.708937014263844,-1,-0.708937014263844,-0.708937014263844,-0.708937014263844,-0.708937014263844,-0.0307184885170825,-0.610665028612039,-1,-0.00730067055962041
"SNAI1",-0.856480455196721,0.708937014263844,0.708937014263844,1,1,1,0.708937014263844,0.708937014263844,0.708937014263844,1,0.708937014263844,0.708937014263844,0.708937014263844,-1,-0.708937014263844,-0.708937014263844,-0.708937014263844,-0.708937014263844,-0.0307184885170825,-0.610665028612039,-1,-0.00730067055962041
"SNAI2",-0.856480455196721,0.708937014263844,0.708937014263844,1,1,1,0.708937014263844,0.708937014263844,0.708937014263844,1,0.708937014263844,0.708937014263844,0.708937014263844,-1,-0.708937014263844,-0.708937014263844,-0.708937014263844,-0.708937014263844,-0.0307184885170825,-0.610665028612039,-1,-0.00730067055962041
"TCF3",-0.852471372425176,1,1,0.708937014263844,0.708937014263844,0.708937014263844,1,1,1,0.708937014263844,1,1,1,-0.708937014263844,-1,-1,-1,-1,-0.211286175484084,-0.319594513042559,-0.708937014263844,-0.0113069801533083
"TGFbeta",-0.852471372425176,1,1,0.708937014263844,0.708937014263844,0.708937014263844,1,1,1,0.708937014263844,1,1,1,-0.708937014263844,-1,-1,-1,-1,-0.211286175484084,-0.319594513042559,-0.708937014263844,-0.0113069801533083
"TWIST1",-0.852471372425176,1,1,0.708937014263844,0.708937014263844,0.708937014263844,1,1,1,0.708937014263844,1,1,1,-0.708937014263844,-1,-1,-1,-1,-0.211286175484084,-0.319594513042559,-0.708937014263844,-0.0113069801533083
"TWIST2",-0.856480455196721,0.708937014263844,0.708937014263844,1,1,1,0.708937014263844,0.708937014263844,0.708937014263844,1,0.708937014263844,0.708937014263844,0.708937014263844,-1,-0.708937014263844,-0.708937014263844,-0.708937014263844,-0.708937014263844,-0.0307184885170825,-0.610665028612039,-1,-0.00730067055962041
