"","CDH1","FOXC2","GSC","KLF8","SNAI1","SNAI2","TCF3","TGFbeta","TWIST1","TWIST2","VIM","ZEB1","ZEB2","miR101","miR141","miR200a","miR200b","miR200c","miR205","miR30c","miR34a","miR9"
"CDH1",1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,1,0.00763113024217235,0.427648833854238,1,0.0032115636154182
"FOXC2",-1,1,1,1,1,1,1,1,1,1,1,1,1,-1,-1,-1,-1,-1,-0.00763113024217233,-0.427648833854238,-1,-0.0032115636154182
"GSC",-1,1,1,1,1,1,1,1,1,1,1,1,1,-1,-1,-1,-1,-1,-0.00763113024217233,-0.427648833854238,-1,-0.0032115636154182
"KLF8",-1,1,1,1,1,1,1,1,1,1,1,1,1,-1,-1,-1,-1,-1,-0.00763113024217233,-0.427648833854238,-1,-0.0032115636154182
"SNAI1",-1,1,1,1,1,1,1,1,1,1,1,1,1,-1,-1,-1,-1,-1,-0.00763113024217233,-0.427648833854238,-1,-0.0032115636154182
"SNAI2",-1,1,1,1,1,1,1,1,1,1,1,1,1,-1,-1,-1,-1,-1,-0.00763113024217233,-0.427648833854238,-1,-0.0032115636154182
"TCF3",-1,1,1,1,1,1,1,1,1,1,1,1,1,-1,-1,-1,-1,-1,-0.00763113024217233,-0.427648833854238,-1,-0.0032115636154182
"TGFbeta",-1,1,1,1,1,1,1,1,1,1,1,1,1,-1,-1,-1,-1,-1,-0.00763113024217233,-0.427648833854238,-1,-0.0032115636154182
"TWIST1",-1,1,1,1,1,1,1,1,1,1,1,1,1,-1,-1,-1,-1,-1,-0.00763113024217233,-0.427648833854238,-1,-0.0032115636154182
"TWIST2",-1,1,1,1,1,1,1,1,1,1,1,1,1,-1,-1,-1,-1,-1,-0.00763113024217233,-0.427648833854238,-1,-0.0032115636154182
"VIM",-1,1,1,1,1,1,1,1,1,1,1,1,1,-1,-1,-1,-1,-1,-0.00763113024217233,-0.427648833854238,-1,-0.0032115636154182
"ZEB1",-1,1,1,1,1,1,1,1,1,1,1,1,1,-1,-1,-1,-1,-1,-0.00763113024217233,-0.427648833854238,-1,-0.0032115636154182
"ZEB2",-1,1,1,1,1,1,1,1,1,1,1,1,1,-1,-1,-1,-1,-1,-0.00763113024217233,-0.427648833854238,-1,-0.0032115636154182
"miR101",1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,1,0.00763113024217235,0.427648833854238,1,0.0032115636154182
"miR141",1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,1,0.00763113024217235,0.427648833854238,1,0.0032115636154182
"miR200a",1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,1,0.00763113024217235,0.427648833854238,1,0.0032115636154182
"miR200b",1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,1,0.00763113024217235,0.427648833854238,1,0.0032115636154182
"miR200c",1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,1,0.00763113024217235,0.427648833854238,1,0.0032115636154182
"miR205",0.00763113024217235,-0.00763113024217233,-0.00763113024217233,-0.00763113024217233,-0.00763113024217233,-0.00763113024217233,-0.00763113024217233,-0.00763113024217233,-0.00763113024217233,-0.00763113024217233,-0.00763113024217233,-0.00763113024217233,-0.00763113024217233,0.00763113024217235,0.00763113024217235,0.00763113024217235,0.00763113024217235,0.00763113024217235,1,0.00163715488576345,0.00763113024217235,-0.000224758196801089
"miR30c",0.427648833854238,-0.427648833854238,-0.427648833854238,-0.427648833854238,-0.427648833854238,-0.427648833854238,-0.427648833854238,-0.427648833854238,-0.427648833854238,-0.427648833854238,-0.427648833854238,-0.427648833854238,-0.427648833854238,0.427648833854238,0.427648833854238,0.427648833854238,0.427648833854238,0.427648833854238,0.00163715488576345,1,0.427648833854238,0.00441592013223424
"miR34a",1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,1,0.00763113024217235,0.427648833854238,1,0.0032115636154182
"miR9",0.0032115636154182,-0.0032115636154182,-0.0032115636154182,-0.0032115636154182,-0.0032115636154182,-0.0032115636154182,-0.0032115636154182,-0.0032115636154182,-0.0032115636154182,-0.0032115636154182,-0.0032115636154182,-0.0032115636154182,-0.0032115636154182,0.0032115636154182,0.0032115636154182,0.0032115636154182,0.0032115636154182,0.0032115636154182,-0.000224758196801089,0.00441592013223424,0.0032115636154182,1
