"","CDH1","FOXC2","GSC","KLF8","SNAI1","SNAI2","TCF3","TGFbeta","TWIST1","TWIST2","VIM","ZEB1","ZEB2","miR101","miR141","miR200a","miR200b","miR200c","miR205","miR30c","miR34a","miR9"
"CDH1",1,-1,-0.826826744794841,-1,-0.967965997507361,-1,-1,-0.826826744794841,-1,-1,-0.968170682027206,-0.935134924509227,-0.826826744794841,1,0.935134924509227,0.826826744794841,0.935134924509227,0.826826744794841,0.0435495168086935,0.443785800724594,0.935134924509227,0.0199298120601377
"FOXC2",-1,1,0.826826744794841,1,0.967965997507361,1,1,0.826826744794841,1,1,0.968170682027206,0.935134924509227,0.826826744794841,-1,-0.935134924509227,-0.826826744794841,-0.935134924509227,-0.826826744794841,-0.0435495168086935,-0.443785800724594,-0.935134924509227,-0.0199298120601377
"GSC",-0.826826744794841,0.826826744794841,1,0.826826744794841,0.858853899599981,0.826826744794841,0.826826744794841,1,0.826826744794841,0.826826744794841,0.858646798570105,0.891682941343017,1,-0.826826744794841,-0.891682941343016,-1,-0.891682941343016,-1,-0.216736640605083,-0.487268865168894,-0.891682941343016,-0.100191969989085
"KLF8",-1,1,0.826826744794841,1,0.967965997507361,1,1,0.826826744794841,1,1,0.968170682027206,0.935134924509227,0.826826744794841,-1,-0.935134924509227,-0.826826744794841,-0.935134924509227,-0.826826744794841,-0.0435495168086935,-0.443785800724594,-0.935134924509227,-0.0199298120601377
"SNAI1",-0.967965997507361,0.967965997507361,0.858853899599981,0.967965997507361,1,0.967965997507361,0.967965997507361,0.858853899599981,0.967965997507361,0.967965997507361,0.979378908650988,0.967165825116321,0.858853899599981,-0.967965997507361,-0.967165825116321,-0.858853899599981,-0.967165825116321,-0.858853899599981,-0.0755832627113609,-0.411757393274764,-0.967165825116321,-0.0519581313581862
"SNAI2",-1,1,0.826826744794841,1,0.967965997507361,1,1,0.826826744794841,1,1,0.968170682027206,0.935134924509227,0.826826744794841,-1,-0.935134924509227,-0.826826744794841,-0.935134924509227,-0.826826744794841,-0.0435495168086935,-0.443785800724594,-0.935134924509227,-0.0199298120601377
"TCF3",-1,1,0.826826744794841,1,0.967965997507361,1,1,0.826826744794841,1,1,0.968170682027206,0.935134924509227,0.826826744794841,-1,-0.935134924509227,-0.826826744794841,-0.935134924509227,-0.826826744794841,-0.0435495168086935,-0.443785800724594,-0.935134924509227,-0.0199298120601377
"TGFbeta",-0.826826744794841,0.826826744794841,1,0.826826744794841,0.858853899599981,0.826826744794841,0.826826744794841,1,0.826826744794841,0.826826744794841,0.858646798570105,0.891682941343017,1,-0.826826744794841,-0.891682941343016,-1,-0.891682941343016,-1,-0.216736640605083,-0.487268865168894,-0.891682941343016,-0.100191969989085
"TWIST1",-1,1,0.826826744794841,1,0.967965997507361,1,1,0.826826744794841,1,1,0.968170682027206,0.935134924509227,0.826826744794841,-1,-0.935134924509227,-0.826826744794841,-0.935134924509227,-0.826826744794841,-0.0435495168086935,-0.443785800724594,-0.935134924509227,-0.0199298120601377
"TWIST2",-1,1,0.826826744794841,1,0.967965997507361,1,1,0.826826744794841,1,1,0.968170682027206,0.935134924509227,0.826826744794841,-1,-0.935134924509227,-0.826826744794841,-0.935134924509227,-0.826826744794841,-0.0435495168086935,-0.443785800724594,-0.935134924509227,-0.0199298120601377
