"","CDH1","FOXC2","GSC","KLF8","SNAI1","SNAI2","TCF3","TGFbeta","TWIST1","TWIST2","VIM","ZEB1","ZEB2","miR101","miR141","miR200a","miR200b","miR200c","miR205","miR30c","miR34a","miR9"
"CDH1",1,-0.878088864128855,-0.878088864128855,-1,-1,-1,-0.878088864128855,-0.878088864128855,-0.878088864128855,-1,-1,-0.878088864128855,-0.878088864128855,1,0.878088864128855,0.878088864128855,0.878088864128855,0.878088864128855,0.0227588338063215,0.39155731208167,1,-0.00734693380203597
"FOXC2",-0.878088864128855,1,1,0.878088864128855,0.878088864128855,0.878088864128855,1,1,1,0.878088864128855,0.878088864128855,1,1,-0.878088864128855,-1,-1,-1,-1,-0.0926773936546854,-0.269661409151056,-0.878088864128855,-0.0300487016440698
"GSC",-0.878088864128855,1,1,0.878088864128855,0.878088864128855,0.878088864128855,1,1,1,0.878088864128855,0.878088864128855,1,1,-0.878088864128855,-1,-1,-1,-1,-0.0926773936546854,-0.269661409151056,-0.878088864128855,-0.0300487016440698
"KLF8",-1,0.878088864128855,0.878088864128855,1,1,1,0.878088864128855,0.878088864128855,0.878088864128855,1,1,0.878088864128855,0.878088864128855,-1,-0.878088864128855,-0.878088864128855,-0.878088864128855,-0.878088864128855,-0.0227588338063215,-0.39155731208167,-1,0.00734693380203597
"SNAI1",-1,0.878088864128855,0.878088864128855,1,1,1,0.878088864128855,0.878088864128855,0.878088864128855,1,1,0.878088864128855,0.878088864128855,-1,-0.878088864128855,-0.878088864128855,-0.878088864128855,-0.878088864128855,-0.0227588338063215,-0.39155731208167,-1,0.00734693380203597
"SNAI2",-1,0.878088864128855,0.878088864128855,1,1,1,0.878088864128855,0.878088864128855,0.878088864128855,1,1,0.878088864128855,0.878088864128855,-1,-0.878088864128855,-0.878088864128855,-0.878088864128855,-0.878088864128855,-0.0227588338063215,-0.39155731208167,-1,0.00734693380203597
"TCF3",-0.878088864128855,1,1,0.878088864128855,0.878088864128855,0.878088864128855,1,1,1,0.878088864128855,0.878088864128855,1,1,-0.878088864128855,-1,-1,-1,-1,-0.0926773936546854,-0.269661409151056,-0.878088864128855,-0.0300487016440698
"TGFbeta",-0.878088864128855,1,1,0.878088864128855,0.878088864128855,0.878088864128855,1,1,1,0.878088864128855,0.878088864128855,1,1,-0.878088864128855,-1,-1,-1,-1,-0.0926773936546854,-0.269661409151056,-0.878088864128855,-0.0300487016440698
"TWIST1",-0.878088864128855,1,1,0.878088864128855,0.878088864128855,0.878088864128855,1,1,1,0.878088864128855,0.878088864128855,1,1,-0.878088864128855,-1,-1,-1,-1,-0.0926773936546854,-0.269661409151056,-0.878088864128855,-0.0300487016440698
"TWIST2",-1,0.878088864128855,0.878088864128855,1,1,1,0.878088864128855,0.878088864128855,0.878088864128855,1,1,0.878088864128855,0.878088864128855,-1,-0.878088864128855,-0.878088864128855,-0.878088864128855,-0.878088864128855,-0.0227588338063215,-0.39155731208167,-1,0.00734693380203597
