"","CDH1","FOXC2","GSC","KLF8","SNAI1","SNAI2","TCF3","TGFbeta","TWIST1","TWIST2","VIM","ZEB1","ZEB2","miR101","miR141","miR200a","miR200b","miR200c","miR205","miR30c","miR34a","miR9"
"CDH1",1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,1,0.0624319549447957,0.308531570100188,1,0.0272168603367762
"FOXC2",-1,1,1,1,1,1,1,1,1,1,1,1,1,-1,-1,-1,-1,-1,-0.0624319549447957,-0.308531570100188,-1,-0.0272168603367762
"GSC",-1,1,1,1,1,1,1,1,1,1,1,1,1,-1,-1,-1,-1,-1,-0.0624319549447957,-0.308531570100188,-1,-0.0272168603367762
"KLF8",-1,1,1,1,1,1,1,1,1,1,1,1,1,-1,-1,-1,-1,-1,-0.0624319549447957,-0.308531570100188,-1,-0.0272168603367762
"SNAI1",-1,1,1,1,1,1,1,1,1,1,1,1,1,-1,-1,-1,-1,-1,-0.0624319549447957,-0.308531570100188,-1,-0.0272168603367762
"SNAI2",-1,1,1,1,1,1,1,1,1,1,1,1,1,-1,-1,-1,-1,-1,-0.0624319549447957,-0.308531570100188,-1,-0.0272168603367762
"TCF3",-1,1,1,1,1,1,1,1,1,1,1,1,1,-1,-1,-1,-1,-1,-0.0624319549447957,-0.308531570100188,-1,-0.0272168603367762
"TGFbeta",-1,1,1,1,1,1,1,1,1,1,1,1,1,-1,-1,-1,-1,-1,-0.0624319549447957,-0.308531570100188,-1,-0.0272168603367762
"TWIST1",-1,1,1,1,1,1,1,1,1,1,1,1,1,-1,-1,-1,-1,-1,-0.0624319549447957,-0.308531570100188,-1,-0.0272168603367762
"TWIST2",-1,1,1,1,1,1,1,1,1,1,1,1,1,-1,-1,-1,-1,-1,-0.0624319549447957,-0.308531570100188,-1,-0.0272168603367762
"VIM",-1,1,1,1,1,1,1,1,1,1,1,1,1,-1,-1,-1,-1,-1,-0.0624319549447957,-0.308531570100188,-1,-0.0272168603367762
"ZEB1",-1,1,1,1,1,1,1,1,1,1,1,1,1,-1,-1,-1,-1,-1,-0.0624319549447957,-0.308531570100188,-1,-0.0272168603367762
"ZEB2",-1,1,1,1,1,1,1,1,1,1,1,1,1,-1,-1,-1,-1,-1,-0.0624319549447957,-0.308531570100188,-1,-0.0272168603367762
"miR101",1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,1,0.0624319549447957,0.308531570100188,1,0.0272168603367762
"miR141",1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,1,0.0624319549447957,0.308531570100188,1,0.0272168603367762
"miR200a",1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,1,0.0624319549447957,0.308531570100188,1,0.0272168603367762
"miR200b",1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,1,0.0624319549447957,0.308531570100188,1,0.0272168603367762
"miR200c",1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,1,0.0624319549447957,0.308531570100188,1,0.0272168603367762
"miR205",0.0624319549447957,-0.0624319549447957,-0.0624319549447957,-0.0624319549447957,-0.0624319549447957,-0.0624319549447957,-0.0624319549447957,-0.0624319549447957,-0.0624319549447957,-0.0624319549447957,-0.0624319549447957,-0.0624319549447957,-0.0624319549447957,0.0624319549447957,0.0624319549447957,0.0624319549447957,0.0624319549447957,0.0624319549447957,1,-1.44117357646867e-05,0.0624319549447957,-0.00721739727095403
"miR30c",0.308531570100188,-0.308531570100188,-0.308531570100188,-0.308531570100188,-0.308531570100188,-0.308531570100188,-0.308531570100188,-0.308531570100188,-0.308531570100188,-0.308531570100188,-0.308531570100188,-0.308531570100188,-0.308531570100188,0.308531570100188,0.308531570100188,0.308531570100188,0.308531570100188,0.308531570100188,-1.44117357646867e-05,1,0.308531570100188,-1.29705424569181e-05
"miR34a",1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,1,0.0624319549447957,0.308531570100188,1,0.0272168603367762
"miR9",0.0272168603367762,-0.0272168603367762,-0.0272168603367762,-0.0272168603367762,-0.0272168603367762,-0.0272168603367762,-0.0272168603367762,-0.0272168603367762,-0.0272168603367762,-0.0272168603367762,-0.0272168603367762,-0.0272168603367762,-0.0272168603367762,0.0272168603367762,0.0272168603367762,0.0272168603367762,0.0272168603367762,0.0272168603367762,-0.00721739727095403,-1.29705424569181e-05,0.0272168603367762,1
