"","CDH1","FOXC2","GSC","KLF8","SNAI1","SNAI2","TCF3","TGFbeta","TWIST1","TWIST2","VIM","ZEB1","ZEB2","miR101","miR141","miR200a","miR200b","miR200c","miR205","miR30c","miR34a","miR9"
"CDH1",1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-0.886752640625957,1,1,0.886752640625957,1,1,0.00808097218487931,0.260566020138436,1,0.00499845920427896
"FOXC2",-1,1,1,1,1,1,1,1,1,1,1,1,0.886752640625957,-1,-1,-0.886752640625957,-1,-1,-0.00808097218487931,-0.260566020138436,-1,-0.00499845920427896
"GSC",-1,1,1,1,1,1,1,1,1,1,1,1,0.886752640625957,-1,-1,-0.886752640625957,-1,-1,-0.00808097218487931,-0.260566020138436,-1,-0.00499845920427896
"KLF8",-1,1,1,1,1,1,1,1,1,1,1,1,0.886752640625957,-1,-1,-0.886752640625957,-1,-1,-0.00808097218487931,-0.260566020138436,-1,-0.00499845920427896
"SNAI1",-1,1,1,1,1,1,1,1,1,1,1,1,0.886752640625957,-1,-1,-0.886752640625957,-1,-1,-0.00808097218487931,-0.260566020138436,-1,-0.00499845920427896
"SNAI2",-1,1,1,1,1,1,1,1,1,1,1,1,0.886752640625957,-1,-1,-0.886752640625957,-1,-1,-0.00808097218487931,-0.260566020138436,-1,-0.00499845920427896
"TCF3",-1,1,1,1,1,1,1,1,1,1,1,1,0.886752640625957,-1,-1,-0.886752640625957,-1,-1,-0.00808097218487931,-0.260566020138436,-1,-0.00499845920427896
"TGFbeta",-1,1,1,1,1,1,1,1,1,1,1,1,0.886752640625957,-1,-1,-0.886752640625957,-1,-1,-0.00808097218487931,-0.260566020138436,-1,-0.00499845920427896
"TWIST1",-1,1,1,1,1,1,1,1,1,1,1,1,0.886752640625957,-1,-1,-0.886752640625957,-1,-1,-0.00808097218487931,-0.260566020138436,-1,-0.00499845920427896
"TWIST2",-1,1,1,1,1,1,1,1,1,1,1,1,0.886752640625957,-1,-1,-0.886752640625957,-1,-1,-0.00808097218487931,-0.260566020138436,-1,-0.00499845920427896
"VIM",-1,1,1,1,1,1,1,1,1,1,1,1,0.886752640625957,-1,-1,-0.886752640625957,-1,-1,-0.00808097218487931,-0.260566020138436,-1,-0.00499845920427896
"ZEB1",-1,1,1,1,1,1,1,1,1,1,1,1,0.886752640625957,-1,-1,-0.886752640625957,-1,-1,-0.00808097218487931,-0.260566020138436,-1,-0.00499845920427896
"ZEB2",-0.886752640625957,0.886752640625957,0.886752640625957,0.886752640625957,0.886752640625957,0.886752640625957,0.886752640625957,0.886752640625957,0.886752640625957,0.886752640625957,0.886752640625957,0.886752640625957,1,-0.886752640625957,-0.886752640625957,-1,-0.886752640625957,-0.886752640625957,-0.121305795037901,-0.373792390808948,-0.886752640625957,-0.118247100951951
"miR101",1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-0.886752640625957,1,1,0.886752640625957,1,1,0.00808097218487931,0.260566020138436,1,0.00499845920427896
"miR141",1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-0.886752640625957,1,1,0.886752640625957,1,1,0.00808097218487931,0.260566020138436,1,0.00499845920427896
"miR200a",0.886752640625957,-0.886752640625957,-0.886752640625957,-0.886752640625957,-0.886752640625957,-0.886752640625957,-0.886752640625957,-0.886752640625957,-0.886752640625957,-0.886752640625957,-0.886752640625957,-0.886752640625957,-1,0.886752640625957,0.886752640625957,1,0.886752640625957,0.886752640625957,0.121305795037901,0.373792390808948,0.886752640625957,0.118247100951951
"miR200b",1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-0.886752640625957,1,1,0.886752640625957,1,1,0.00808097218487931,0.260566020138436,1,0.00499845920427896
"miR200c",1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-0.886752640625957,1,1,0.886752640625957,1,1,0.00808097218487931,0.260566020138436,1,0.00499845920427896
"miR205",0.00808097218487931,-0.00808097218487931,-0.00808097218487931,-0.00808097218487931,-0.00808097218487931,-0.00808097218487931,-0.00808097218487931,-0.00808097218487931,-0.00808097218487931,-0.00808097218487931,-0.00808097218487931,-0.00808097218487931,-0.121305795037901,0.00808097218487931,0.00808097218487931,0.121305795037901,0.00808097218487931,0.00808097218487931,1,0.00155967942675599,0.00808097218487931,0.00860701429554109
"miR30c",0.260566020138436,-0.260566020138436,-0.260566020138436,-0.260566020138436,-0.260566020138436,-0.260566020138436,-0.260566020138436,-0.260566020138436,-0.260566020138436,-0.260566020138436,-0.260566020138436,-0.260566020138436,-0.373792390808948,0.260566020138436,0.260566020138436,0.373792390808948,0.260566020138436,0.260566020138436,0.00155967942675599,1,0.260566020138436,0.00140257948373244
"miR34a",1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-0.886752640625957,1,1,0.886752640625957,1,1,0.00808097218487931,0.260566020138436,1,0.00499845920427896
"miR9",0.00499845920427896,-0.00499845920427896,-0.00499845920427896,-0.00499845920427896,-0.00499845920427896,-0.00499845920427896,-0.00499845920427896,-0.00499845920427896,-0.00499845920427896,-0.00499845920427896,-0.00499845920427896,-0.00499845920427896,-0.118247100951951,0.00499845920427896,0.00499845920427896,0.118247100951951,0.00499845920427896,0.00499845920427896,0.00860701429554109,0.00140257948373244,0.00499845920427896,1
