"","CDH1","FOXC2","GSC","KLF8","SNAI1","SNAI2","TCF3","TGFbeta","TWIST1","TWIST2","VIM","ZEB1","ZEB2","miR101","miR141","miR200a","miR200b","miR200c","miR205","miR30c","miR34a","miR9"
"CDH1",1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,1,0.0157886347653215,0.130690240217253,1,-0.00456519837756314
"FOXC2",-1,1,1,1,1,1,1,1,1,1,1,1,1,-1,-1,-1,-1,-1,-0.0157886347653215,-0.130690240217253,-1,0.00456519837756314
"GSC",-1,1,1,1,1,1,1,1,1,1,1,1,1,-1,-1,-1,-1,-1,-0.0157886347653215,-0.130690240217253,-1,0.00456519837756314
"KLF8",-1,1,1,1,1,1,1,1,1,1,1,1,1,-1,-1,-1,-1,-1,-0.0157886347653215,-0.130690240217253,-1,0.00456519837756314
"SNAI1",-1,1,1,1,1,1,1,1,1,1,1,1,1,-1,-1,-1,-1,-1,-0.0157886347653215,-0.130690240217253,-1,0.00456519837756314
"SNAI2",-1,1,1,1,1,1,1,1,1,1,1,1,1,-1,-1,-1,-1,-1,-0.0157886347653215,-0.130690240217253,-1,0.00456519837756314
"TCF3",-1,1,1,1,1,1,1,1,1,1,1,1,1,-1,-1,-1,-1,-1,-0.0157886347653215,-0.130690240217253,-1,0.00456519837756314
"TGFbeta",-1,1,1,1,1,1,1,1,1,1,1,1,1,-1,-1,-1,-1,-1,-0.0157886347653215,-0.130690240217253,-1,0.00456519837756314
"TWIST1",-1,1,1,1,1,1,1,1,1,1,1,1,1,-1,-1,-1,-1,-1,-0.0157886347653215,-0.130690240217253,-1,0.00456519837756314
"TWIST2",-1,1,1,1,1,1,1,1,1,1,1,1,1,-1,-1,-1,-1,-1,-0.0157886347653215,-0.130690240217253,-1,0.00456519837756314
"VIM",-1,1,1,1,1,1,1,1,1,1,1,1,1,-1,-1,-1,-1,-1,-0.0157886347653215,-0.130690240217253,-1,0.00456519837756314
"ZEB1",-1,1,1,1,1,1,1,1,1,1,1,1,1,-1,-1,-1,-1,-1,-0.0157886347653215,-0.130690240217253,-1,0.00456519837756314
"ZEB2",-1,1,1,1,1,1,1,1,1,1,1,1,1,-1,-1,-1,-1,-1,-0.0157886347653215,-0.130690240217253,-1,0.00456519837756314
"miR101",1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,1,0.0157886347653215,0.130690240217253,1,-0.00456519837756314
"miR141",1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,1,0.0157886347653215,0.130690240217253,1,-0.00456519837756314
"miR200a",1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,1,0.0157886347653215,0.130690240217253,1,-0.00456519837756314
"miR200b",1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,1,0.0157886347653215,0.130690240217253,1,-0.00456519837756314
"miR200c",1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,1,0.0157886347653215,0.130690240217253,1,-0.00456519837756314
"miR205",0.0157886347653215,-0.0157886347653215,-0.0157886347653215,-0.0157886347653215,-0.0157886347653215,-0.0157886347653215,-0.0157886347653215,-0.0157886347653215,-0.0157886347653215,-0.0157886347653215,-0.0157886347653215,-0.0157886347653215,-0.0157886347653215,0.0157886347653215,0.0157886347653215,0.0157886347653215,0.0157886347653215,0.0157886347653215,1,0.00621393526666889,0.0157886347653215,-0.000162361952333933
"miR30c",0.130690240217253,-0.130690240217253,-0.130690240217253,-0.130690240217253,-0.130690240217253,-0.130690240217253,-0.130690240217253,-0.130690240217253,-0.130690240217253,-0.130690240217253,-0.130690240217253,-0.130690240217253,-0.130690240217253,0.130690240217253,0.130690240217253,0.130690240217253,0.130690240217253,0.130690240217253,0.00621393526666889,1,0.130690240217253,-0.00301997172012683
"miR34a",1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,1,0.0157886347653215,0.130690240217253,1,-0.00456519837756314
"miR9",-0.00456519837756314,0.00456519837756314,0.00456519837756314,0.00456519837756314,0.00456519837756314,0.00456519837756314,0.00456519837756314,0.00456519837756314,0.00456519837756314,0.00456519837756314,0.00456519837756314,0.00456519837756314,0.00456519837756314,-0.00456519837756314,-0.00456519837756314,-0.00456519837756314,-0.00456519837756314,-0.00456519837756314,-0.000162361952333933,-0.00301997172012683,-0.00456519837756314,1
