"","CDH1","FOXC2","GSC","KLF8","SNAI1","SNAI2","TCF3","TGFbeta","TWIST1","TWIST2","VIM","ZEB1","ZEB2","miR101","miR141","miR200a","miR200b","miR200c","miR205","miR30c","miR34a","miR9"
"CDH1",1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,1,0.276533613936346,0.0977674520165201,1,0.0414018055163715
"FOXC2",-1,1,1,1,1,1,1,1,1,1,1,1,1,-1,-1,-1,-1,-1,-0.276533613936346,-0.0977674520165201,-1,-0.0414018055163715
"GSC",-1,1,1,1,1,1,1,1,1,1,1,1,1,-1,-1,-1,-1,-1,-0.276533613936346,-0.0977674520165201,-1,-0.0414018055163715
"KLF8",-1,1,1,1,1,1,1,1,1,1,1,1,1,-1,-1,-1,-1,-1,-0.276533613936346,-0.0977674520165201,-1,-0.0414018055163715
"SNAI1",-1,1,1,1,1,1,1,1,1,1,1,1,1,-1,-1,-1,-1,-1,-0.276533613936346,-0.0977674520165201,-1,-0.0414018055163715
"SNAI2",-1,1,1,1,1,1,1,1,1,1,1,1,1,-1,-1,-1,-1,-1,-0.276533613936346,-0.0977674520165201,-1,-0.0414018055163715
"TCF3",-1,1,1,1,1,1,1,1,1,1,1,1,1,-1,-1,-1,-1,-1,-0.276533613936346,-0.0977674520165201,-1,-0.0414018055163715
"TGFbeta",-1,1,1,1,1,1,1,1,1,1,1,1,1,-1,-1,-1,-1,-1,-0.276533613936346,-0.0977674520165201,-1,-0.0414018055163715
"TWIST1",-1,1,1,1,1,1,1,1,1,1,1,1,1,-1,-1,-1,-1,-1,-0.276533613936346,-0.0977674520165201,-1,-0.0414018055163715
"TWIST2",-1,1,1,1,1,1,1,1,1,1,1,1,1,-1,-1,-1,-1,-1,-0.276533613936346,-0.0977674520165201,-1,-0.0414018055163715
"VIM",-1,1,1,1,1,1,1,1,1,1,1,1,1,-1,-1,-1,-1,-1,-0.276533613936346,-0.0977674520165201,-1,-0.0414018055163715
"ZEB1",-1,1,1,1,1,1,1,1,1,1,1,1,1,-1,-1,-1,-1,-1,-0.276533613936346,-0.0977674520165201,-1,-0.0414018055163715
"ZEB2",-1,1,1,1,1,1,1,1,1,1,1,1,1,-1,-1,-1,-1,-1,-0.276533613936346,-0.0977674520165201,-1,-0.0414018055163715
"miR101",1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,1,0.276533613936346,0.0977674520165201,1,0.0414018055163715
"miR141",1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,1,0.276533613936346,0.0977674520165201,1,0.0414018055163715
"miR200a",1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,1,0.276533613936346,0.0977674520165201,1,0.0414018055163715
"miR200b",1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,1,0.276533613936346,0.0977674520165201,1,0.0414018055163715
"miR200c",1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,1,0.276533613936346,0.0977674520165201,1,0.0414018055163715
"miR205",0.276533613936346,-0.276533613936346,-0.276533613936346,-0.276533613936346,-0.276533613936346,-0.276533613936346,-0.276533613936346,-0.276533613936346,-0.276533613936346,-0.276533613936346,-0.276533613936346,-0.276533613936346,-0.276533613936346,0.276533613936346,0.276533613936346,0.276533613936346,0.276533613936346,0.276533613936346,1,0.00386990180814114,0.276533613936346,0.00158417240528253
"miR30c",0.0977674520165201,-0.0977674520165201,-0.0977674520165201,-0.0977674520165201,-0.0977674520165201,-0.0977674520165201,-0.0977674520165201,-0.0977674520165201,-0.0977674520165201,-0.0977674520165201,-0.0977674520165201,-0.0977674520165201,-0.0977674520165201,0.0977674520165201,0.0977674520165201,0.0977674520165201,0.0977674520165201,0.0977674520165201,0.00386990180814114,1,0.0977674520165201,0.00644037883974328
"miR34a",1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,1,0.276533613936346,0.0977674520165201,1,0.0414018055163715
"miR9",0.0414018055163715,-0.0414018055163715,-0.0414018055163715,-0.0414018055163715,-0.0414018055163715,-0.0414018055163715,-0.0414018055163715,-0.0414018055163715,-0.0414018055163715,-0.0414018055163715,-0.0414018055163715,-0.0414018055163715,-0.0414018055163715,0.0414018055163715,0.0414018055163715,0.0414018055163715,0.0414018055163715,0.0414018055163715,0.00158417240528253,0.00644037883974328,0.0414018055163715,1
