"","CDH1","FOXC2","GSC","KLF8","SNAI1","SNAI2","TCF3","TGFbeta","TWIST1","TWIST2","VIM","ZEB1","ZEB2","miR101","miR141","miR200a","miR200b","miR200c","miR205","miR30c","miR34a","miR9"
"CDH1",1,-1,-0.532337731761699,-1,-0.886784020663656,-1,-1,-0.532337731761699,-1,-1,-0.76274509506913,-0.76274509506913,-0.532337731761699,1,0.76274509506913,0.532337731761699,0.532337731761699,0.76274509506913,0.040952985243615,0.343185531559134,0.886784020663656,0.00305253840414583
"FOXC2",-1,1,0.532337731761699,1,0.886784020663656,1,1,0.532337731761699,1,1,0.76274509506913,0.76274509506913,0.532337731761699,-1,-0.76274509506913,-0.532337731761699,-0.532337731761699,-0.76274509506913,-0.040952985243615,-0.343185531559134,-0.886784020663656,-0.00305253840414583
"GSC",-0.532337731761699,0.532337731761699,1,0.532337731761699,0.645544431693264,0.532337731761699,0.532337731761699,1,0.532337731761699,0.532337731761699,0.769582644631752,0.769582644631752,1,-0.532337731761699,-0.769582644631752,-1,-1,-0.769582644631752,-0.360003162462623,-0.171214691251257,-0.645544431693264,-0.0167608898858
"KLF8",-1,1,0.532337731761699,1,0.886784020663656,1,1,0.532337731761699,1,1,0.76274509506913,0.76274509506913,0.532337731761699,-1,-0.76274509506913,-0.532337731761699,-0.532337731761699,-0.76274509506913,-0.040952985243615,-0.343185531559134,-0.886784020663656,-0.00305253840414583
"SNAI1",-0.886784020663656,0.886784020663656,0.645544431693264,0.886784020663656,1,0.886784020663656,0.886784020663656,0.645544431693264,0.886784020663656,0.886784020663656,0.875962553136248,0.875962553136248,0.645544431693264,-0.886784020663656,-0.875962553136248,-0.645544431693264,-0.645544431693264,-0.875962553136248,-0.0964675944168866,-0.229957510774529,-1,-0.000464950188790031
"SNAI2",-1,1,0.532337731761699,1,0.886784020663656,1,1,0.532337731761699,1,1,0.76274509506913,0.76274509506913,0.532337731761699,-1,-0.76274509506913,-0.532337731761699,-0.532337731761699,-0.76274509506913,-0.040952985243615,-0.343185531559134,-0.886784020663656,-0.00305253840414583
"TCF3",-1,1,0.532337731761699,1,0.886784020663656,1,1,0.532337731761699,1,1,0.76274509506913,0.76274509506913,0.532337731761699,-1,-0.76274509506913,-0.532337731761699,-0.532337731761699,-0.76274509506913,-0.040952985243615,-0.343185531559134,-0.886784020663656,-0.00305253840414583
"TGFbeta",-0.532337731761699,0.532337731761699,1,0.532337731761699,0.645544431693264,0.532337731761699,0.532337731761699,1,0.532337731761699,0.532337731761699,0.769582644631752,0.769582644631752,1,-0.532337731761699,-0.769582644631752,-1,-1,-0.769582644631752,-0.360003162462623,-0.171214691251257,-0.645544431693264,-0.0167608898858
"TWIST1",-1,1,0.532337731761699,1,0.886784020663656,1,1,0.532337731761699,1,1,0.76274509506913,0.76274509506913,0.532337731761699,-1,-0.76274509506913,-0.532337731761699,-0.532337731761699,-0.76274509506913,-0.040952985243615,-0.343185531559134,-0.886784020663656,-0.00305253840414583
"TWIST2",-1,1,0.532337731761699,1,0.886784020663656,1,1,0.532337731761699,1,1,0.76274509506913,0.76274509506913,0.532337731761699,-1,-0.76274509506913,-0.532337731761699,-0.532337731761699,-0.76274509506913,-0.040952985243615,-0.343185531559134,-0.886784020663656,-0.00305253840414583
