"","CDH1","FOXC2","GSC","KLF8","SNAI1","SNAI2","TCF3","TGFbeta","TWIST1","TWIST2","VIM","ZEB1","ZEB2","miR101","miR141","miR200a","miR200b","miR200c","miR205","miR30c","miR34a","miR9"
"CDH1",1,-1,-0.803049680045574,-1,-1,-1,-1,-0.803049680045574,-1,-1,-0.803049680045574,-0.803049680045574,-0.803049680045574,1,0.803049680045574,0.803049680045574,0.803049680045574,0.803049680045574,0.0336173778097212,0.236589574737101,1,0.0141999177549479
"FOXC2",-1,1,0.803049680045574,1,1,1,1,0.803049680045574,1,1,0.803049680045574,0.803049680045574,0.803049680045574,-1,-0.803049680045574,-0.803049680045574,-0.803049680045574,-0.803049680045574,-0.0336173778097212,-0.236589574737101,-1,-0.0141999177549479
"GSC",-0.803049680045574,0.803049680045574,1,0.803049680045574,0.803049680045574,0.803049680045574,0.803049680045574,1,0.803049680045574,0.803049680045574,1,1,1,-0.803049680045574,-1,-1,-1,-1,-0.230552900533804,-0.149722847088077,-0.803049680045574,-0.0586022908669592
"KLF8",-1,1,0.803049680045574,1,1,1,1,0.803049680045574,1,1,0.803049680045574,0.803049680045574,0.803049680045574,-1,-0.803049680045574,-0.803049680045574,-0.803049680045574,-0.803049680045574,-0.0336173778097212,-0.236589574737101,-1,-0.0141999177549479
"SNAI1",-1,1,0.803049680045574,1,1,1,1,0.803049680045574,1,1,0.803049680045574,0.803049680045574,0.803049680045574,-1,-0.803049680045574,-0.803049680045574,-0.803049680045574,-0.803049680045574,-0.0336173778097212,-0.236589574737101,-1,-0.0141999177549479
"SNAI2",-1,1,0.803049680045574,1,1,1,1,0.803049680045574,1,1,0.803049680045574,0.803049680045574,0.803049680045574,-1,-0.803049680045574,-0.803049680045574,-0.803049680045574,-0.803049680045574,-0.0336173778097212,-0.236589574737101,-1,-0.0141999177549479
"TCF3",-1,1,0.803049680045574,1,1,1,1,0.803049680045574,1,1,0.803049680045574,0.803049680045574,0.803049680045574,-1,-0.803049680045574,-0.803049680045574,-0.803049680045574,-0.803049680045574,-0.0336173778097212,-0.236589574737101,-1,-0.0141999177549479
"TGFbeta",-0.803049680045574,0.803049680045574,1,0.803049680045574,0.803049680045574,0.803049680045574,0.803049680045574,1,0.803049680045574,0.803049680045574,1,1,1,-0.803049680045574,-1,-1,-1,-1,-0.230552900533804,-0.149722847088077,-0.803049680045574,-0.0586022908669592
"TWIST1",-1,1,0.803049680045574,1,1,1,1,0.803049680045574,1,1,0.803049680045574,0.803049680045574,0.803049680045574,-1,-0.803049680045574,-0.803049680045574,-0.803049680045574,-0.803049680045574,-0.0336173778097212,-0.236589574737101,-1,-0.0141999177549479
"TWIST2",-1,1,0.803049680045574,1,1,1,1,0.803049680045574,1,1,0.803049680045574,0.803049680045574,0.803049680045574,-1,-0.803049680045574,-0.803049680045574,-0.803049680045574,-0.803049680045574,-0.0336173778097212,-0.236589574737101,-1,-0.0141999177549479
