"","CDH1","FOXC2","GSC","KLF8","SNAI1","SNAI2","TCF3","TGFbeta","TWIST1","TWIST2","VIM","ZEB1","ZEB2","miR101","miR141","miR200a","miR200b","miR200c","miR205","miR30c","miR34a","miR9"
"CDH1",1,-1,-0.813614314336461,-1,-1,-1,-1,-0.813614314336461,-1,-1,-1,-0.813614314336461,-0.813614314336461,1,0.813614314336461,0.813614314336461,0.813614314336461,0.813614314336461,0.136946201383843,0.306845416080489,1,0.0411273545343904
"FOXC2",-1,1,0.813614314336461,1,1,1,1,0.813614314336461,1,1,1,0.813614314336461,0.813614314336461,-1,-0.813614314336461,-0.813614314336461,-0.813614314336461,-0.813614314336461,-0.136946201383843,-0.306845416080489,-1,-0.0411273545343905
"GSC",-0.813614314336461,0.813614314336461,1,0.813614314336461,0.813614314336461,0.813614314336461,0.813614314336461,1,0.813614314336461,0.813614314336461,0.813614314336461,1,1,-0.813614314336461,-1,-1,-1,-1,-0.267685895312942,-0.120466331519776,-0.813614314336461,-0.107791504151985
"KLF8",-1,1,0.813614314336461,1,1,1,1,0.813614314336461,1,1,1,0.813614314336461,0.813614314336461,-1,-0.813614314336461,-0.813614314336461,-0.813614314336461,-0.813614314336461,-0.136946201383843,-0.306845416080489,-1,-0.0411273545343905
"SNAI1",-1,1,0.813614314336461,1,1,1,1,0.813614314336461,1,1,1,0.813614314336461,0.813614314336461,-1,-0.813614314336461,-0.813614314336461,-0.813614314336461,-0.813614314336461,-0.136946201383843,-0.306845416080489,-1,-0.0411273545343905
"SNAI2",-1,1,0.813614314336461,1,1,1,1,0.813614314336461,1,1,1,0.813614314336461,0.813614314336461,-1,-0.813614314336461,-0.813614314336461,-0.813614314336461,-0.813614314336461,-0.136946201383843,-0.306845416080489,-1,-0.0411273545343905
"TCF3",-1,1,0.813614314336461,1,1,1,1,0.813614314336461,1,1,1,0.813614314336461,0.813614314336461,-1,-0.813614314336461,-0.813614314336461,-0.813614314336461,-0.813614314336461,-0.136946201383843,-0.306845416080489,-1,-0.0411273545343905
"TGFbeta",-0.813614314336461,0.813614314336461,1,0.813614314336461,0.813614314336461,0.813614314336461,0.813614314336461,1,0.813614314336461,0.813614314336461,0.813614314336461,1,1,-0.813614314336461,-1,-1,-1,-1,-0.267685895312942,-0.120466331519776,-0.813614314336461,-0.107791504151985
"TWIST1",-1,1,0.813614314336461,1,1,1,1,0.813614314336461,1,1,1,0.813614314336461,0.813614314336461,-1,-0.813614314336461,-0.813614314336461,-0.813614314336461,-0.813614314336461,-0.136946201383843,-0.306845416080489,-1,-0.0411273545343905
"TWIST2",-1,1,0.813614314336461,1,1,1,1,0.813614314336461,1,1,1,0.813614314336461,0.813614314336461,-1,-0.813614314336461,-0.813614314336461,-0.813614314336461,-0.813614314336461,-0.136946201383843,-0.306845416080489,-1,-0.0411273545343905
"VIM",-1,1,0.813614314336461,1,1,1,1,0.813614314336461,1,1,1,0.813614314336461,0.813614314336461,-1,-0.813614314336461,-0.813614314336461,-0.813614314336461,-0.813614314336461,-0.136946201383843,-0.306845416080489,-1,-0.0411273545343905
"ZEB1",-0.813614314336461,0.813614314336461,1,0.813614314336461,0.813614314336461,0.813614314336461,0.813614314336461,1,0.813614314336461,0.813614314336461,0.813614314336461,1,1,-0.813614314336461,-1,-1,-1,-1,-0.267685895312942,-0.120466331519776,-0.813614314336461,-0.107791504151985
"ZEB2",-0.813614314336461,0.813614314336461,1,0.813614314336461,0.813614314336461,0.813614314336461,0.813614314336461,1,0.813614314336461,0.813614314336461,0.813614314336461,1,1,-0.813614314336461,-1,-1,-1,-1,-0.267685895312942,-0.120466331519776,-0.813614314336461,-0.107791504151985
"miR101",1,-1,-0.813614314336461,-1,-1,-1,-1,-0.813614314336461,-1,-1,-1,-0.813614314336461,-0.813614314336461,1,0.813614314336461,0.813614314336461,0.813614314336461,0.813614314336461,0.136946201383843,0.306845416080489,1,0.0411273545343904
"miR141",0.813614314336461,-0.813614314336461,-1,-0.813614314336461,-0.813614314336461,-0.813614314336461,-0.813614314336461,-1,-0.813614314336461,-0.813614314336461,-0.813614314336461,-1,-1,0.813614314336461,1,1,1,1,0.267685895312942,0.120466331519776,0.813614314336461,0.107791504151985
