"","CDH1","FOXC2","GSC","KLF8","SNAI1","SNAI2","TCF3","TGFbeta","TWIST1","TWIST2","VIM","ZEB1","ZEB2","miR101","miR141","miR200a","miR200b","miR200c","miR205","miR30c","miR34a","miR9"
"CDH1",1,-1,-0.569040366844634,-1,-1,-1,-1,-0.569040366844634,-1,-1,-1,-1,-0.569040366844634,1,1,0.569040366844634,0.569040366844634,0.569040366844634,0.0148655785905886,0.147062206231462,1,0.00852474083063702
"FOXC2",-1,1,0.569040366844634,1,1,1,1,0.569040366844634,1,1,1,1,0.569040366844634,-1,-1,-0.569040366844634,-0.569040366844634,-0.569040366844634,-0.0148655785905886,-0.147062206231462,-1,-0.00852474083063702
"GSC",-0.569040366844634,0.569040366844634,1,0.569040366844634,0.569040366844634,0.569040366844634,0.569040366844634,1,0.569040366844634,0.569040366844634,0.569040366844634,0.569040366844634,1,-0.569040366844634,-0.569040366844634,-1,-1,-1,-0.138344922858065,-0.421517007586257,-0.569040366844634,-0.13126542085353
"KLF8",-1,1,0.569040366844634,1,1,1,1,0.569040366844634,1,1,1,1,0.569040366844634,-1,-1,-0.569040366844634,-0.569040366844634,-0.569040366844634,-0.0148655785905886,-0.147062206231462,-1,-0.00852474083063702
"SNAI1",-1,1,0.569040366844634,1,1,1,1,0.569040366844634,1,1,1,1,0.569040366844634,-1,-1,-0.569040366844634,-0.569040366844634,-0.569040366844634,-0.0148655785905886,-0.147062206231462,-1,-0.00852474083063702
"SNAI2",-1,1,0.569040366844634,1,1,1,1,0.569040366844634,1,1,1,1,0.569040366844634,-1,-1,-0.569040366844634,-0.569040366844634,-0.569040366844634,-0.0148655785905886,-0.147062206231462,-1,-0.00852474083063702
"TCF3",-1,1,0.569040366844634,1,1,1,1,0.569040366844634,1,1,1,1,0.569040366844634,-1,-1,-0.569040366844634,-0.569040366844634,-0.569040366844634,-0.0148655785905886,-0.147062206231462,-1,-0.00852474083063702
"TGFbeta",-0.569040366844634,0.569040366844634,1,0.569040366844634,0.569040366844634,0.569040366844634,0.569040366844634,1,0.569040366844634,0.569040366844634,0.569040366844634,0.569040366844634,1,-0.569040366844634,-0.569040366844634,-1,-1,-1,-0.138344922858065,-0.421517007586257,-0.569040366844634,-0.13126542085353
"TWIST1",-1,1,0.569040366844634,1,1,1,1,0.569040366844634,1,1,1,1,0.569040366844634,-1,-1,-0.569040366844634,-0.569040366844634,-0.569040366844634,-0.0148655785905886,-0.147062206231462,-1,-0.00852474083063702
"TWIST2",-1,1,0.569040366844634,1,1,1,1,0.569040366844634,1,1,1,1,0.569040366844634,-1,-1,-0.569040366844634,-0.569040366844634,-0.569040366844634,-0.0148655785905886,-0.147062206231462,-1,-0.00852474083063702
"VIM",-1,1,0.569040366844634,1,1,1,1,0.569040366844634,1,1,1,1,0.569040366844634,-1,-1,-0.569040366844634,-0.569040366844634,-0.569040366844634,-0.0148655785905886,-0.147062206231462,-1,-0.00852474083063702
"ZEB1",-1,1,0.569040366844634,1,1,1,1,0.569040366844634,1,1,1,1,0.569040366844634,-1,-1,-0.569040366844634,-0.569040366844634,-0.569040366844634,-0.0148655785905886,-0.147062206231462,-1,-0.00852474083063702
"ZEB2",-0.569040366844634,0.569040366844634,1,0.569040366844634,0.569040366844634,0.569040366844634,0.569040366844634,1,0.569040366844634,0.569040366844634,0.569040366844634,0.569040366844634,1,-0.569040366844634,-0.569040366844634,-1,-1,-1,-0.138344922858065,-0.421517007586257,-0.569040366844634,-0.13126542085353
"miR101",1,-1,-0.569040366844634,-1,-1,-1,-1,-0.569040366844634,-1,-1,-1,-1,-0.569040366844634,1,1,0.569040366844634,0.569040366844634,0.569040366844634,0.0148655785905886,0.147062206231462,1,0.00852474083063702
"miR141",1,-1,-0.569040366844634,-1,-1,-1,-1,-0.569040366844634,-1,-1,-1,-1,-0.569040366844634,1,1,0.569040366844634,0.569040366844634,0.569040366844634,0.0148655785905886,0.147062206231462,1,0.00852474083063702
"miR200a",0.569040366844634,-0.569040366844634,-1,-0.569040366844634,-0.569040366844634,-0.569040366844634,-0.569040366844634,-1,-0.569040366844634,-0.569040366844634,-0.569040366844634,-0.569040366844634,-1,0.569040366844634,0.569040366844634,1,1,1,0.138344922858065,0.421517007586257,0.569040366844634,0.13126542085353
"miR200b",0.569040366844634,-0.569040366844634,-1,-0.569040366844634,-0.569040366844634,-0.569040366844634,-0.569040366844634,-1,-0.569040366844634,-0.569040366844634,-0.569040366844634,-0.569040366844634,-1,0.569040366844634,0.569040366844634,1,1,1,0.138344922858065,0.421517007586257,0.569040366844634,0.13126542085353
"miR200c",0.569040366844634,-0.569040366844634,-1,-0.569040366844634,-0.569040366844634,-0.569040366844634,-0.569040366844634,-1,-0.569040366844634,-0.569040366844634,-0.569040366844634,-0.569040366844634,-1,0.569040366844634,0.569040366844634,1,1,1,0.138344922858065,0.421517007586257,0.569040366844634,0.13126542085353
"miR205",0.0148655785905886,-0.0148655785905886,-0.138344922858065,-0.0148655785905886,-0.0148655785905886,-0.0148655785905886,-0.0148655785905886,-0.138344922858065,-0.0148655785905886,-0.0148655785905886,-0.0148655785905886,-0.0148655785905886,-0.138344922858065,0.0148655785905886,0.0148655785905886,0.138344922858065,0.138344922858065,0.138344922858065,1,-0.00896314203863157,0.0148655785905886,0.0082635702553587
"miR30c",0.147062206231462,-0.147062206231462,-0.421517007586257,-0.147062206231462,-0.147062206231462,-0.147062206231462,-0.147062206231462,-0.421517007586257,-0.147062206231462,-0.147062206231462,-0.147062206231462,-0.147062206231462,-0.421517007586257,0.147062206231462,0.147062206231462,0.421517007586257,0.421517007586257,0.421517007586257,-0.00896314203863157,1,0.147062206231462,-0.00247177013049583
"miR34a",1,-1,-0.569040366844634,-1,-1,-1,-1,-0.569040366844634,-1,-1,-1,-1,-0.569040366844634,1,1,0.569040366844634,0.569040366844634,0.569040366844634,0.0148655785905886,0.147062206231462,1,0.00852474083063702
"miR9",0.00852474083063702,-0.00852474083063702,-0.13126542085353,-0.00852474083063702,-0.00852474083063702,-0.00852474083063702,-0.00852474083063702,-0.13126542085353,-0.00852474083063702,-0.00852474083063702,-0.00852474083063702,-0.00852474083063702,-0.13126542085353,0.00852474083063702,0.00852474083063702,0.13126542085353,0.13126542085353,0.13126542085353,0.0082635702553587,-0.00247177013049583,0.00852474083063702,1
