"","CDH1","FOXC2","GSC","KLF8","SNAI1","SNAI2","TCF3","TGFbeta","TWIST1","TWIST2","VIM","ZEB1","ZEB2","miR101","miR141","miR200a","miR200b","miR200c","miR205","miR30c","miR34a","miR9"
"CDH1",1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,1,0.0658294738491066,0.15569468681123,1,0.0182176607007345
"FOXC2",-1,1,1,1,1,1,1,1,1,1,1,1,1,-1,-1,-1,-1,-1,-0.0658294738491066,-0.15569468681123,-1,-0.0182176607007345
"GSC",-1,1,1,1,1,1,1,1,1,1,1,1,1,-1,-1,-1,-1,-1,-0.0658294738491066,-0.15569468681123,-1,-0.0182176607007345
"KLF8",-1,1,1,1,1,1,1,1,1,1,1,1,1,-1,-1,-1,-1,-1,-0.0658294738491066,-0.15569468681123,-1,-0.0182176607007345
"SNAI1",-1,1,1,1,1,1,1,1,1,1,1,1,1,-1,-1,-1,-1,-1,-0.0658294738491066,-0.15569468681123,-1,-0.0182176607007345
"SNAI2",-1,1,1,1,1,1,1,1,1,1,1,1,1,-1,-1,-1,-1,-1,-0.0658294738491066,-0.15569468681123,-1,-0.0182176607007345
"TCF3",-1,1,1,1,1,1,1,1,1,1,1,1,1,-1,-1,-1,-1,-1,-0.0658294738491066,-0.15569468681123,-1,-0.0182176607007345
"TGFbeta",-1,1,1,1,1,1,1,1,1,1,1,1,1,-1,-1,-1,-1,-1,-0.0658294738491066,-0.15569468681123,-1,-0.0182176607007345
"TWIST1",-1,1,1,1,1,1,1,1,1,1,1,1,1,-1,-1,-1,-1,-1,-0.0658294738491066,-0.15569468681123,-1,-0.0182176607007345
"TWIST2",-1,1,1,1,1,1,1,1,1,1,1,1,1,-1,-1,-1,-1,-1,-0.0658294738491066,-0.15569468681123,-1,-0.0182176607007345
"VIM",-1,1,1,1,1,1,1,1,1,1,1,1,1,-1,-1,-1,-1,-1,-0.0658294738491066,-0.15569468681123,-1,-0.0182176607007345
"ZEB1",-1,1,1,1,1,1,1,1,1,1,1,1,1,-1,-1,-1,-1,-1,-0.0658294738491066,-0.15569468681123,-1,-0.0182176607007345
"ZEB2",-1,1,1,1,1,1,1,1,1,1,1,1,1,-1,-1,-1,-1,-1,-0.0658294738491066,-0.15569468681123,-1,-0.0182176607007345
"miR101",1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,1,0.0658294738491066,0.15569468681123,1,0.0182176607007345
"miR141",1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,1,0.0658294738491066,0.15569468681123,1,0.0182176607007345
"miR200a",1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,1,0.0658294738491066,0.15569468681123,1,0.0182176607007345
"miR200b",1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,1,0.0658294738491066,0.15569468681123,1,0.0182176607007345
"miR200c",1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,1,0.0658294738491066,0.15569468681123,1,0.0182176607007345
"miR205",0.0658294738491066,-0.0658294738491066,-0.0658294738491066,-0.0658294738491066,-0.0658294738491066,-0.0658294738491066,-0.0658294738491066,-0.0658294738491066,-0.0658294738491066,-0.0658294738491066,-0.0658294738491066,-0.0658294738491066,-0.0658294738491066,0.0658294738491066,0.0658294738491066,0.0658294738491066,0.0658294738491066,0.0658294738491066,1,2.00242738267222e-06,0.0658294738491066,0.00341711740182524
"miR30c",0.15569468681123,-0.15569468681123,-0.15569468681123,-0.15569468681123,-0.15569468681123,-0.15569468681123,-0.15569468681123,-0.15569468681123,-0.15569468681123,-0.15569468681123,-0.15569468681123,-0.15569468681123,-0.15569468681123,0.15569468681123,0.15569468681123,0.15569468681123,0.15569468681123,0.15569468681123,2.00242738267222e-06,1,0.15569468681123,0.00280049240899615
"miR34a",1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,1,0.0658294738491066,0.15569468681123,1,0.0182176607007345
"miR9",0.0182176607007345,-0.0182176607007345,-0.0182176607007345,-0.0182176607007345,-0.0182176607007345,-0.0182176607007345,-0.0182176607007345,-0.0182176607007345,-0.0182176607007345,-0.0182176607007345,-0.0182176607007345,-0.0182176607007345,-0.0182176607007345,0.0182176607007345,0.0182176607007345,0.0182176607007345,0.0182176607007345,0.0182176607007345,0.00341711740182524,0.00280049240899615,0.0182176607007345,1
