"","CDH1","FOXC2","GSC","KLF8","SNAI1","SNAI2","TCF3","TGFbeta","TWIST1","TWIST2","VIM","ZEB1","ZEB2","miR101","miR141","miR200a","miR200b","miR200c","miR205","miR30c","miR34a","miR9"
"CDH1",1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-0.726781934828747,1,1,0.726781934828747,1,0.726781934828747,0.0524935704016562,0.0460761495975085,1,0.00922783398937227
"FOXC2",-1,1,1,1,1,1,1,1,1,1,1,1,0.726781934828747,-1,-1,-0.726781934828747,-1,-0.726781934828747,-0.0524935704016562,-0.0460761495975085,-1,-0.00922783398937227
"GSC",-1,1,1,1,1,1,1,1,1,1,1,1,0.726781934828747,-1,-1,-0.726781934828747,-1,-0.726781934828747,-0.0524935704016562,-0.0460761495975085,-1,-0.00922783398937227
"KLF8",-1,1,1,1,1,1,1,1,1,1,1,1,0.726781934828747,-1,-1,-0.726781934828747,-1,-0.726781934828747,-0.0524935704016562,-0.0460761495975085,-1,-0.00922783398937227
"SNAI1",-1,1,1,1,1,1,1,1,1,1,1,1,0.726781934828747,-1,-1,-0.726781934828747,-1,-0.726781934828747,-0.0524935704016562,-0.0460761495975085,-1,-0.00922783398937227
"SNAI2",-1,1,1,1,1,1,1,1,1,1,1,1,0.726781934828747,-1,-1,-0.726781934828747,-1,-0.726781934828747,-0.0524935704016562,-0.0460761495975085,-1,-0.00922783398937227
"TCF3",-1,1,1,1,1,1,1,1,1,1,1,1,0.726781934828747,-1,-1,-0.726781934828747,-1,-0.726781934828747,-0.0524935704016562,-0.0460761495975085,-1,-0.00922783398937227
"TGFbeta",-1,1,1,1,1,1,1,1,1,1,1,1,0.726781934828747,-1,-1,-0.726781934828747,-1,-0.726781934828747,-0.0524935704016562,-0.0460761495975085,-1,-0.00922783398937227
"TWIST1",-1,1,1,1,1,1,1,1,1,1,1,1,0.726781934828747,-1,-1,-0.726781934828747,-1,-0.726781934828747,-0.0524935704016562,-0.0460761495975085,-1,-0.00922783398937227
"TWIST2",-1,1,1,1,1,1,1,1,1,1,1,1,0.726781934828747,-1,-1,-0.726781934828747,-1,-0.726781934828747,-0.0524935704016562,-0.0460761495975085,-1,-0.00922783398937227
"VIM",-1,1,1,1,1,1,1,1,1,1,1,1,0.726781934828747,-1,-1,-0.726781934828747,-1,-0.726781934828747,-0.0524935704016562,-0.0460761495975085,-1,-0.00922783398937227
"ZEB1",-1,1,1,1,1,1,1,1,1,1,1,1,0.726781934828747,-1,-1,-0.726781934828747,-1,-0.726781934828747,-0.0524935704016562,-0.0460761495975085,-1,-0.00922783398937227
"ZEB2",-0.726781934828747,0.726781934828747,0.726781934828747,0.726781934828747,0.726781934828747,0.726781934828747,0.726781934828747,0.726781934828747,0.726781934828747,0.726781934828747,0.726781934828747,0.726781934828747,1,-0.726781934828747,-0.726781934828747,-1,-0.726781934828747,-1,-0.0434563826730269,-0.31927679191071,-0.726781934828747,-0.282436736135672
"miR101",1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-0.726781934828747,1,1,0.726781934828747,1,0.726781934828747,0.0524935704016562,0.0460761495975085,1,0.00922783398937227
"miR141",1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-0.726781934828747,1,1,0.726781934828747,1,0.726781934828747,0.0524935704016562,0.0460761495975085,1,0.00922783398937227
"miR200a",0.726781934828747,-0.726781934828747,-0.726781934828747,-0.726781934828747,-0.726781934828747,-0.726781934828747,-0.726781934828747,-0.726781934828747,-0.726781934828747,-0.726781934828747,-0.726781934828747,-0.726781934828747,-1,0.726781934828747,0.726781934828747,1,0.726781934828747,1,0.0434563826730269,0.31927679191071,0.726781934828747,0.282436736135672
"miR200b",1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-0.726781934828747,1,1,0.726781934828747,1,0.726781934828747,0.0524935704016562,0.0460761495975085,1,0.00922783398937227
"miR200c",0.726781934828747,-0.726781934828747,-0.726781934828747,-0.726781934828747,-0.726781934828747,-0.726781934828747,-0.726781934828747,-0.726781934828747,-0.726781934828747,-0.726781934828747,-0.726781934828747,-0.726781934828747,-1,0.726781934828747,0.726781934828747,1,0.726781934828747,1,0.0434563826730269,0.31927679191071,0.726781934828747,0.282436736135672
"miR205",0.0524935704016562,-0.0524935704016562,-0.0524935704016562,-0.0524935704016562,-0.0524935704016562,-0.0524935704016562,-0.0524935704016562,-0.0524935704016562,-0.0524935704016562,-0.0524935704016562,-0.0524935704016562,-0.0524935704016562,-0.0434563826730269,0.0524935704016562,0.0524935704016562,0.0434563826730269,0.0524935704016562,0.0434563826730269,1,-0.00363843247569818,0.0524935704016562,-0.00602403749569517
"miR30c",0.0460761495975085,-0.0460761495975085,-0.0460761495975085,-0.0460761495975085,-0.0460761495975085,-0.0460761495975085,-0.0460761495975085,-0.0460761495975085,-0.0460761495975085,-0.0460761495975085,-0.0460761495975085,-0.0460761495975085,-0.31927679191071,0.0460761495975085,0.0460761495975085,0.31927679191071,0.0460761495975085,0.31927679191071,-0.00363843247569818,1,0.0460761495975085,-0.0056191650663386
