"","CDH1","FOXC2","GSC","KLF8","SNAI1","SNAI2","TCF3","TGFbeta","TWIST1","TWIST2","VIM","ZEB1","ZEB2","miR101","miR141","miR200a","miR200b","miR200c","miR205","miR30c","miR34a","miR9"
"CDH1",1,-1,-0.488992733942728,-1,-1,-1,-1,-0.488992733942728,-1,-1,-1,-0.488992733942728,-0.604323668045039,1,0.488992733942728,0.488992733942728,0.488992733942728,0.488992733942728,0.00982159653015083,0.0780860869154114,1,0.00279764654945895
"FOXC2",-1,1,0.488992733942728,1,1,1,1,0.488992733942728,1,1,1,0.488992733942728,0.604323668045039,-1,-0.488992733942728,-0.488992733942728,-0.488992733942728,-0.488992733942728,-0.00982159653015083,-0.0780860869154114,-1,-0.00279764654945895
"GSC",-0.488992733942728,0.488992733942728,1,0.488992733942728,0.488992733942728,0.488992733942728,0.488992733942728,1,0.488992733942728,0.488992733942728,0.488992733942728,1,0.884667714917689,-0.488992733942728,-1,-1,-1,-1,-0.0846946622816036,-0.0292421976671234,-0.488992733942728,-0.00561144745064318
"KLF8",-1,1,0.488992733942728,1,1,1,1,0.488992733942728,1,1,1,0.488992733942728,0.604323668045039,-1,-0.488992733942728,-0.488992733942728,-0.488992733942728,-0.488992733942728,-0.00982159653015083,-0.0780860869154114,-1,-0.00279764654945895
"SNAI1",-1,1,0.488992733942728,1,1,1,1,0.488992733942728,1,1,1,0.488992733942728,0.604323668045039,-1,-0.488992733942728,-0.488992733942728,-0.488992733942728,-0.488992733942728,-0.00982159653015083,-0.0780860869154114,-1,-0.00279764654945895
"SNAI2",-1,1,0.488992733942728,1,1,1,1,0.488992733942728,1,1,1,0.488992733942728,0.604323668045039,-1,-0.488992733942728,-0.488992733942728,-0.488992733942728,-0.488992733942728,-0.00982159653015083,-0.0780860869154114,-1,-0.00279764654945895
"TCF3",-1,1,0.488992733942728,1,1,1,1,0.488992733942728,1,1,1,0.488992733942728,0.604323668045039,-1,-0.488992733942728,-0.488992733942728,-0.488992733942728,-0.488992733942728,-0.00982159653015083,-0.0780860869154114,-1,-0.00279764654945895
"TGFbeta",-0.488992733942728,0.488992733942728,1,0.488992733942728,0.488992733942728,0.488992733942728,0.488992733942728,1,0.488992733942728,0.488992733942728,0.488992733942728,1,0.884667714917689,-0.488992733942728,-1,-1,-1,-1,-0.0846946622816036,-0.0292421976671234,-0.488992733942728,-0.00561144745064318
"TWIST1",-1,1,0.488992733942728,1,1,1,1,0.488992733942728,1,1,1,0.488992733942728,0.604323668045039,-1,-0.488992733942728,-0.488992733942728,-0.488992733942728,-0.488992733942728,-0.00982159653015083,-0.0780860869154114,-1,-0.00279764654945895
"TWIST2",-1,1,0.488992733942728,1,1,1,1,0.488992733942728,1,1,1,0.488992733942728,0.604323668045039,-1,-0.488992733942728,-0.488992733942728,-0.488992733942728,-0.488992733942728,-0.00982159653015083,-0.0780860869154114,-1,-0.00279764654945895
"VIM",-1,1,0.488992733942728,1,1,1,1,0.488992733942728,1,1,1,0.488992733942728,0.604323668045039,-1,-0.488992733942728,-0.488992733942728,-0.488992733942728,-0.488992733942728,-0.00982159653015083,-0.0780860869154114,-1,-0.00279764654945895
"ZEB1",-0.488992733942728,0.488992733942728,1,0.488992733942728,0.488992733942728,0.488992733942728,0.488992733942728,1,0.488992733942728,0.488992733942728,0.488992733942728,1,0.884667714917689,-0.488992733942728,-1,-1,-1,-1,-0.0846946622816036,-0.0292421976671234,-0.488992733942728,-0.00561144745064318
"ZEB2",-0.604323668045039,0.604323668045039,0.884667714917689,0.604323668045039,0.604323668045039,0.604323668045039,0.604323668045039,0.884667714917689,0.604323668045039,0.604323668045039,0.604323668045039,0.884667714917689,1,-0.604323668045039,-0.884667714917689,-0.884667714917689,-0.884667714917689,-0.884667714917689,-0.200050253109472,-0.0957088494857564,-0.604323668045039,-0.0588662485604814
"miR101",1,-1,-0.488992733942728,-1,-1,-1,-1,-0.488992733942728,-1,-1,-1,-0.488992733942728,-0.604323668045039,1,0.488992733942728,0.488992733942728,0.488992733942728,0.488992733942728,0.00982159653015083,0.0780860869154114,1,0.00279764654945895
"miR141",0.488992733942728,-0.488992733942728,-1,-0.488992733942728,-0.488992733942728,-0.488992733942728,-0.488992733942728,-1,-0.488992733942728,-0.488992733942728,-0.488992733942728,-1,-0.884667714917689,0.488992733942728,1,1,1,1,0.0846946622816036,0.0292421976671234,0.488992733942728,0.00561144745064318
"miR200a",0.488992733942728,-0.488992733942728,-1,-0.488992733942728,-0.488992733942728,-0.488992733942728,-0.488992733942728,-1,-0.488992733942728,-0.488992733942728,-0.488992733942728,-1,-0.884667714917689,0.488992733942728,1,1,1,1,0.0846946622816036,0.0292421976671234,0.488992733942728,0.00561144745064318
"miR200b",0.488992733942728,-0.488992733942728,-1,-0.488992733942728,-0.488992733942728,-0.488992733942728,-0.488992733942728,-1,-0.488992733942728,-0.488992733942728,-0.488992733942728,-1,-0.884667714917689,0.488992733942728,1,1,1,1,0.0846946622816036,0.0292421976671234,0.488992733942728,0.00561144745064318
"miR200c",0.488992733942728,-0.488992733942728,-1,-0.488992733942728,-0.488992733942728,-0.488992733942728,-0.488992733942728,-1,-0.488992733942728,-0.488992733942728,-0.488992733942728,-1,-0.884667714917689,0.488992733942728,1,1,1,1,0.0846946622816036,0.0292421976671234,0.488992733942728,0.00561144745064318
"miR205",0.00982159653015083,-0.00982159653015083,-0.0846946622816036,-0.00982159653015083,-0.00982159653015083,-0.00982159653015083,-0.00982159653015083,-0.0846946622816036,-0.00982159653015083,-0.00982159653015083,-0.00982159653015083,-0.0846946622816036,-0.200050253109472,0.00982159653015083,0.0846946622816036,0.0846946622816036,0.0846946622816036,0.0846946622816036,1,-0.000183483196321939,0.00982159653015083,0.00261462548315971
