"","CDH1","FOXC2","GSC","KLF8","SNAI1","SNAI2","TCF3","TGFbeta","TWIST1","TWIST2","VIM","ZEB1","ZEB2","miR101","miR141","miR200a","miR200b","miR200c","miR205","miR30c","miR34a","miR9"
"CDH1",1,-1,-0.979785050196475,-1,-1,-1,-1,-0.979785050196475,-1,-1,-1,-1,-0.979785050196475,1,1,0.979785050196475,0.979785050196475,0.979785050196475,0.127588001141324,0.225298869209573,1,0.086936402351675
"FOXC2",-1,1,0.979785050196475,1,1,1,1,0.979785050196475,1,1,1,1,0.979785050196475,-1,-1,-0.979785050196475,-0.979785050196475,-0.979785050196475,-0.127588001141324,-0.225298869209573,-1,-0.086936402351675
"GSC",-0.979785050196475,0.979785050196475,1,0.979785050196475,0.979785050196475,0.979785050196475,0.979785050196475,1,0.979785050196475,0.979785050196475,0.979785050196475,0.979785050196475,1,-0.979785050196475,-0.979785050196475,-1,-1,-1,-0.147802404154369,-0.205078501054693,-0.979785050196475,-0.107153840052701
"KLF8",-1,1,0.979785050196475,1,1,1,1,0.979785050196475,1,1,1,1,0.979785050196475,-1,-1,-0.979785050196475,-0.979785050196475,-0.979785050196475,-0.127588001141324,-0.225298869209573,-1,-0.086936402351675
"SNAI1",-1,1,0.979785050196475,1,1,1,1,0.979785050196475,1,1,1,1,0.979785050196475,-1,-1,-0.979785050196475,-0.979785050196475,-0.979785050196475,-0.127588001141324,-0.225298869209573,-1,-0.086936402351675
"SNAI2",-1,1,0.979785050196475,1,1,1,1,0.979785050196475,1,1,1,1,0.979785050196475,-1,-1,-0.979785050196475,-0.979785050196475,-0.979785050196475,-0.127588001141324,-0.225298869209573,-1,-0.086936402351675
"TCF3",-1,1,0.979785050196475,1,1,1,1,0.979785050196475,1,1,1,1,0.979785050196475,-1,-1,-0.979785050196475,-0.979785050196475,-0.979785050196475,-0.127588001141324,-0.225298869209573,-1,-0.086936402351675
"TGFbeta",-0.979785050196475,0.979785050196475,1,0.979785050196475,0.979785050196475,0.979785050196475,0.979785050196475,1,0.979785050196475,0.979785050196475,0.979785050196475,0.979785050196475,1,-0.979785050196475,-0.979785050196475,-1,-1,-1,-0.147802404154369,-0.205078501054693,-0.979785050196475,-0.107153840052701
"TWIST1",-1,1,0.979785050196475,1,1,1,1,0.979785050196475,1,1,1,1,0.979785050196475,-1,-1,-0.979785050196475,-0.979785050196475,-0.979785050196475,-0.127588001141324,-0.225298869209573,-1,-0.086936402351675
"TWIST2",-1,1,0.979785050196475,1,1,1,1,0.979785050196475,1,1,1,1,0.979785050196475,-1,-1,-0.979785050196475,-0.979785050196475,-0.979785050196475,-0.127588001141324,-0.225298869209573,-1,-0.086936402351675
