"","CDH1","FOXC2","GSC","KLF8","SNAI1","SNAI2","TCF3","TGFbeta","TWIST1","TWIST2","VIM","ZEB1","ZEB2","miR101","miR141","miR200a","miR200b","miR200c","miR205","miR30c","miR34a","miR9"
"CDH1",1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,1,0.0324196722094102,0.450163047555737,1,-0.00441849645113134
"FOXC2",-1,1,1,1,1,1,1,1,1,1,1,1,1,-1,-1,-1,-1,-1,-0.0324196722094102,-0.450163047555737,-1,0.00441849645113133
"GSC",-1,1,1,1,1,1,1,1,1,1,1,1,1,-1,-1,-1,-1,-1,-0.0324196722094102,-0.450163047555737,-1,0.00441849645113133
"KLF8",-1,1,1,1,1,1,1,1,1,1,1,1,1,-1,-1,-1,-1,-1,-0.0324196722094102,-0.450163047555737,-1,0.00441849645113133
"SNAI1",-1,1,1,1,1,1,1,1,1,1,1,1,1,-1,-1,-1,-1,-1,-0.0324196722094102,-0.450163047555737,-1,0.00441849645113133
"SNAI2",-1,1,1,1,1,1,1,1,1,1,1,1,1,-1,-1,-1,-1,-1,-0.0324196722094102,-0.450163047555737,-1,0.00441849645113133
"TCF3",-1,1,1,1,1,1,1,1,1,1,1,1,1,-1,-1,-1,-1,-1,-0.0324196722094102,-0.450163047555737,-1,0.00441849645113133
"TGFbeta",-1,1,1,1,1,1,1,1,1,1,1,1,1,-1,-1,-1,-1,-1,-0.0324196722094102,-0.450163047555737,-1,0.00441849645113133
"TWIST1",-1,1,1,1,1,1,1,1,1,1,1,1,1,-1,-1,-1,-1,-1,-0.0324196722094102,-0.450163047555737,-1,0.00441849645113133
"TWIST2",-1,1,1,1,1,1,1,1,1,1,1,1,1,-1,-1,-1,-1,-1,-0.0324196722094102,-0.450163047555737,-1,0.00441849645113133
"VIM",-1,1,1,1,1,1,1,1,1,1,1,1,1,-1,-1,-1,-1,-1,-0.0324196722094102,-0.450163047555737,-1,0.00441849645113133
"ZEB1",-1,1,1,1,1,1,1,1,1,1,1,1,1,-1,-1,-1,-1,-1,-0.0324196722094102,-0.450163047555737,-1,0.00441849645113133
"ZEB2",-1,1,1,1,1,1,1,1,1,1,1,1,1,-1,-1,-1,-1,-1,-0.0324196722094102,-0.450163047555737,-1,0.00441849645113133
"miR101",1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,1,0.0324196722094102,0.450163047555737,1,-0.00441849645113134
"miR141",1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,1,0.0324196722094102,0.450163047555737,1,-0.00441849645113134
"miR200a",1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,1,0.0324196722094102,0.450163047555737,1,-0.00441849645113134
"miR200b",1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,1,0.0324196722094102,0.450163047555737,1,-0.00441849645113134
"miR200c",1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,1,0.0324196722094102,0.450163047555737,1,-0.00441849645113134
"miR205",0.0324196722094102,-0.0324196722094102,-0.0324196722094102,-0.0324196722094102,-0.0324196722094102,-0.0324196722094102,-0.0324196722094102,-0.0324196722094102,-0.0324196722094102,-0.0324196722094102,-0.0324196722094102,-0.0324196722094102,-0.0324196722094102,0.0324196722094102,0.0324196722094102,0.0324196722094102,0.0324196722094102,0.0324196722094102,1,-0.00839631288713148,0.0324196722094102,-0.00839956736351479
"miR30c",0.450163047555737,-0.450163047555737,-0.450163047555737,-0.450163047555737,-0.450163047555737,-0.450163047555737,-0.450163047555737,-0.450163047555737,-0.450163047555737,-0.450163047555737,-0.450163047555737,-0.450163047555737,-0.450163047555737,0.450163047555737,0.450163047555737,0.450163047555737,0.450163047555737,0.450163047555737,-0.00839631288713148,1,0.450163047555737,0.00358230809656852
"miR34a",1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,1,0.0324196722094102,0.450163047555737,1,-0.00441849645113134
"miR9",-0.00441849645113134,0.00441849645113133,0.00441849645113133,0.00441849645113133,0.00441849645113133,0.00441849645113133,0.00441849645113133,0.00441849645113133,0.00441849645113133,0.00441849645113133,0.00441849645113133,0.00441849645113133,0.00441849645113133,-0.00441849645113134,-0.00441849645113134,-0.00441849645113134,-0.00441849645113134,-0.00441849645113134,-0.00839956736351479,0.00358230809656852,-0.00441849645113134,1
