"","CDH1","FOXC2","GSC","KLF8","SNAI1","SNAI2","TCF3","TGFbeta","TWIST1","TWIST2","VIM","ZEB1","ZEB2","miR101","miR141","miR200a","miR200b","miR200c","miR205","miR30c","miR34a","miR9"
"CDH1",1,-1,-1,-0.368024241105656,-0.368024241105656,-1,-1,-1,-1,-1,-1,-1,-1,0.368024241105656,1,1,1,1,0.123679753198984,0.0576304734082973,1,0.00157665509199938
"FOXC2",-1,1,1,0.368024241105656,0.368024241105656,1,1,1,1,1,1,1,1,-0.368024241105656,-1,-1,-1,-1,-0.123679753198984,-0.0576304734082973,-1,-0.00157665509199937
"GSC",-1,1,1,0.368024241105656,0.368024241105656,1,1,1,1,1,1,1,1,-0.368024241105656,-1,-1,-1,-1,-0.123679753198984,-0.0576304734082973,-1,-0.00157665509199937
"KLF8",-0.368024241105656,0.368024241105656,0.368024241105656,1,1,0.368024241105656,0.368024241105656,0.368024241105656,0.368024241105656,0.368024241105656,0.368024241105656,0.368024241105656,0.368024241105656,-1,-0.368024241105656,-0.368024241105656,-0.368024241105656,-0.368024241105656,-0.0316187545205591,-0.689614519477059,-0.368024241105656,-1.28156368738981e-06
"SNAI1",-0.368024241105656,0.368024241105656,0.368024241105656,1,1,0.368024241105656,0.368024241105656,0.368024241105656,0.368024241105656,0.368024241105656,0.368024241105656,0.368024241105656,0.368024241105656,-1,-0.368024241105656,-0.368024241105656,-0.368024241105656,-0.368024241105656,-0.0316187545205591,-0.689614519477059,-0.368024241105656,-1.28156368738981e-06
"SNAI2",-1,1,1,0.368024241105656,0.368024241105656,1,1,1,1,1,1,1,1,-0.368024241105656,-1,-1,-1,-1,-0.123679753198984,-0.0576304734082973,-1,-0.00157665509199937
"TCF3",-1,1,1,0.368024241105656,0.368024241105656,1,1,1,1,1,1,1,1,-0.368024241105656,-1,-1,-1,-1,-0.123679753198984,-0.0576304734082973,-1,-0.00157665509199937
"TGFbeta",-1,1,1,0.368024241105656,0.368024241105656,1,1,1,1,1,1,1,1,-0.368024241105656,-1,-1,-1,-1,-0.123679753198984,-0.0576304734082973,-1,-0.00157665509199937
"TWIST1",-1,1,1,0.368024241105656,0.368024241105656,1,1,1,1,1,1,1,1,-0.368024241105656,-1,-1,-1,-1,-0.123679753198984,-0.0576304734082973,-1,-0.00157665509199937
"TWIST2",-1,1,1,0.368024241105656,0.368024241105656,1,1,1,1,1,1,1,1,-0.368024241105656,-1,-1,-1,-1,-0.123679753198984,-0.0576304734082973,-1,-0.00157665509199937
