"","CDH1","FOXC2","GSC","KLF8","SNAI1","SNAI2","TCF3","TGFbeta","TWIST1","TWIST2","VIM","ZEB1","ZEB2","miR101","miR141","miR200a","miR200b","miR200c","miR205","miR30c","miR34a","miR9"
"CDH1",1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,1,0.0505919582961665,0.193947091174684,1,0.0244163490689684
"FOXC2",-1,1,1,1,1,1,1,1,1,1,1,1,1,-1,-1,-1,-1,-1,-0.0505919582961665,-0.193947091174684,-1,-0.0244163490689684
"GSC",-1,1,1,1,1,1,1,1,1,1,1,1,1,-1,-1,-1,-1,-1,-0.0505919582961665,-0.193947091174684,-1,-0.0244163490689684
"KLF8",-1,1,1,1,1,1,1,1,1,1,1,1,1,-1,-1,-1,-1,-1,-0.0505919582961665,-0.193947091174684,-1,-0.0244163490689684
"SNAI1",-1,1,1,1,1,1,1,1,1,1,1,1,1,-1,-1,-1,-1,-1,-0.0505919582961665,-0.193947091174684,-1,-0.0244163490689684
"SNAI2",-1,1,1,1,1,1,1,1,1,1,1,1,1,-1,-1,-1,-1,-1,-0.0505919582961665,-0.193947091174684,-1,-0.0244163490689684
"TCF3",-1,1,1,1,1,1,1,1,1,1,1,1,1,-1,-1,-1,-1,-1,-0.0505919582961665,-0.193947091174684,-1,-0.0244163490689684
"TGFbeta",-1,1,1,1,1,1,1,1,1,1,1,1,1,-1,-1,-1,-1,-1,-0.0505919582961665,-0.193947091174684,-1,-0.0244163490689684
"TWIST1",-1,1,1,1,1,1,1,1,1,1,1,1,1,-1,-1,-1,-1,-1,-0.0505919582961665,-0.193947091174684,-1,-0.0244163490689684
"TWIST2",-1,1,1,1,1,1,1,1,1,1,1,1,1,-1,-1,-1,-1,-1,-0.0505919582961665,-0.193947091174684,-1,-0.0244163490689684
"VIM",-1,1,1,1,1,1,1,1,1,1,1,1,1,-1,-1,-1,-1,-1,-0.0505919582961665,-0.193947091174684,-1,-0.0244163490689684
"ZEB1",-1,1,1,1,1,1,1,1,1,1,1,1,1,-1,-1,-1,-1,-1,-0.0505919582961665,-0.193947091174684,-1,-0.0244163490689684
"ZEB2",-1,1,1,1,1,1,1,1,1,1,1,1,1,-1,-1,-1,-1,-1,-0.0505919582961665,-0.193947091174684,-1,-0.0244163490689684
"miR101",1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,1,0.0505919582961665,0.193947091174684,1,0.0244163490689684
"miR141",1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,1,0.0505919582961665,0.193947091174684,1,0.0244163490689684
"miR200a",1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,1,0.0505919582961665,0.193947091174684,1,0.0244163490689684
"miR200b",1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,1,0.0505919582961665,0.193947091174684,1,0.0244163490689684
"miR200c",1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,1,0.0505919582961665,0.193947091174684,1,0.0244163490689684
"miR205",0.0505919582961665,-0.0505919582961665,-0.0505919582961665,-0.0505919582961665,-0.0505919582961665,-0.0505919582961665,-0.0505919582961665,-0.0505919582961665,-0.0505919582961665,-0.0505919582961665,-0.0505919582961665,-0.0505919582961665,-0.0505919582961665,0.0505919582961665,0.0505919582961665,0.0505919582961665,0.0505919582961665,0.0505919582961665,1,-0.00252908208280186,0.0505919582961665,0.00120519881785687
"miR30c",0.193947091174684,-0.193947091174684,-0.193947091174684,-0.193947091174684,-0.193947091174684,-0.193947091174684,-0.193947091174684,-0.193947091174684,-0.193947091174684,-0.193947091174684,-0.193947091174684,-0.193947091174684,-0.193947091174684,0.193947091174684,0.193947091174684,0.193947091174684,0.193947091174684,0.193947091174684,-0.00252908208280186,1,0.193947091174684,0.00239885019608001
"miR34a",1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,1,0.0505919582961665,0.193947091174684,1,0.0244163490689684
"miR9",0.0244163490689684,-0.0244163490689684,-0.0244163490689684,-0.0244163490689684,-0.0244163490689684,-0.0244163490689684,-0.0244163490689684,-0.0244163490689684,-0.0244163490689684,-0.0244163490689684,-0.0244163490689684,-0.0244163490689684,-0.0244163490689684,0.0244163490689684,0.0244163490689684,0.0244163490689684,0.0244163490689684,0.0244163490689684,0.00120519881785687,0.00239885019608001,0.0244163490689684,1
