"","ZEB2","SNAI2","SNAI1","FOXC2","NP63","CLDN7","ZEB1","TCF3","TWIST1","miR200b","GSC","TGFbeta","miR200c","miR200a","CDH1","miR141","OVOL2","miR205","GRHL2","miR34a","KLF8","miR101","TWIST2"
"SNAI1",-0.0918075195353228,0.184529124146402,0.159408657199,0.131180422640494,0.0379013570183667,0.0229907192175606,0.0230210630760177,0.17345430533755,0.173875828030799,-0.0274313319052448,-0.0276782688892258,-0.0277740896594999,0.0418594543258266,-0.0511594853450349,-0.160113700769829,-0.0229907192175606,-0.0459783915330989,-0.0382725895594105,-0.0263001859770099,-0.164886529067524,-0.26920515361052,-0.269343982270995,-0.176491418069314
"ZEB2",-0.0878430639611839,-0.0737012724714745,-0.0468051255318378,-0.0326455888674811,-0.0297484479167788,-0.0278291755044281,-0.0277204208799016,-0.0195096275709838,-0.0193813537469625,-0.0117359302341647,-0.000998564599131781,-0.000985632688719131,0.00452837865631028,0.0179300326799903,0.0274069226225831,0.0278291755044281,0.0284679427093138,0.0301745402626109,0.0318235571215497,0.0428583104576986,0.101502956475758,0.101684924715836,0.102850412550671
"GSC",-0.0733506518674327,-0.112318983197095,-0.089851141893013,-0.0635458006627376,-0.0731497528452609,-0.0620878275654689,-0.0621078577313814,-0.150876881529893,-0.150862506370169,0.0324794497424739,-0.0113269947572713,-0.0112573172905973,0.0657570301256674,-0.0110773562059979,-0.00015082991460478,0.0620878275654689,0.0741172235985133,0.0734869240554373,0.0712311693555718,0.0698577823405822,0.154741622516696,0.154793263330477,0.0989797777196034
"miR34a",-0.0720319792895579,-0.0492265263814269,0.0312816730230179,0.00744329030467134,0.172034051199337,0.189281153757937,0.189244982486969,0.0589232470306049,0.0584280221323662,0.13227646472409,0.0334030473670533,0.0333511554229759,-0.125296045015151,-0.182173916453732,-0.0124132606080782,-0.189281153757937,-0.150305669233172,-0.172157047774355,-0.205821554730468,-0.131176224402344,-0.00573524760184162,-0.0055921544856769,0.120364855568749
"FOXC2",-0.0198719422024498,-0.0937793368583236,0.105299104528121,0.0877765491016885,-0.146610726254242,-0.181796357646348,-0.181756823049324,0.127124381505339,0.127541235944276,-0.1709790465708,-0.0308737485024236,-0.03078799172601,0.195005987303584,0.181353812495547,0.145849921290865,0.181796357646348,0.116527806178626,0.146380311507698,0.213569796716083,0.173406891687383,0.0446647865125873,0.0446048785996079,0.1888843404589
"GRHL2",-0.0166116066044423,0.0801840367736917,0.159799268632713,0.127115692028203,-0.0112740090905039,-0.0946975476323561,-0.0947960263437043,0.0738455045230172,0.0743657658097968,-0.13850044317611,-0.158907927577088,-0.15896280653849,0.101405397403706,0.0917580968901539,-0.0556229604234264,0.0946975476323561,-0.144730586058355,0.0101337206339719,0.068344561528905,0.065258904944618,-0.115270190746538,-0.115644326932109,-0.0229623124666436
"miR205",-0.0165228008382451,-0.0499032422610278,0.116359703499338,0.100451837959917,-0.141261923901574,-0.178825110134589,-0.178755545781351,0.123832344279751,0.124404808346306,-0.0774026511744635,-0.0225619928175031,-0.0224762921350718,0.0942120994726193,0.0808805239645415,0.0515129107175664,0.178825110134589,0.115147671951849,0.141301563184103,0.203248241591221,0.169350964062605,0.0152540657350389,0.0151076235296444,0.150569079565876
"SNAI2",-0.0162882793958645,-0.0145650978542829,0.176096970663069,0.122401739024162,-0.0934419244864763,-0.0864380492850604,-0.0863837172011936,0.0294253804985753,0.030091865808695,-0.0525105118078473,-0.020469486658763,-0.0203923564206934,0.0528183084627044,0.0361354999713974,-0.113545793328232,0.0864380492850604,0.0924745528556026,0.093157070575839,0.0929211942849,-0.0104127564101834,-0.118211843342953,-0.119046361743286,-0.0930187811299727
"KLF8",-0.0162659514850008,0.0847308654282214,0.175508729968459,0.121679400623617,-0.0931827511099941,-0.0860881298373213,-0.0861941898892541,0.0271227382119619,0.0290588466340335,-0.0526000987478681,-0.0198951181528878,-0.0200582502899188,0.0525009138244666,0.0360462891739183,-0.213624418930177,0.0860881298373213,0.0923370408640018,0.088731884057971,0.0921131742606241,-0.0101743458141569,-0.116213067973897,-0.118790925223189,-0.0932098142952376
"OVOL2",-0.0155358043254299,-0.141506289365774,-0.188698426333944,-0.147945971719631,-0.370208529867749,-0.212942440852561,-0.212809969646367,-0.0604730921881018,-0.0605342388681968,-0.0229645469354935,0.200001609334694,0.200092548488133,0.214064084757734,0.202829941519988,0.253604676163809,0.212942440852561,0.230439310968968,0.370133982822081,0.237430452187151,0.233039239500683,0.169416179399657,0.1694973348782,0.175113464447743
"TWIST2",-0.00101544909256504,-0.143385154066258,-0.280685588551513,-0.175066723587389,0.107047965276094,0.103595852229227,0.103795053058316,-0.0678306989044503,-0.0676226713194226,0.0883667846988049,0.0261038309584162,0.0262820257064467,-0.054197976060526,-0.0549573821669225,0.162092147044347,-0.103595852229227,-0.103642550973873,-0.106652573050429,-0.109731893227453,0.0544497008152699,0.188979152711046,0.188979152711046,0.144394224148008
"miR141",0.000834250640277802,0.00449180367444268,0.132128663349222,0.0826914391108407,0.162658602901781,0.206363140626071,0.206251766890185,0.0929896234908983,0.0927071501483957,0.115136813744122,-0.0765523515568134,-0.0766046195324519,-0.103692288094273,-0.102941681504167,-0.118894040010851,-0.206363140626071,-0.135634553368652,-0.16201527608465,-0.224872492652981,-0.211548117595933,-0.0800529485008232,-0.0801484061572477,-0.107913504390673
"TGFbeta",0.00482019398714468,-0.0390059786357548,-0.183362606092581,-0.0750771823637793,-0.0817848284837554,-0.073490205156063,-0.0733431919934959,-0.139845689518321,-0.139242145398338,-0.0789819285795522,0.00672584269058099,-0.0931781550852951,0.032524190381622,0.0369154747550751,0.0243742008287766,0.073490205156063,0.08251570769602,0.0819619884728532,0.0801359639752346,0.172791535999206,0.114666957471437,0.114854616306291,0.0473712751814568
"miR200c",0.0069266178235954,-0.0224748409339485,0.116724367284389,0.0705218163474928,0.151432874950668,0.193379923107355,0.193210072580283,0.0860523140845823,0.0853853220559504,0.0782093608895817,-0.0699283744863881,-0.0700135940118858,-0.0988709835849037,-0.0931588848238972,-0.0413467853077145,-0.193379923107355,-0.125818105167117,-0.151088108645355,-0.212298596815608,-0.196187599070712,-0.0564220279677548,-0.0563697964198999,-0.0819641312135548
"miR200b",0.0077450841420912,0.115610880488074,-0.184032124193412,-0.0971744615578887,0.146852938166376,0.18810680435714,0.188235140826347,-0.190949095411532,-0.190719863117878,0.0588485253446627,0.109058481317043,0.109053936275683,-0.0964560595317061,-0.0899064533366443,-0.105258957795605,-0.18810680435714,-0.121472904180658,-0.14695601262879,-0.207196358742243,-0.0768842788342782,0.017038782787639,0.0170495893147814,-0.105726934302007
"miR200a",0.0077450841420912,0.115610880488074,-0.184032124193412,-0.0971744615578887,0.146852938166376,0.18810680435714,0.188235140826347,-0.190949095411532,-0.190719863117878,0.0588485253446627,0.109058481317043,0.109053936275683,-0.0964560595317061,-0.0899064533366443,-0.105258957795605,-0.18810680435714,-0.121472904180658,-0.14695601262879,-0.207196358742243,-0.0768842788342782,0.017038782787639,0.0170495893147814,-0.105726934302007
"CDH1",0.0160922746574975,-0.0856726112720738,-0.176133036864585,-0.122079663482808,0.093157070575839,0.0861941898892541,0.0864380492850604,-0.0290588466340335,-0.0294253804985753,0.0520720469189154,0.0200582502899188,0.020469486658763,-0.0527493056466435,-0.0359210317593163,0.113513559437478,-0.0861941898892541,-0.092399950065055,-0.0931827511099941,-0.0927072722380938,0.0104127564101834,0.118790925223189,0.118211843342953,0.0922763499493645
"TCF3",0.0162659514850008,-0.0847308654282214,-0.175508729968459,-0.121679400623617,0.0931827511099941,0.0860881298373213,0.0861941898892541,-0.0271227382119619,-0.0290588466340335,0.0526000987478681,0.0198951181528878,0.0200582502899188,-0.0525009138244666,-0.0360462891739183,0.213624418930177,-0.0860881298373213,-0.0923370408640018,-0.088731884057971,-0.0921131742606241,0.0101743458141569,0.116213067973897,0.118790925223189,0.0932098142952376
"CLDN7",0.0162659514850008,-0.0847308654282214,-0.175508729968459,-0.121679400623617,0.0931827511099941,0.0860881298373213,0.0861941898892541,-0.0271227382119619,-0.0290588466340335,0.0526000987478681,0.0198951181528878,0.0200582502899188,-0.0525009138244666,-0.0360462891739183,0.213624418930177,-0.0860881298373213,-0.0923370408640018,-0.088731884057971,-0.0921131742606241,0.0101743458141569,0.116213067973897,0.118790925223189,0.0932098142952376
"ZEB1",0.0198222184594888,0.0936591590958826,-0.105133857412864,-0.0875285878566123,0.146194011689349,0.181756823049324,0.0817972686599756,-0.127541235944276,-0.12738318970824,0.170999052350247,0.03078799172601,0.030758948749265,-0.194960494997717,-0.181353318013961,-0.14588527793057,-0.181756823049324,-0.116501899512066,-0.146610726254242,-0.213560353809783,-0.173438078625559,-0.0446048785996079,-0.0446328002719691,-0.188704633079765
"NP63",0.0752014629083194,-0.075819507839937,-0.19754623370215,-0.147104357210816,0.0900540407320235,0.159790696573885,0.159731322008592,-0.0529870490967118,-0.0540573957813298,0.156312998721654,0.137151622989009,0.137350174929169,-0.126106951936603,-0.079015835890862,0.113017357280834,-0.159790696573885,0.0598284039706972,-0.189871323621103,-0.250732448469992,-0.0955126592499304,0.110234280719021,0.110269918637767,0.025759719853692
"TWIST1",0.0931523378510563,-0.034364251478241,-0.182564798985485,-0.174323389704295,-0.113125791075367,-0.111510342188177,-0.111496397888866,-0.0367917301069464,-0.136771306438365,-0.0547324323824051,0.000863792706386311,0.000921762994263627,0.0103835042426681,0.104428185389377,0.18707780212951,0.111510342188177,0.105462467073437,0.113349689260613,0.123636789348233,0.131033961035802,0.116931928793088,0.117207783994004,0.0321084200149434
"miR101",0.102248324043578,-0.111733463778493,-0.253230074121247,-0.121713173760746,0.119473216567644,0.121331646294873,0.121404155440913,-0.218142075770071,-0.218247921279275,0.0319308557524154,0.0346094728082782,0.0346840940426308,-0.113437957126646,-0.0115510930372141,0.00841531518123193,-0.121331646294873,-0.11028193665779,-0.119134669433485,-0.131845325086808,0.0315816671877361,0.325337037131034,0.225495210297421,0.0484405437849417
