"","SNAI2","TWIST2","ZEB2","KLF8","miR101","miR200b","NP63","FOXC2","miR200c","ZEB1","miR205","CLDN7","TCF3","miR200a","TGFbeta","GSC","TWIST1","miR34a","CDH1","miR141","GRHL2","OVOL2","SNAI1"
"TWIST2",0.0844890347292548,0.1363136450478,-0.144291635372522,-0.064652109395783,-0.0648328642209809,0.0448754484389428,-0.060691332379807,0.156808326041004,0.0351252079735447,-0.0715469324530801,-0.0610182584192092,-0.0716057994728054,0.0558115799801209,0.10748279265018,-0.0108931516011686,-0.0110746209846912,-0.0556121014739299,0.140178529201126,0.071779524353468,0.0716057994728054,0.0761886745770662,0.0521347146612131,-0.262862792897101
"miR34a",-0.00884693568568991,0.104050031105756,-0.112022212477783,-0.0990939057384613,-0.1001944742695,-0.032564470964128,-0.0721966023698251,0.196326006277234,-0.0473851471358581,-0.0876540156633154,-0.0746319345551904,-0.0881106779592869,0.0852375023021587,0.137884679493825,-0.0224739820740988,-0.0234617391956648,-0.0843155494311928,0.147406938667339,-0.00488143783518325,0.0881106779592869,0.0933212596921648,0.0614598197007969,-0.243334124648663
"TWIST1",-0.00707759980608085,-0.0146919720666702,-0.095599397843373,-0.0569682508085529,-0.0583604730861011,0.03173501130036,-0.0243009304760706,0.113042816621332,0.0476285448742241,-0.0178935961013683,-0.0273137358810513,-0.0184566743116113,0.0628311592202458,0.0493126792765908,-0.00639781282606765,-0.00761268204823173,-0.161732365850586,0.0676521453808518,-0.110729318840201,0.0184566743116113,0.0191277891264606,0.0315550211715606,-0.208070164248264
"ZEB2",-0.0908495863591562,-0.08947360989229,-0.0885533809704668,-0.0781536227380132,-0.0772040070589137,-0.0184835168959604,-0.011665683186739,-0.0112766029804377,-0.0102570119317278,-0.0093396737251566,-0.00929506031720071,-0.0088931169260286,-0.00312952175438546,-0.00308771768863621,-8.3528165879344e-05,0.000792762715892204,0.00225108961773324,0.00509600713402919,0.00779581112629176,0.0088931169260286,0.00940847608690871,0.0112421026807312,0.046059975380439
"GRHL2",0.0577209692652062,0.0499248672763052,-0.0625964688671667,0.0574765088342161,0.055413918051171,-0.0141072257579513,-0.0322590604357051,0.038457281104945,-0.00117363267832745,-0.0226211658874476,-0.0372454359845883,-0.0235127148418483,-0.0118132900655242,0.0348602773005195,0.10276322575513,0.10074822550568,0.0138654318078215,0.0290827056514505,0.0243950656896551,0.0235127148418483,0.0293024366122966,-0.0605275315222888,-0.0183910894363252
"miR101",0.126320011552578,0.0599932050315612,-0.0610633631760341,0.0220298105601887,-0.0774597819113002,0.116318116271883,0.0769581827506851,0.198014493909258,0.0869803361264741,0.105390803390873,0.0785328205839834,0.105656120947974,0.171251742992497,-0.0195985326074731,0.00044217789760193,0.00106597787915623,-0.171999208701825,0.025031222438621,-0.0470097498517978,-0.105656120947974,-0.113699914371643,-0.0591878390107605,-0.186010545355036
"FOXC2",-0.0572876654946434,0.0394353559929061,-0.052182855899482,-0.0778453211278927,-0.0800756071453858,0.00409394951761324,-0.0219340371773713,0.115961169566616,0.0093757442363048,-0.0123262916338033,-0.0274368834771815,-0.0133087051146758,0.0167747905121785,0.0268601535197452,0.016884134906698,0.0146533731911282,-0.0144877242661217,0.0395511103437279,0.112056509933947,0.0133087051146758,0.0177201664061414,0.0307273470487004,-0.128131135825844
"OVOL2",-0.0594381626502161,-0.0543341698555731,-0.0380133539831681,-0.0880056788841367,-0.0891835300186683,-0.0322040743365336,-0.0255772844825498,0.0262689076894301,0.00474872456551217,-0.0128860613686465,-0.0283160781168803,-0.0133679848233868,0.0233403815627295,0.0226299754298912,-0.00526049223431923,-0.00639723165230865,-0.0221839899362278,0.0838954730517801,0.0709646380558553,0.0133679848233868,0.0203830756102519,-0.0674685170986943,-0.118533852414135
"miR200c",0.0692084728246856,0.0843710235491194,-0.0372948505604516,-0.0650222585157744,-0.0660867014393002,0.0105727333377633,-0.0141416344622553,0.0864174540721902,0.0153095365543621,-0.00327233951454878,-0.0169744050327191,-0.00376448197472541,0.0352957071788521,0.0187334710902019,-0.0783106785444035,-0.0794628465291321,-0.0339986960721777,0.135084824807182,0.0771990726513015,0.00376448197472541,0.00856102736853128,0.0215203691684891,-0.228947686119038
"SNAI2",-0.0705512588419274,0.0397698796777367,-0.0296387897336297,-0.0189331796404704,-0.0193681281334121,0.0254362574053391,0.0198807311810919,0.0632157706475811,0.0267192406872061,0.0222854951780249,0.0189393568287954,0.0221012459977195,-0.00803141717375111,0.00472706586968627,0.000137429033664351,-0.000318027176612499,0.00855961811680516,0.0242194750575551,0.0778745836985124,-0.0221012459977195,-0.0237295636254241,-0.0168617076207475,-0.092060481444533
"TCF3",0.0298764639236918,0.0390525294468561,-0.0293119740575621,-0.0186699728307546,-0.0200557573636111,0.0253200416033347,0.0207369942196532,0.0636574609576984,0.0269484669675318,0.022462222077038,0.0175,0.0219099783583532,-0.00770968892058116,0.00517782855292315,0.000420561525640095,-0.000540105503542432,0.00838732686830623,0.0244223669361362,-0.0224438475827617,-0.0219099783583532,-0.0233962943323544,-0.0164341497823233,-0.0921236424643616
"CLDN7",0.0298764639236918,0.0390525294468561,-0.0293119740575621,-0.0186699728307546,-0.0200557573636111,0.0253200416033347,0.0207369942196532,0.0636574609576984,0.0269484669675318,0.022462222077038,0.0175,0.0219099783583532,-0.00770968892058116,0.00517782855292315,0.000420561525640095,-0.000540105503542432,0.00838732686830623,0.0244223669361362,-0.0224438475827617,-0.0219099783583532,-0.0233962943323544,-0.0164341497823233,-0.0921236424643616
"miR205",-0.0641485466053837,0.0325130375524109,-0.0173999290008145,-0.0775127808130035,-0.0795542101890595,-0.00255500970028634,-0.0190510855062707,0.108498808423062,0.0024319971727896,-0.0108922423525141,-0.0242537413382001,-0.0118363300035992,0.0115147826929299,0.0147499149904157,0.0168648195177468,0.0147873714936237,-0.00935259826889463,0.0309367631738054,0.0868194157965009,0.0118363300035992,0.0153170801430552,0.0272563596051874,-0.10802503029312
"miR141",-0.121971424528367,-0.039163745687128,-0.0105702309225395,-0.00215783559252302,-0.00344021014675377,-0.0418943853201472,-0.0258854129546471,-0.0306079239679267,-0.00709870442256065,-0.0218006375308494,-0.0288248122793317,-0.022340097089238,-0.0204346391701931,0.0174575617369272,0.0978988518955956,0.0967160048816878,0.0215393909338028,0.01349358066331,0.0327296281189105,0.022340097089238,0.0262755940108408,0.0293798692423229,0.137706724311872
"miR200a",0.152540827524136,0.0612139464564555,0.00457158590996412,0.017266179752708,0.0191393111240563,0.0872976585992663,0.0317110327724243,0.0350025215142367,0.0145522274517059,0.030861323054596,0.036342274997411,0.0317261992601218,0.0202397844842766,-0.020328342776241,-0.103547009094234,-0.101724447508924,-0.0220485012271075,-0.0178690226599671,-0.101894549427197,-0.0317261992601218,-0.0350606662967346,-0.0347165528451137,-0.152736112494961
"KLF8",-0.0298764639236918,-0.0390525294468561,0.0293119740575621,0.0186699728307546,0.0200557573636111,-0.0253200416033347,-0.0207369942196532,-0.0636574609576984,-0.0269484669675318,-0.022462222077038,-0.0175,-0.0219099783583532,0.00770968892058116,-0.00517782855292315,-0.000420561525640095,0.000540105503542432,-0.00838732686830623,-0.0244223669361362,0.0224438475827617,0.0219099783583532,0.0233962943323544,0.0164341497823233,0.0921236424643616
"CDH1",-0.0290436630940336,-0.0404702722879566,0.0298485909220274,0.0200557573636111,0.0189331796404704,-0.0256824301134002,-0.0189393568287954,-0.0632094055183054,-0.0267043211594091,-0.0221012459977195,-0.0207369942196532,-0.022462222077038,0.00838732686830623,-0.00429253462260024,0.000318027176612499,-0.000420561525640095,-0.00803141717375111,-0.0240568040222289,-0.0780460187225851,0.022462222077038,0.0242501072726524,0.0174383670287643,0.0917786307586073
"miR200b",-0.0997778758204542,-0.106421224318447,0.043293495573027,0.0499139143555894,0.0503876004619977,-0.0559760066168824,0.00831601464447806,-0.0908120516185002,-0.0227630595835074,-0.00578834600919781,0.00945694231463978,-0.00562162019615838,-0.0351008524929356,-0.0158626900508881,0.0839588357430422,0.0844712891563683,0.0345078063654824,-0.130709382810524,-0.00803415134301507,0.00562162019615838,0.000224044917362531,-0.0161836855656983,0.243977074302127
"SNAI1",-0.129036973554863,-0.128343480824489,0.0510929238145329,0.0920654049365397,0.0915172657085519,-0.0839162398950617,-0.0665173718683725,-0.227287308845929,-0.0619390957849362,-0.0692902836557022,-0.0679042868401931,-0.0695504069614069,-0.172126177079433,0.00137740625597661,-0.0117012814417859,-0.0122795236868412,0.172777621241727,-0.124892812280545,0.102438422015539,0.0695504069614069,0.0730606470880592,0.0628435211480453,0.125165341701652
"ZEB1",0.0586292710839278,-0.041397029020896,0.053072835177049,0.0800756071453858,0.0788294188210536,-0.00477739482061531,0.0249171386832915,-0.1155010561936,-0.0092981106273804,-0.0871351909659497,0.0219340371773713,0.0123262916338033,-0.0144877242661217,-0.025639772966717,-0.0156979465572766,-0.016884134906698,0.0156865921022103,-0.0391255003639077,-0.112574457508209,-0.0123262916338033,-0.0162338529545326,-0.0290012152345126,0.127640115826222
"TGFbeta",-0.139048694709028,-0.167141921891861,0.0851565103821131,0.0523490583579914,0.0530532983397103,-0.172796657767843,-0.0896191897630876,-0.113531138834915,-0.092566978681464,-0.0981399594346527,-0.0879293560209235,-0.0978069926335528,-0.0582363834009248,0.00494857996121442,-0.101718029442407,-0.00101647472765573,0.0574603981038042,-0.122906135465918,0.0439891369803639,0.0978069926335528,0.102899479161926,0.077797350523445,0.261206021401937
