"","miR200a","GSC","TGFbeta","miR200c","CDH1","miR101","TCF3","CLDN7","FOXC2","miR205","NP63","OVOL2","miR34a","TWIST2","GRHL2","ZEB1","miR141","SNAI1","TWIST1","SNAI2","KLF8","ZEB2","miR200b"
"miR205",0.153801102800057,0.111033050512613,0.111083836102202,0.0932784995388417,-0.0148401591056927,0.0353045625163953,0.0421871976356467,0.0521282034877943,-0.081218650086055,0.0487482500298395,-0.0486392420028848,-0.0407521886793259,-0.0274091289406177,0.0860581198214508,-0.0379001647470775,-0.0522809966207988,-0.0521282034877943,-0.135371382959323,-0.0422242636543445,-0.00557525537014589,-0.0351080545997547,-0.257034773315202,-0.139290545376002
"miR200b",0.135798488045005,-0.0325025412803036,-0.0326536639055195,0.104821349863081,0.13857067155917,-0.0393124406064194,-0.0607151187914451,0.0267243387952521,-0.0450840011314851,-0.0359360459879905,0.036099543411129,0.00882270941542672,-0.0112097247792799,-0.0255119435253152,-0.027024562430971,-0.0266134114470853,-0.0267243387952521,0.0606160882817129,0.0605509588908284,0.0281621150120398,0.039218784037852,-0.24791602648689,-0.109627821644154
"miR200c",0.11959845765212,0.185753379837923,0.185787467648122,0.095077368224456,-0.0113609170177795,0.0826469263311666,0.112161380899464,0.022304147187329,0.0632453938195703,0.0448900333770744,-0.0454089599809485,-0.0313551860685531,-0.01583974730656,0.00215938395088943,-0.0145088672960046,-0.022318208400477,-0.022304147187329,-0.0997472457858191,-0.11168369037785,-0.0729912561809082,-0.0826865502640221,-0.216640594770047,-0.0883933697688492
"miR200a",0.11959845765212,0.185753379837923,0.185787467648122,0.095077368224456,-0.0113609170177795,0.0826469263311666,0.112161380899464,0.022304147187329,0.0632453938195703,0.0448900333770744,-0.0454089599809485,-0.0313551860685531,-0.01583974730656,0.00215938395088943,-0.0145088672960046,-0.022318208400477,-0.022304147187329,-0.0997472457858191,-0.11168369037785,-0.0729912561809082,-0.0826865502640221,-0.216640594770047,-0.0883933697688492
"TWIST2",0.177515935602852,0.0826442905586911,0.0825512363334562,0.0318739955184098,-0.0911287480148651,0.0643026277032546,-0.00572146117314302,0.144178589213325,-0.0321039387712026,0.0250013195518515,-0.0243782772568649,-0.0832359116355798,-0.0524106258813348,-0.0697424367582958,-0.141293166024116,-0.144210336509155,-0.144178589213325,-0.0557036621239053,0.00532107931428831,-0.0685055444355975,-0.0642591770241205,-0.210948470427289,-0.0953435248945269
"TWIST1",0.0997462869739376,0.0414665140529973,0.0414850018745366,0.0191178992551785,0.121097797402974,0.0455556694643266,-0.100048791153459,0.0842926262295972,-0.0708585437703797,0.0212939068369191,-0.0216788545940092,-0.0599151427255933,-0.0612508352053818,-0.07898833048899,-0.0807489104026911,-0.0842540017545137,-0.0842926262295972,-0.00562859900638697,0.000338807247309741,-0.12374980063597,-0.0456223925634652,-0.122563603431674,-0.025152013873528
"CLDN7",0.0562057455879357,0.0309289174499412,0.0303307662808276,-0.00728776282816205,-0.206760730937284,-0.00754201117678141,-0.0610428736964079,0.0614821523248528,-0.0186654953148292,0.0202173913043478,-0.0186566976627293,-0.0496387368863802,-0.0357431852721255,0.0394770935139702,-0.0583820345007555,-0.0609299086061679,-0.0614821523248528,-0.0126506718331906,0.0600748194853721,0.0193131819088849,0.00693107390960812,-0.0495405824713268,-0.0445077838430976
"SNAI2",0.0560764449339477,0.0307420026496718,0.0305597339865241,-0.00721231154801045,-0.106656336338711,-0.00731552872264487,-0.0600907557403521,0.0613053237286592,-0.0182680697084954,0.0191189472775213,-0.019080966756103,-0.0497975511525062,-0.035595805543331,0.039184276953316,-0.0583495072101103,-0.0610717129074906,-0.0613053237286592,-0.0126309083893578,0.0600703531288179,-0.0804388222648209,0.00700822061678659,-0.0495020670819658,-0.0443251863564013
"OVOL2",0.0227930240565387,0.0264373563428279,0.0266461030359496,-0.013137177195588,0.00743951155376401,-0.062902888922897,0.0321687966932049,0.0272172584479017,0.0160416937864414,0.0102284048388545,-0.0110138497982858,-0.0883696497771018,-0.0261544185506063,0.0868872452843024,0.0143331574974603,-0.0273168496213792,-0.0272172584479017,-0.0812517614775857,-0.0317065997289577,0.0742083204681383,0.063003784923248,-0.0135850485432312,-0.0554150956043931
"ZEB1",-0.0284667111188235,-0.0421103320411845,-0.0420693974519139,0.0133941260243406,0.14742842624872,0.00109589622392484,-0.00759747606456027,-0.0316633316541278,0.0914525883171241,-0.0401075899723362,0.0404093487951894,0.0366543209885468,0.0146092016211061,-0.106268164439852,0.0187549996584502,-0.0684501887227345,0.0316633316541278,0.104026583823946,0.00744303544607667,-0.0367444149252901,-0.000960696547228413,0.0215397304079647,0.0288352435721377
"FOXC2",-0.0282748522636472,-0.041929048729019,-0.0421103320411845,0.0132353974353933,0.14747161574399,0.000960696547228413,-0.00724821964274864,-0.0313619334897233,0.0915924465670717,-0.0405955270826642,0.0401075899723362,0.0361423304751942,0.0143462529266769,-0.106357222964025,0.0184328076954967,0.0316633316541278,0.0313619334897233,0.103946793074007,0.00759747606456027,-0.0367541202081991,-0.00135608877289296,0.0215644660770519,0.0286654509311867
"GRHL2",-0.00593100232462413,-0.0835940944151243,-0.0833917628907641,-0.0116843550276503,-0.0612548504725032,0.0633661998911923,-0.000315761853473579,0.00298869538965415,-0.0308279113220803,-0.134173999349741,0.133807787988511,-0.0555382978536439,-0.00303676850865905,-0.0126727124249769,-0.052151591671841,-0.00314831387744913,-0.00298869538965415,-0.0051136118294956,0.000549879432524391,-0.0548353646825649,-0.0632121438147805,0.0280365990753815,-0.0118151620544193
"TCF3",-0.0562057455879357,-0.0309289174499412,-0.0303307662808276,0.00728776282816205,0.206760730937284,0.00754201117678141,0.0610428736964079,-0.0614821523248528,0.0186654953148292,-0.0202173913043478,0.0186566976627293,0.0496387368863802,0.0357431852721255,-0.0394770935139702,0.0583820345007555,0.0609299086061679,0.0614821523248528,0.0126506718331906,-0.0600748194853721,-0.0193131819088849,-0.00693107390960812,0.0495405824713268,0.0445077838430976
"KLF8",-0.0562057455879357,-0.0309289174499412,-0.0303307662808276,0.00728776282816205,0.206760730937284,0.00754201117678141,0.0610428736964079,-0.0614821523248528,0.0186654953148292,-0.0202173913043478,0.0186566976627293,0.0496387368863802,0.0357431852721255,-0.0394770935139702,0.0583820345007555,0.0609299086061679,0.0614821523248528,0.0126506718331906,-0.0600748194853721,-0.0193131819088849,-0.00693107390960812,0.0495405824713268,0.0445077838430976
"CDH1",-0.0558554494284554,-0.0303307662808276,-0.0307420026496718,0.00699691086544205,0.106579755184245,0.00700822061678659,0.0600748194853721,-0.0609299086061679,0.0182413361655371,-0.0186566976627293,0.0191189472775213,0.0494779689281333,0.0352981521595427,-0.0390138706054919,0.0580671301083262,0.0613053237286592,0.0609299086061679,0.0125520970601179,-0.0600907557403521,-0.0197269634531805,-0.00754201117678141,0.0495472623493077,0.0440448140322792
"SNAI1",-0.0611662676824263,-0.0421053093167223,-0.0421894208278997,-0.00677533345133492,0.123245287926614,-0.0187507370776692,-0.0224504217202563,-0.0630293637895363,0.0349494950105202,-0.00655921974470143,0.0070039636800114,0.0579826637568882,-0.0336498514950038,-0.0101570678553926,0.0609751849749298,0.0630683552615995,0.0630293637895363,-0.0672769484701315,0.022109627009472,-0.0931513415129246,0.0187111163138932,0.0594156271184391,0.0722469656803834
"TGFbeta",-0.0586187535469261,-0.0161392661454765,-0.11628305228206,0.00259795611259529,-0.00487638031552409,0.0141149085439931,0.0720112307169584,-0.0541477315452593,0.0730095564805852,-0.00694723092302448,0.00790389486415286,0.0295650693218154,0.0922972591024022,-0.0735735579436012,0.0538508410857605,0.0540912935867009,0.0541477315452593,-0.0182007243986111,-0.072551243876943,-0.00756615823606422,-0.014044969273439,0.0645670341722492,0.109772605897317
"miR34a",-0.182860484907126,-0.0756722381873993,-0.0757476625247211,0.0809685604784308,0.114868178085884,-0.0165921216225853,0.0123990799888628,-0.153675781318653,0.109480999979281,-0.0267295297211077,0.0266273479510923,0.0890135309193377,0.0277748782998244,-0.200970258725069,0.149311900851308,0.153763115900529,0.153675781318653,0.121994734062043,-0.0122471270391647,-0.0848490332407405,0.0164836013398563,0.126425557103653,0.146283341843252
"miR101",-0.0891573101821316,-0.0591902437838874,-0.0592598343732274,-0.0452399373051199,-0.0571125810053787,-0.00659315567295185,-0.00412737749099589,-0.0375426165412024,-0.0328327261128157,-0.0293113917232256,0.0297024267851613,0.0394163838579861,0.0269796991324065,-0.0162415113976434,0.030625123059638,0.0375913954212656,0.0375426165412024,0.00633180482200858,0.00382293525318177,0.106692250421967,-0.0934719744543842,0.141490296179565,0.0673655350811936
"NP63",-0.133567188635058,-0.0559183862149423,-0.0559166745602858,0.0141248073554474,0.128750328751848,-0.0145666027237739,0.0537326514857513,-0.112162120839029,0.0303248712674033,0.0452301300852411,-0.145434343326858,0.11050907059943,0.102489596222642,-0.0229544551413887,0.0167423084886049,0.11216313868872,0.112162120839029,0.0262037241107454,-0.0534925527535624,0.00933545038941886,0.0145446716968536,0.16554825637346,0.169145667497493
"ZEB2",-0.299286385378215,-0.250717882756427,-0.250484492563741,-0.207642665011435,-0.183160739239156,-0.170132900907063,-0.12897155483648,-0.105720443713382,-0.0461617914310234,-0.0299603689524207,0.0294645524045434,0.0606496116327883,0.0658287999620153,0.0951572473385382,0.10217581042172,0.105686810793382,0.105720443713382,0.11871993320751,0.129223231326648,0.142161153162242,0.170125940373289,0.196438545033875,0.258545613985679
"miR141",-0.11959845765212,-0.185753379837923,-0.185787467648122,-0.095077368224456,0.0113609170177795,-0.0826469263311666,-0.112161380899464,-0.022304147187329,-0.0632453938195703,-0.0448900333770744,0.0454089599809485,0.0313551860685531,0.01583974730656,-0.00215938395088943,0.0145088672960046,0.022318208400477,0.022304147187329,0.0997472457858191,0.11168369037785,0.0729912561809082,0.0826865502640221,0.216640594770047,0.0883933697688492
"GSC",-0.189143703828494,-0.0971030837440369,-0.0970596881288276,-0.0130823961736542,0.0155896953635372,-0.0830756529491621,0.0451946233233898,-0.165958342377574,0.155433745855504,-0.023967490556245,0.0234291660672701,0.100825628460941,0.0602086072561318,-0.0130804406403591,0.161594236902801,0.166025914021616,0.165958342377574,0.0781755032133311,-0.0447969105710259,0.0105547589199907,0.0829850379363007,0.220260577206066,0.165376503396235
