"","ZEB2","KLF8","miR101","SNAI1","TCF3","miR34a","FOXC2","GSC","TGFbeta","miR205","GRHL2","miR200a","ZEB1","miR200c","miR141","CLDN7","CDH1","NP63","miR200b","SNAI2","OVOL2","TWIST2","TWIST1"
"miR101",-0.122416299544786,0.0297489951055928,-0.0698482614539414,0.0126039448358153,0.0137421873912835,0.0371080075173246,-0.0742211312882115,0.0209824704828047,0.0210889524689033,-0.0382271442472375,-0.1055815530871,0.00828317792013178,-0.101666770586855,0.110474646402264,0.101897151919046,0.101897151919046,0.0602338883401907,0.0384134763908444,-0.118496899934825,0.0612331441032333,0.162291315027381,-0.00627978464961442,-0.0137280019106685
"miR34a",-0.114653095406906,-0.0602620519333817,-0.0603715325725949,-0.0707254362606874,-0.0565503999060626,0.0238410075075124,-0.114257139986392,0.00883277142359832,0.00892810778597304,-0.0318893272559934,-0.128472612908858,-0.0689389371051712,-0.124813710901766,0.160769595318575,0.124674737071205,0.124674737071205,0.0819074448003935,0.0318249905859837,-0.121684451967546,0.0552452884568431,0.167339629241732,-0.0332795143684861,0.0564504101412354
"ZEB2",-0.0981446506515009,-0.0884364712995484,-0.0881590443105758,-0.0734320489631098,-0.063966061064747,-0.0134399818258084,-0.013115791846777,-0.0121029132157056,-0.0117845418974513,-0.00959861172994693,-0.00445705048091115,-0.00378503530373662,-0.00351936346817746,-0.00171814023006722,0.00407099245533557,0.00407099245533557,0.0066053010750679,0.00997822127441548,0.0125746925862291,0.0340286709762101,0.0347854447120958,0.0628528388233641,0.0638767565037195
"OVOL2",-0.0895381880663203,0.144764795347708,0.145128898305496,-0.179547466898992,-0.197252396388687,0.0863128188486699,-0.0832893232673297,-0.280168961026173,-0.280193762613475,-0.256938282798273,-0.186529307419121,-0.100369767235346,-0.156270792998511,0.169085954147236,0.156154897676579,0.156154897676579,0.329307749845763,0.257202978829994,0.0153599453606654,-0.211494927559283,0.349134271525302,-0.206057245325807,0.197655245104606
"CLDN7",-0.061396707626096,0.0224987976227284,0.0208149949107629,-0.0608054405726851,-0.143197700329798,0.0191434896493791,-0.0819423956037406,-0.00319902867800491,-0.00212960689080172,-0.0253985507246377,-0.0609616169981845,-0.00256848940684536,-0.061822461006333,0.0593648883863121,0.0601657298502784,0.0601657298502784,0.250784641690688,0.0247627125743487,-0.0206931068065511,-0.0769693480578006,0.12138140880103,-0.0925886609216564,0.142520062382073
"CDH1",-0.0600941314198214,0.0208149949107629,0.0221834398009315,-0.0593062825655384,-0.142520062382073,0.019434880377856,-0.0835972136932322,-0.00212960689080172,-0.00293366605973598,-0.0247627125743487,-0.0623608313604219,-0.00224366933169091,-0.0612288558981204,0.0616131528280674,0.061822461006333,0.061822461006333,0.152487329796507,0.0255844896673122,-0.021126493881854,-0.0750533823754801,0.122106029598346,-0.0951434054472038,0.143566543125765
"miR141",-0.0571991517624544,0.00595448763131297,0.00648760963700441,-0.113887980400587,-0.144736618175074,0.0176669551402524,-0.0577101052594928,-0.109029058869938,-0.108775672814125,-0.0545172514858313,-0.0228549966564611,0.0137790504997881,-0.0202715436887353,0.0367746594425786,0.020431127298271,0.020431127298271,0.164211124239935,0.0546096630728226,-0.0263130992381787,-0.11546857028047,0.160378653331573,-0.0918346999212876,0.144942187780351
"miR200b",-0.0426720720719497,-0.012729144734047,-0.0124769924340578,-0.136052218880297,-0.170345950924915,0.016127675434026,-0.062438169770443,-0.136702301723407,-0.136895465981202,-0.0576734037666514,-0.0282217706560186,0.00353836755928331,-0.0269832431509415,0.0332558680898174,0.0267058131835948,0.0267058131835948,0.0978666783971937,0.0575667750124306,0.0107770839869667,-0.100881959226404,0.172579767626463,-0.0789102704491203,0.170622508595323
"GRHL2",-0.027282413871601,-0.0196140696386354,-0.0192452153756837,0.0137280327617123,0.0192632339518744,0.0224757249173819,-0.021548222210544,0.106154219191975,0.106119296216537,0.0202279449443129,-0.00683568085450214,-0.00893668584106772,-0.0198876156148063,0.020886798731794,0.0198467829783937,0.0198467829783937,-0.0137019913714414,-0.0203615860571788,-0.0737483828499292,0.028089828220318,-0.100552431531001,0.00185437125640765,-0.0191331686301795
"miR200c",-0.0218327482551661,0.0312797453344121,0.0321172511879477,0.0602749078322015,0.067361597532869,0.117000876284931,0.00556597302159799,0.0951404370344422,0.0951983863117806,-0.0563179169440553,-0.032054068602072,-0.00740145008986122,-0.0302969719776349,0.0274064899021495,0.0305855616379562,0.0305855616379562,0.107484852153342,0.0566235860394881,-0.076894235395277,0.0335956416715238,0.17032878754242,-0.0565961858697694,-0.067170817107828
"TWIST1",0.0126779024440113,-0.0139894974995257,-0.0143609559469688,0.0265049186930158,0.0226514047828703,-0.00789405438565559,0.0167514428679811,0.0360618597599178,0.0363611117865277,0.0294674299212545,0.0872352844104044,0.0459814882513712,0.0860995181466416,-0.0367178839263973,-0.0860776761910832,-0.0860776761910832,-0.149845220801317,-0.0295577748030205,-0.00597181873658989,0.101286642230448,-0.144748708606204,0.109692036289386,-0.1228352178001
"miR205",0.0287381162094449,0.00351044065590001,0.00294845304716355,0.126998972808549,0.134964010062917,-0.0177278539737069,0.115409180370812,0.0348993145845157,0.0353055993012274,0.0617351452169079,0.0370226277843235,0.00734459460423036,0.0345332311656389,-0.0317293512805681,-0.0342369615540813,-0.0342369615540813,-0.100639617402062,-0.0617351452169079,0.0148955165960226,0.0372485458433916,-0.186593027166435,0.112782835518603,-0.135338788696417
"NP63",0.0293368527821657,0.020939792622455,0.0216525509973659,-0.0889334037341394,-0.163168993199404,0.024933821958928,-0.0884890200105358,-0.121868841605423,-0.122125589803907,-0.138613683117602,-0.144202524066355,-0.044506641203709,-0.0662095268884221,0.0351710865983412,0.0664690785595617,0.0664690785595617,0.152816397825041,0.0389898654047899,0.0776977305667802,-0.0678631802311554,0.189416875339918,-0.0552858789709634,0.163714264151945
"SNAI1",0.0541464776448391,0.0666589504719369,0.0665232415566411,-0.118866717049978,-0.0276143651551905,0.0191429877647395,0.0480616352315971,-0.0221502723773501,-0.0223292288872103,0.00666737572239927,0.0461469558309343,-0.0140233804769671,0.0465408969948721,-0.0493177112444565,-0.0465057660645973,-0.0465057660645973,-0.0752911381920136,-0.00659508951803759,0.0515320891616401,-0.0571171442341952,-0.0710273047126876,-0.0462066587914571,0.0277507852268238
"miR200a",0.0571991517624544,-0.00595448763131297,-0.00648760963700441,0.113887980400587,0.144736618175074,-0.0176669551402524,0.0577101052594928,0.109029058869938,0.108775672814125,0.0545172514858313,0.0228549966564611,-0.0137790504997881,0.0202715436887353,-0.0367746594425786,-0.020431127298271,-0.020431127298271,-0.164211124239935,-0.0546096630728226,0.0263130992381787,0.11546857028047,-0.160378653331573,0.0918346999212876,-0.144942187780351
