"","miR200a","miR200b","miR101","GSC","TGFbeta","miR141","NP63","miR205","miR34a","OVOL2","FOXC2","TCF3","TWIST1","CLDN7","ZEB1","GRHL2","SNAI1","TWIST2","SNAI2","KLF8","CDH1","miR200c","ZEB2"
"miR205",0.178419644240431,0.135510792386042,0.00584025776802584,0.0230884611015309,0.0237328032694408,0.0332939789539501,0.0330409574093143,0.0338832921630552,0.0350791393013046,0.0332896808302692,0.108406685725927,0.0252459788453758,0.0262302875641271,-0.0332939789539501,-0.0340331002071022,-0.0350921427934622,-0.0757292923659231,-0.0839936520819553,-0.00069771206895881,-0.00714572118876556,-0.111928619303997,-0.140650387878991,-0.344747178315527
"miR200a",0.17946335939309,0.142038973415918,0.0550664215304291,-0.076269438534677,-0.0761910365712192,0.0413411919299628,0.038748231517331,0.0385882883859999,0.123971985098767,0.0359098703221853,0.0850962029873364,0.134584247182545,0.135348847800732,-0.0413411919299628,-0.0419681434812717,-0.0444095066930588,0.0489512847177788,-0.148584912350384,-0.160534259928816,-0.055667984874689,-0.116068562689232,-0.132713173255979,-0.33373241522516
"miR141",0.17946335939309,0.142038973415918,0.0550664215304291,-0.076269438534677,-0.0761910365712192,0.0413411919299628,0.038748231517331,0.0385882883859999,0.123971985098767,0.0359098703221853,0.0850962029873364,0.134584247182545,0.135348847800732,-0.0413411919299628,-0.0419681434812717,-0.0444095066930588,0.0489512847177788,-0.148584912350384,-0.160534259928816,-0.055667984874689,-0.116068562689232,-0.132713173255979,-0.33373241522516
"miR200b",0.143247755797871,0.0353671652591996,-0.0422773397235075,0.101563058890088,0.102407300322685,0.0224524693277607,0.0270792578943731,0.0284476602402057,0.0297840453681555,0.0293192292011249,-0.0322135514201897,-0.0999312124975891,-0.0992819674852401,-0.0224524693277607,-0.0228879205476268,-0.0262501037189602,-0.0927282757812388,0.0593912693580289,0.155676877185495,0.041000368432848,-0.0289735747325813,-0.118587961439674,-0.2728235710627
"TWIST1",0.168158896677424,0.0977119441874441,0.129007146659124,-0.00635910478030985,-0.00599592876058115,0.0983075853016973,0.0789893608440057,0.0794567974061865,0.0134819307021937,0.064482120267421,0.158148681503595,0.0922240734319424,-0.00731108387115299,-0.0983075853016973,-0.0986653244495155,-0.102732079537451,-0.0440326924293279,-0.139235564780458,-0.155848407720278,-0.129622592558641,-0.12601279628963,-0.0712078357848244,-0.271178510435852
"NP63",0.177681365685667,0.162699614989742,0.320591684075755,0.0536095156008157,0.0537601412105927,0.132712759072723,0.0930882178043025,0.192604554863632,0.0871334444854156,-0.0279453349138614,0.126946018122123,0.0742916230471088,0.0735623511970022,-0.132712759072723,-0.132455921667426,-0.228315810370553,-0.157849116221465,-0.301643745972173,-0.307346317350444,-0.318977012218746,-0.110091339672254,-0.00573154270328461,-0.244667104756549
"miR34a",0.0930987325256314,-0.0666764163665186,-0.054076299433054,-0.0481332606607669,-0.0481085214781254,0.0191224802666248,0.0271383637070921,0.0273143434221185,-0.0354394219275474,0.0321742878644607,0.0753269942951321,-0.0240492024592994,-0.0233996626484139,-0.0191224802666248,-0.0195341664427741,-0.020340405119241,-0.0624954599483111,0.0541201182187155,0.167056538825329,0.0531822075461456,0.0642151351585296,0.00947236243387297,-0.104285993676788
"FOXC2",0.0284714245307322,-0.00877008836828783,-0.0312422761864528,-0.0183072231269255,-0.0180347553942695,0.0267938288350917,0.0317541634867199,0.0322692082142883,0.0363902051854749,0.033765744715868,0.108704713199793,0.0457160021714945,0.047113027858741,-0.0267938288350917,-0.0277158776624446,-0.0296989610190015,-0.0414142125716003,-0.0456559154727856,0.0469872008438863,0.0295289098752398,0.0204924881808715,0.00629188140036841,-0.0303920749961194
"OVOL2",-0.0038790755944844,0.0255966478487617,-0.0553529854653519,0.0170409671493731,0.0159069834633061,-0.0108088655095236,0.0235071941720101,0.0215138709943612,-0.0131833732298514,-0.0815402799721063,-0.000653579727692971,0.0389378001249973,0.0387291820399674,0.0108088655095236,0.0109261195104937,-0.0283399618156029,0.0968900272021919,0.0441890764427965,0.0290426350156552,0.0565999284262109,-0.089986641351017,-0.0109626991920124,-0.00852151827380576
"ZEB1",-0.0291271071131128,0.00877812487798038,0.03020109171972,0.0180347553942695,0.0176690883091096,-0.0277158776624446,-0.0314696480251726,-0.0317541634867199,-0.0366880098696308,-0.0344508024450018,-0.110124240654575,-0.047113027858741,-0.0462110225344458,0.0277158776624446,-0.0727515645298711,0.0304608146992798,0.0407659717451759,0.0462395668722767,-0.047020869788299,-0.0312422761864528,-0.0204875926461431,-0.00670872937694976,0.0308562473986848
"SNAI1",0.0138352146493065,0.000988399653223364,0.0277771275717589,-0.0333982528831019,-0.0333668330378593,0.0819666681038853,0.0753821502365701,0.0754458601116008,0.0848172158785268,0.0678056267176096,0.00897226737450652,0.0286511792866072,0.028981755265434,-0.0819666681038853,-0.0821976057136695,-0.0853135657056592,-0.123620563002073,-0.118238341671988,-0.133110852999246,-0.0281848782666821,-0.0862760464124199,0.0639008351687985,0.0380262425432062
"GRHL2",-0.142828396924574,0.0602957185243941,-0.0938852978113693,-0.0153250270330915,-0.0146526211726836,-0.135795158046941,-0.0805554134141022,-0.0793977689688864,-0.119771827076002,0.0399340899184871,-0.0504092243902446,-0.0191318179560999,-0.020143437124838,0.135795158046941,0.136446078309755,0.114437089198658,0.0870941115774833,0.085736588786866,0.0801157608776968,0.0942435882290813,-0.0496532335535509,-0.106741273924587,0.0517861514219105
"TGFbeta",-0.0570072196073733,-0.177025565432479,-0.132239683418586,-0.0116751007727109,-0.112301938824344,-0.0277683281054346,-0.0197093921591472,-0.0205270536472911,-0.0908349408179849,-0.013792925810029,-0.106774181819309,-0.124646045751216,-0.124736804265499,0.0277683281054346,0.0278885804122718,0.0291479649317358,-0.0216246502328625,0.25760333069207,0.286590565360698,0.132583840027155,0.137283819546175,0.025406438344577,0.0968430251808245
"TCF3",-0.0811508446663401,-0.27199179921603,-0.341653395971328,-0.209895764469805,-0.207340027656319,-0.0366319936596727,-0.0304352014744073,-0.0255797101449275,0.0360176143788847,-0.0229044624294321,-0.110731349320677,-0.0515656475621713,-0.0522916882204482,0.0366319936596727,0.0373158981324811,0.0376921888190766,0.158930610282669,0.311736820413758,0.330989323078391,0.339999395077273,0.228916958877335,0.0427342074859891,0.130601426548933
