"","TWIST2","miR101","ZEB2","CLDN7","GRHL2","miR205","miR200c","miR34a","TCF3","CDH1","GSC","TGFbeta","FOXC2","miR200b","miR200a","TWIST1","OVOL2","NP63","miR141","ZEB1","SNAI1","KLF8","SNAI2"
"TWIST2",0.13562722481839,0.198771345966496,-0.167197977553361,0.0617582584432507,0.0582325097229225,0.0510812365213799,0.111579662541891,0.114669397561757,-0.307949685696855,0.0911302766797938,0.00205049890568054,-0.00207096537750639,0.000784061891058898,-0.100219746640919,0.0505476255654854,0.307914064535035,-0.0489994207657828,-0.0510110586804611,-0.0617582584432507,-0.0617592270048184,0.194331768505562,-0.19878872623815,-0.201067707885258
"GSC",-0.0176699977205096,0.173156225655394,-0.161318819669543,0.0278460577193083,0.0283255828436219,0.0348099070707175,0.0837000563958413,0.0801670916146302,-0.281854532826844,0.0165850902170183,-0.0167913825660587,0.016768156743834,-0.0920150700950782,-0.0611410451849604,0.0672834719705563,0.281808212867734,-0.0402565248488074,-0.0346777206303642,-0.0278460577193083,-0.0278272341898966,0.188689800592094,-0.173184481949727,-0.0402740825275047
"SNAI1",0.0106265739421513,0.198063876534745,-0.156306935596849,-0.149011341968611,-0.139445788311245,-0.119104687909935,-0.00645255511802146,0.0686464798460206,-0.204445617414219,-0.118076753985746,0.00756467003419662,-0.00755744932442036,0.0779231627154869,-0.13584375624405,0.151747550662404,0.204456347082774,0.103961162500899,0.119131642087832,0.149011341968611,0.149022691961469,0.0998561266868429,-0.1981066170437,-0.100265724110185
"TWIST1",-0.0863329349301659,0.0367022461620263,-0.121884125721648,-0.244333512318222,-0.224774861183319,-0.166022533185378,-0.0766388768911793,-0.0752033543179335,-0.220487770268708,0.062075595588745,-0.00647316181709719,0.00648099563978332,0.0160839328451031,-0.0978855146067332,0.194895569696784,0.120506560043803,0.129729232408287,0.166152158450521,0.244333512318222,0.244384230079434,0.227593123905131,-0.0367829114012834,0.100600799316696
"ZEB2",-0.114119946436466,-0.105191839662279,-0.0891764559888326,-0.0481914441207679,-0.0429227947331221,-0.0313398284871056,-0.0298536847828089,-0.028790526346315,-0.0175126849776423,-0.0137812741638339,-0.00173849478188926,0.00173418414508504,0.00956776196405062,0.0136810175438436,0.0152728061133536,0.0175792574685901,0.0260990768124772,0.0313940584220297,0.0481914441207679,0.048238824803688,0.0516936039089171,0.105164991889153,0.137878084574023
"TCF3",0.231695602299265,0.248416265260574,-0.058544307189492,0.044278240702871,0.0415844693040757,0.032463768115942,0.0504642588221575,0.0444319695126483,-0.184292420596013,0.00857562890885443,0.196295299121625,-0.196295299121625,-0.0382063433716672,-0.220000465869882,0.0062484276789074,0.184292420596013,-0.0271118586374918,-0.0322325542431097,-0.044278240702871,-0.0443404138367627,0.0500003628134553,-0.248699382530728,-0.248706035619395
"KLF8",0.231695602299265,0.248416265260574,-0.058544307189492,0.044278240702871,0.0415844693040757,0.032463768115942,0.0504642588221575,0.0444319695126483,-0.184292420596013,0.00857562890885443,0.196295299121625,-0.196295299121625,-0.0382063433716672,-0.220000465869882,0.0062484276789074,0.184292420596013,-0.0271118586374918,-0.0322325542431097,-0.044278240702871,-0.0443404138367627,0.0500003628134553,-0.248699382530728,-0.248706035619395
"CDH1",0.231632435539018,0.248354798468817,-0.0585331740595239,0.0443404138367627,0.0416656302299596,0.0322325542431097,0.050513087983782,0.0445008436848337,-0.184292420596013,-0.0913874179269124,0.196295299121625,-0.196272793648703,-0.038176473009041,-0.219942779535627,0.00622507460160871,0.184393350210887,-0.0271141886079012,-0.0323352763797301,-0.0443404138367627,-0.0443500398655445,0.050098937586528,-0.248416265260574,-0.248700797878328
"ZEB1",0.0389725437408158,-0.0451761450363124,-0.0259869359236937,-0.26691396396593,-0.23170857879816,-0.127535306326638,-0.233852084203999,-0.220721708980504,-0.123587210470149,-0.0623064964031658,0.00220541818404231,-0.00219695684436068,0.11628110263423,-0.207069763109335,0.25249256869937,0.123615454474308,0.0938922786966635,0.127667505429983,0.26691396396593,0.166964225589953,0.172073295220916,0.0451717363512028,0.124473087717986
"miR205",0.0748592346675039,-0.015000347928594,-0.0247782694834006,-0.236283793472139,-0.214259792759517,-0.114125080704923,-0.110859052778098,-0.208051215958937,-0.111870969901104,0.00724229010810246,-0.00234519610867613,0.00237058890347061,0.109060796431927,-0.111289363798512,0.131876097376723,0.111957457278065,0.0826794909793618,0.114144900346187,0.236283793472139,0.236340935619441,0.138572977325744,0.0149540371456915,0.0606332185364757
"GRHL2",-0.0112345615577189,0.0301396733749584,-0.0101473924639566,0.221412856954456,0.0999467458748306,0.0830864194735865,0.215532988949394,0.20550270291269,0.0160563363255302,0.0756984001766676,0.0718021483462669,-0.0718492666464604,-0.0443726897435773,0.138327571567646,-0.211077556277935,-0.0161285948375829,0.000810116881310241,-0.0830638566882974,-0.221412856954456,-0.221470721385736,-0.0367439758424921,-0.0300419578064915,-0.0530635771802018
"OVOL2",-0.122753698468938,-0.091766182733534,0.00338297980390785,0.119349451663706,0.0752975809887539,0.0302217550093868,0.110677279278349,0.140987502151242,0.000344686657663455,0.117660918616732,-0.00980040182776888,0.00979006783305988,-0.00374702264058401,0.115343107376659,-0.113496071748245,-0.000378856861245931,-0.0851557481683094,-0.0302854981353929,-0.119349451663706,-0.119358826549067,0.0778408717174783,0.0918067604728055,0.0978906143673199
"miR141",0.0978215671730924,-0.0318820835768456,0.00852617337404404,-0.20843810611406,-0.193963097849133,-0.100418859858628,-0.108314696886739,-0.208041051829247,0.0703126458740686,0.00661990514978248,-0.0917893711034388,0.0917973249258186,0.0247991241498361,-0.125588972766231,0.101253155652657,-0.0702608837432436,0.0728365568216435,0.10041530556682,0.20843810611406,0.208441454021953,-0.115495027713676,0.0318064378868488,-0.0595469416356857
"miR101",-0.0195654802091693,-0.190670657358375,0.0184643963772713,0.254454819385157,0.232062976608637,0.156963507343548,0.124254476895986,0.060143740369786,0.242420327013969,0.0402365117030662,-0.0181460788791786,0.0181142181274325,-0.106007387452945,0.116392525859564,-0.139521812161778,-0.242434512494584,-0.118299056795434,-0.157141966297989,-0.254454819385157,-0.254522055138758,-0.25350080464669,0.0907783214464201,0.0593719841884932
"FOXC2",-0.0390059406873807,0.0451717363512028,0.0259783541609492,0.266808113270674,0.231629636101492,0.127399768240435,0.233798680192765,0.220689299025144,0.123480180276368,0.0623092161446816,-0.00227163544177941,0.00220541818404231,-0.116203403606481,0.207048047434209,-0.252422846795814,-0.123587210470149,-0.0938749185592781,-0.127535306326638,-0.266808113270674,-0.26691396396593,-0.172034580182484,-0.0450536321799004,-0.124440616956648
"miR200c",0.0599426851963534,0.00753108972046386,0.0292788969274757,0.264947595650074,0.240489892195712,0.132589121649901,0.125319531206085,0.114112783661634,0.17375450329502,0.0687115086077732,-0.0949422983982484,0.09488094033989,-0.0313482444454847,0.0478956916806717,-0.149632431382803,-0.173815138933987,-0.0960208122508202,-0.132734847614003,-0.264947595650074,-0.265055398284208,-0.246994198768677,-0.00748246034832308,-0.186657477881417
"miR200b",0.0599426851963534,0.00753108972046386,0.0292788969274757,0.264947595650074,0.240489892195712,0.132589121649901,0.125319531206085,0.114112783661634,0.17375450329502,0.0687115086077732,-0.0949422983982484,0.09488094033989,-0.0313482444454847,0.0478956916806717,-0.149632431382803,-0.173815138933987,-0.0960208122508202,-0.132734847614003,-0.264947595650074,-0.265055398284208,-0.246994198768677,-0.00748246034832308,-0.186657477881417
"miR200a",0.0599426851963534,0.00753108972046386,0.0292788969274757,0.264947595650074,0.240489892195712,0.132589121649901,0.125319531206085,0.114112783661634,0.17375450329502,0.0687115086077732,-0.0949422983982484,0.09488094033989,-0.0313482444454847,0.0478956916806717,-0.149632431382803,-0.173815138933987,-0.0960208122508202,-0.132734847614003,-0.264947595650074,-0.265055398284208,-0.246994198768677,-0.00748246034832308,-0.186657477881417
"CLDN7",-0.231695602299265,-0.248416265260574,0.058544307189492,-0.044278240702871,-0.0415844693040757,-0.032463768115942,-0.0504642588221575,-0.0444319695126483,0.184292420596013,-0.00857562890885443,-0.196295299121625,0.196295299121625,0.0382063433716672,0.220000465869882,-0.0062484276789074,-0.184292420596013,0.0271118586374918,0.0322325542431097,0.044278240702871,0.0443404138367627,-0.0500003628134553,0.248699382530728,0.248706035619395
"SNAI2",-0.231609164187553,-0.248384627472321,0.0585488734681795,-0.0443500398655445,-0.0416627779360022,-0.0323352763797301,-0.0505140204542693,-0.0445354545434137,0.184393350210887,0.0913954250717494,-0.196272793648703,0.196257712317237,0.0381395552592415,0.219934068312668,-0.00621481742624831,-0.184427354563444,0.0271071315871737,0.0323705440067614,0.0443500398655445,0.0443478117359222,-0.0501127407006886,0.248354798468817,0.148723189128099
"miR34a",-0.000317245993246712,-0.082936333083931,0.11720733368789,-0.125923300932804,-0.118306307332312,-0.0922201680004248,-0.162714875838815,-0.150391184309713,0.121680488844819,-0.0348054787188663,0.0304116152098314,-0.0303874794218884,-0.0886810310399501,-0.0532546969941225,0.0685307931275128,-0.121604118709479,0.077630413543069,0.0921652926054166,0.125923300932804,0.125938530941632,-0.183055986301768,0.0828979188245579,-0.0222436864088667
"NP63",-0.229374613971445,-0.215056610469087,0.119403981968468,0.14567374568324,0.175622354184253,-0.025828706567645,0.0526171249787602,0.118861000747151,0.179530297454907,0.118380946859314,-0.0153623662816971,0.0153520963537577,0.0152794895663596,0.22296441361972,-0.135195737024868,-0.17959537094307,0.0118230223388508,-0.0744668652294315,-0.14567374568324,-0.145739227346678,-0.0613773081273344,0.215204644900799,0.195212423462418
"TGFbeta",0.139629431132366,-0.0545305785160032,0.126325326004133,0.0552089556288762,0.0503315319342291,0.0370717010927512,-0.0300465476846202,-0.119275980578617,0.127040206783469,0.00155032030901941,0.00937107703505604,-0.109364561046993,-0.00329907057140023,-0.0372281813128316,-0.0927806035876442,-0.126974406860614,-0.0277853002306423,-0.03723523339038,-0.0552089556288762,-0.0552434359622204,-0.209309623665418,0.054522961367725,-0.101432037968327
